t_sec,imu_m_s2,x_cmd_mm,fit_m_s2
5.0000,-0.090927,-3.0000,-0.063533
5.0013,-0.090927,-2.9931,-0.063458
5.0025,-0.090927,-2.9729,-0.063383
5.0038,-0.090927,-2.9394,-0.063307
5.0050,0.009571,-2.8929,-0.063232
5.0063,0.009571,-2.8334,-0.063156
5.0075,0.009571,-2.7614,-0.063082
5.0088,0.009571,-2.6770,-0.063008
5.0100,0.009571,-2.5801,-0.062936
5.0113,0.009571,-2.4729,-0.062866
5.0125,0.009571,-2.3540,-0.062797
5.0138,0.009571,-2.2248,-0.062731
5.0150,-0.011964,-2.0855,-0.062667
5.0163,-0.011964,-1.9370,-0.062606
5.0175,-0.011964,-1.7799,-0.062549
5.0188,-0.011964,-1.6148,-0.062495
5.0200,-0.011964,-1.4423,-0.062444
5.0228,-0.011964,-1.0358,-0.062345
5.0238,-0.011964,-0.8926,-0.062317
5.0247,-0.284746,-0.7503,-0.062291
5.0256,-0.284746,-0.6064,-0.062268
5.0265,-0.284746,-0.4610,-0.062248
5.0275,-0.284746,-0.3026,-0.062229
5.0288,-0.284746,-0.1030,-0.062209
5.0300,-0.284746,0.0972,-0.062194
5.0313,-0.284746,0.2971,-0.062184
5.0325,-0.284746,0.4955,-0.062179
5.0338,-0.284746,0.6918,-0.062180
5.0350,0.320638,0.8850,-0.062185
5.0363,0.320638,1.0743,-0.062195
5.0375,0.320638,1.2587,-0.062211
5.0388,0.320638,1.4376,-0.062231
5.0400,0.320638,1.6102,-0.062256
5.0413,0.320638,1.7753,-0.062286
5.0425,0.320638,1.9327,-0.062320
5.0438,0.320638,2.0814,-0.062359
5.0450,-0.208176,2.2209,-0.062402
5.0463,-0.208176,2.3505,-0.062449
5.0475,-0.208176,2.4696,-0.062500
5.0488,-0.208176,2.5778,-0.062554
5.0500,-0.208176,2.6744,-0.062612
5.0513,-0.208176,2.7591,-0.062673
5.0525,-0.208176,2.8315,-0.062737
5.0538,-0.208176,2.8913,-0.062803
5.0550,0.205783,2.9383,-0.062872
5.0563,0.205783,2.9721,-0.062943
5.0575,0.205783,2.9927,-0.063015
5.0588,0.205783,3.0000,-0.063089
5.0600,0.205783,2.9939,-0.063163
5.0613,0.205783,2.9744,-0.063239
5.0625,0.205783,2.9418,-0.063314
5.0638,0.205783,2.8960,-0.063390
5.0650,0.016750,2.8372,-0.063465
5.0663,0.016750,2.7659,-0.063540
5.0675,0.016750,2.6822,-0.063614
5.0688,0.016750,2.5866,-0.063686
5.0700,0.016750,2.4795,-0.063756
5.0713,0.016750,2.3610,-0.063825
5.0736,0.016750,2.1178,-0.063945
5.0745,0.016750,2.0062,-0.063992
5.0754,0.210568,1.8937,-0.064036
5.0764,0.210568,1.7764,-0.064078
5.0775,0.210568,1.6246,-0.064128
5.0788,0.210568,1.4529,-0.064179
5.0800,0.210568,1.2744,-0.064226
5.0813,0.210568,1.0906,-0.064269
5.0825,0.210568,0.9017,-0.064307
5.0838,0.210568,0.7089,-0.064342
5.0850,0.210568,0.5128,-0.064371
5.0863,-0.454636,0.3145,-0.064396
5.0875,-0.454636,0.1148,-0.064416
5.0888,-0.454636,-0.0855,-0.064431
5.0900,-0.454636,-0.2853,-0.064441
5.0913,-0.454636,-0.4839,-0.064446
5.0925,-0.454636,-0.6803,-0.064447
5.0938,-0.454636,-0.8737,-0.064442
5.0950,-0.454636,-1.0633,-0.064432
5.0963,-0.114855,-1.2480,-0.064417
5.0975,-0.114855,-1.4272,-0.064397
5.0988,-0.114855,-1.6001,-0.064372
5.1000,-0.114855,-1.7658,-0.064342
5.1013,-0.114855,-1.9237,-0.064308
5.1025,-0.114855,-2.0729,-0.064270
5.1038,-0.114855,-2.2130,-0.064227
5.1050,-0.114855,-2.3432,-0.064180
5.1063,-0.342174,-2.4629,-0.064130
5.1075,-0.342174,-2.5717,-0.064075
5.1088,-0.342174,-2.6689,-0.064018
5.1100,-0.342174,-2.7545,-0.063957
5.1113,-0.342174,-2.8276,-0.063893
5.1125,-0.342174,-2.8882,-0.063827
5.1138,-0.342174,-2.9359,-0.063758
5.1150,-0.342174,-2.9705,-0.063688
5.1163,-0.124427,-2.9919,-0.063615
5.1175,-0.124427,-2.9999,-0.063542
5.1188,-0.124427,-2.9946,-0.063467
5.1200,-0.124427,-2.9760,-0.063392
5.1213,-0.124427,-2.9440,-0.063316
5.1225,-0.124427,-2.8990,-0.063240
5.1252,-0.124427,-2.7562,-0.063077
5.1262,-0.404387,-2.6931,-0.063021
5.1271,-0.404387,-2.6247,-0.062968
5.1280,-0.404387,-2.5498,-0.062915
5.1290,-0.404387,-2.4692,-0.062863
5.1300,-0.404387,-2.3686,-0.062805
5.1313,-0.404387,-2.2407,-0.062739
5.1325,-0.404387,-2.1024,-0.062675
5.1338,-0.404387,-1.9550,-0.062613
5.1350,-0.404387,-1.7988,-0.062555
5.1363,0.378066,-1.6347,-0.062501
5.1375,0.378066,-1.4632,-0.062450
5.1388,0.378066,-1.2853,-0.062403
5.1400,0.378066,-1.1013,-0.062360
5.1413,0.378066,-0.9129,-0.062321
5.1425,0.378066,-0.7203,-0.062286
5.1438,0.378066,-0.5244,-0.062256
5.1450,0.378066,-0.3262,-0.062231
5.1463,0.031107,-0.1266,-0.062211
5.1475,0.031107,0.0737,-0.062196
5.1488,0.031107,0.2736,-0.062185
5.1500,0.031107,0.4723,-0.062180
5.1513,0.031107,0.6689,-0.062179
5.1525,0.031107,0.8625,-0.062184
5.1538,0.031107,1.0522,-0.062194
5.1550,0.031107,1.2373,-0.062209
5.1563,0.031107,1.4168,-0.062228
5.1575,0.002393,1.5901,-0.062253
5.1588,0.002393,1.7563,-0.062282
5.1600,0.002393,1.9147,-0.062316
5.1613,0.002393,2.0643,-0.062354
5.1625,0.002393,2.2049,-0.062396
5.1638,0.002393,2.3357,-0.062443
5.1650,0.002393,2.4562,-0.062493
5.1663,0.002393,2.5657,-0.062547
5.1675,0.200997,2.6637,-0.062605
5.1688,0.200997,2.7498,-0.062666
5.1700,0.200997,2.8237,-0.062729
5.1713,0.200997,2.8850,-0.062795
5.1725,0.200997,2.9335,-0.062864
5.1738,0.200997,2.9690,-0.062935
5.1771,-0.215354,2.9983,-0.063130
5.1781,-0.215354,2.9892,-0.063187
5.1790,-0.215354,2.9731,-0.063243
5.1799,-0.215354,2.9497,-0.063298
5.1808,-0.215354,2.9185,-0.063355
5.1818,-0.215354,2.8807,-0.063411
5.1827,-0.215354,2.8360,-0.063467
5.1838,-0.215354,2.7749,-0.063531
5.1850,-0.215354,2.6928,-0.063605
5.1863,-0.215354,2.5985,-0.063677
5.1875,-0.153141,2.4927,-0.063748
5.1888,-0.153141,2.3758,-0.063817
5.1900,-0.153141,2.2483,-0.063884
5.1913,-0.153141,2.1108,-0.063948
5.1925,-0.153141,1.9639,-0.064009
5.1938,-0.153141,1.8083,-0.064067
5.1950,-0.153141,1.6446,-0.064122
5.1963,-0.153141,1.4720,-0.064174
5.1975,0.289532,1.2951,-0.064221
5.1988,0.289532,1.1125,-0.064264
5.2000,0.289532,0.9234,-0.064303
5.2013,0.289532,0.7317,-0.064338
5.2025,0.289532,0.5360,-0.064368
5.2038,0.289532,0.3379,-0.064393
5.2050,0.289532,0.1383,-0.064414
5.2063,0.289532,-0.0619,-0.064430
5.2075,0.145962,-0.2618,-0.064440
5.2088,0.145962,-0.4607,-0.064446
5.2100,0.145962,-0.6574,-0.064447
5.2113,0.145962,-0.8511,-0.064442
5.2125,0.145962,-1.0410,-0.064433
5.2138,0.145962,-1.2268,-0.064419
5.2150,0.145962,-1.4066,-0.064399
5.2163,0.145962,-1.5801,-0.064375
5.2175,-0.337388,-1.7468,-0.064346
5.2188,-0.337388,-1.9056,-0.064313
5.2200,-0.337388,-2.0559,-0.064275
5.2213,-0.337388,-2.1971,-0.064232
5.2225,-0.337388,-2.3285,-0.064186
5.2238,-0.337388,-2.4495,-0.064136
5.2250,-0.337388,-2.5598,-0.064082
5.2286,-0.445065,-2.8083,-0.063911
5.2295,-0.445065,-2.8587,-0.063861
5.2304,-0.445065,-2.9001,-0.063811
5.2314,-0.445065,-2.9344,-0.063761
5.2323,-0.445065,-2.9616,-0.063709
5.2332,-0.445065,-2.9815,-0.063656
5.2341,-0.445065,-2.9943,-0.063602
5.2351,-0.445065,-2.9998,-0.063548
5.2363,-0.445065,-2.9959,-0.063476
5.2375,-0.445065,-2.9788,-0.063401
5.2388,-0.703490,-2.9485,-0.063325
5.2400,-0.703490,-2.9050,-0.063249
5.2413,-0.703490,-2.8486,-0.063174
5.2425,-0.703490,-2.7794,-0.063099
5.2438,-0.703490,-2.6979,-0.063025
5.2450,-0.703490,-2.6044,-0.062953
5.2463,-0.703490,-2.4993,-0.062882
5.2475,-0.703490,-2.3830,-0.062813
5.2488,0.064606,-2.2561,-0.062746
5.2500,0.064606,-2.1192,-0.062682
5.2513,0.064606,-1.9728,-0.062620
5.2525,0.064606,-1.8176,-0.062562
5.2538,0.064606,-1.6544,-0.062507
5.2550,0.064606,-1.4838,-0.062456
5.2563,0.064606,-1.3065,-0.062408
5.2575,0.064606,-1.1234,-0.062364
5.2588,0.289532,-0.9354,-0.062325
5.2600,0.289532,-0.7428,-0.062290
5.2613,0.289532,-0.5476,-0.062260
5.2625,0.289532,-0.3496,-0.062234
5.2638,0.289532,-0.1501,-0.062213
5.2650,0.289532,0.0501,-0.062197
5.2663,0.289532,0.2501,-0.062186
5.2675,0.289532,0.4491,-0.062180
5.2688,0.189033,0.6460,-0.062179
5.2700,0.189033,0.8400,-0.062183
5.2713,0.189033,1.0306,-0.062192
5.2725,0.189033,1.2160,-0.062207
5.2738,0.189033,1.3962,-0.062226
5.2750,0.189033,1.5702,-0.062250
5.2763,0.189033,1.7371,-0.062278
5.2775,0.189033,1.8967,-0.062311
5.2804,0.301496,2.2326,-0.062406
5.2814,0.301496,2.3315,-0.062441
5.2823,0.301496,2.4218,-0.062478
5.2832,0.301496,2.5061,-0.062517
5.2841,0.301496,2.5842,-0.062558
5.2851,0.301496,2.6561,-0.062600
5.2863,0.301496,2.7403,-0.062658
5.2875,0.301496,2.8156,-0.062722
5.2888,-0.366102,2.8784,-0.062787
5.2900,-0.366102,2.9284,-0.062856
5.2913,-0.366102,2.9653,-0.062926
5.2925,-0.366102,2.9891,-0.062998
5.2938,-0.366102,2.9995,-0.063071
5.2950,-0.366102,2.9965,-0.063146
5.2963,-0.366102,2.9802,-0.063221
5.2975,-0.366102,2.9506,-0.063297
5.2988,-0.301496,2.9079,-0.063372
5.3000,-0.301496,2.8522,-0.063448
5.3013,-0.301496,2.7838,-0.063522
5.3025,-0.301496,2.7031,-0.063596
5.3038,-0.301496,2.6102,-0.063669
5.3050,-0.301496,2.5058,-0.063740
5.3063,-0.301496,2.3901,-0.063809
5.3075,-0.301496,2.2639,-0.063876
5.3088,-0.301496,2.1275,-0.063940
5.3100,0.026321,1.9817,-0.064002
5.3113,0.026321,1.8270,-0.064061
5.3125,0.026321,1.6642,-0.064116
5.3138,0.026321,1.4940,-0.064168
5.3150,0.026321,1.3171,-0.064215
5.3163,0.026321,1.1345,-0.064259
5.3175,0.026321,0.9466,-0.064299
5.3188,0.026321,0.7545,-0.064334
5.3200,0.141177,0.5591,-0.064365
5.3213,0.141177,0.3612,-0.064391
5.3225,0.141177,0.1617,-0.064412
5.3238,0.141177,-0.0385,-0.064428
5.3250,0.141177,-0.2385,-0.064439
5.3263,0.141177,-0.4375,-0.064446
5.3275,0.141177,-0.6345,-0.064447
5.3288,0.141177,-0.8288,-0.064443
5.3316,-0.043071,-1.2515,-0.064416
5.3325,-0.043071,-1.3880,-0.064401
5.3335,-0.043071,-1.5175,-0.064384
5.3344,-0.043071,-1.6429,-0.064365
5.3353,-0.043071,-1.7644,-0.064343
5.3363,-0.043071,-1.8874,-0.064317
5.3375,-0.043071,-2.0386,-0.064279
5.3388,-0.043071,-2.1809,-0.064238
5.3400,-0.047856,-2.3136,-0.064192
5.3413,-0.047856,-2.4357,-0.064142
5.3425,-0.047856,-2.5471,-0.064088
5.3438,-0.047856,-2.6472,-0.064031
5.3450,-0.047856,-2.7355,-0.063971
5.3463,-0.047856,-2.8115,-0.063908
5.3475,-0.047856,-2.8751,-0.063843
5.3488,-0.047856,-2.9258,-0.063774
5.3500,-0.387637,-2.9635,-0.063704
5.3513,-0.387637,-2.9880,-0.063632
5.3525,-0.387637,-2.9992,-0.063559
5.3538,-0.387637,-2.9971,-0.063485
5.3550,-0.387637,-2.9816,-0.063410
5.3563,-0.387637,-2.9527,-0.063334
5.3575,-0.387637,-2.9108,-0.063258
5.3588,-0.387637,-2.8559,-0.063183
5.3600,-0.043071,-2.7881,-0.063108
5.3613,-0.043071,-2.7081,-0.063034
5.3625,-0.043071,-2.6160,-0.062961
5.3638,-0.043071,-2.5122,-0.062890
5.3650,-0.043071,-2.3972,-0.062821
5.3663,-0.043071,-2.2716,-0.062754
5.3675,-0.043071,-2.1358,-0.062689
5.3688,-0.043071,-1.9905,-0.062628
5.3700,-0.330210,-1.8363,-0.062569
5.3713,-0.330210,-1.6738,-0.062513
5.3725,-0.330210,-1.5036,-0.062461
5.3738,-0.330210,-1.3271,-0.062413
5.3750,-0.330210,-1.1441,-0.062369
5.3763,-0.330210,-0.9574,-0.062329
5.3775,-0.330210,-0.7659,-0.062294
5.3788,-0.330210,-0.5707,-0.062263
5.3800,-0.143569,-0.3728,-0.062237
5.3837,-0.143569,0.2191,-0.062188
5.3847,-0.143569,0.3759,-0.062182
5.3856,-0.143569,0.5228,-0.062179
5.3866,-0.143569,0.6678,-0.062179
5.3875,-0.143569,0.8108,-0.062182
5.3884,-0.143569,0.9523,-0.062188
5.3893,-0.143569,1.0916,-0.062197
5.3902,0.361316,1.2280,-0.062208
5.3913,0.361316,1.3754,-0.062223
5.3925,0.361316,1.5500,-0.062246
5.3938,0.361316,1.7179,-0.062275
5.3950,0.361316,1.8781,-0.062307
5.3963,0.361316,2.0300,-0.062344
5.3975,0.361316,2.1728,-0.062386
5.3988,0.361316,2.3060,-0.062432
5.4000,0.361316,2.4290,-0.062481
5.4013,0.112463,2.5408,-0.062534
5.4025,0.112463,2.6415,-0.062591
5.4038,0.112463,2.7305,-0.062651
5.4050,0.112463,2.8074,-0.062714
5.4063,0.112463,2.8717,-0.062780
5.4075,0.112463,2.9232,-0.062848
5.4088,0.112463,2.9617,-0.062918
5.4100,0.112463,2.9870,-0.062989
5.4113,0.023928,2.9989,-0.063063
5.4125,0.023928,2.9975,-0.063137
5.4138,0.023928,2.9828,-0.063212
5.4150,0.023928,2.9548,-0.063288
5.4163,0.023928,2.9136,-0.063363
5.4175,0.023928,2.8595,-0.063439
5.4188,0.023928,2.7926,-0.063514
5.4200,0.023928,2.7132,-0.063588
5.4213,-0.119641,2.6218,-0.063660
5.4225,-0.119641,2.5187,-0.063732
5.4238,-0.119641,2.4044,-0.063801
5.4250,-0.119641,2.2792,-0.063868
5.4263,-0.119641,2.1440,-0.063933
5.4275,-0.119641,1.9993,-0.063995
5.4288,-0.119641,1.8456,-0.064054
5.4300,-0.119641,1.6837,-0.064110
5.4313,-0.256032,1.5138,-0.064162
5.4342,-0.256032,1.0917,-0.064269
5.4352,-0.256032,0.9484,-0.064298
5.4361,-0.256032,0.8065,-0.064325
5.4370,-0.256032,0.6639,-0.064349
5.4379,-0.256032,0.5193,-0.064370
5.4388,-0.256032,0.3736,-0.064389
5.4400,-0.256032,0.1849,-0.064410
5.4413,-0.229711,-0.0148,-0.064426
5.4425,-0.229711,-0.2149,-0.064438
5.4438,-0.229711,-0.4140,-0.064445
5.4450,-0.229711,-0.6113,-0.064447
5.4463,-0.229711,-0.8059,-0.064444
5.4475,-0.229711,-0.9969,-0.064436
5.4488,-0.229711,-1.1837,-0.064422
5.4500,-0.229711,-1.3650,-0.064404
5.4513,0.045464,-1.5399,-0.064381
5.4525,0.045464,-1.7082,-0.064353
5.4538,0.045464,-1.8689,-0.064321
5.4550,0.045464,-2.0213,-0.064284
5.4563,0.045464,-2.1646,-0.064243
5.4575,0.045464,-2.2984,-0.064197
5.4588,0.045464,-2.4219,-0.064148
5.4600,0.045464,-2.5348,-0.064095
5.4613,-0.081356,-2.6360,-0.064038
5.4625,-0.081356,-2.7257,-0.063979
5.4638,-0.081356,-2.8032,-0.063916
5.4650,-0.081356,-2.8683,-0.063850
5.4663,-0.081356,-2.9205,-0.063783
5.4675,-0.081356,-2.9598,-0.063713
5.4688,-0.081356,-2.9858,-0.063641
5.4700,-0.081356,-2.9986,-0.063568
5.4713,-0.081356,-2.9980,-0.063494
5.4725,-0.014357,-2.9840,-0.063418
5.4738,-0.014357,-2.9568,-0.063343
5.4750,-0.014357,-2.9164,-0.063267
5.4763,-0.014357,-2.8629,-0.063192
5.4775,-0.014357,-2.7968,-0.063117
5.4788,-0.014357,-2.7182,-0.063043
5.4800,-0.014357,-2.6274,-0.062970
5.4813,-0.014357,-2.5249,-0.062898
5.4825,-0.291924,-2.4110,-0.062829
5.4855,-0.291924,-2.0950,-0.062671
5.4865,-0.291924,-1.9835,-0.062625
5.4874,-0.291924,-1.8703,-0.062581
5.4883,-0.291924,-1.7522,-0.062539
5.4892,-0.291924,-1.6308,-0.062500
5.4902,-0.291924,-1.5049,-0.062462
5.4913,-0.291924,-1.3486,-0.062419
5.4925,-0.232104,-1.1670,-0.062374
5.4938,-0.232104,-0.9801,-0.062334
5.4950,-0.232104,-0.7887,-0.062298
5.4963,-0.232104,-0.5938,-0.062266
5.4975,-0.232104,-0.3964,-0.062240
5.4988,-0.232104,-0.1971,-0.062218
5.5000,-0.232104,0.0034,-0.062200
5.5013,-0.232104,0.2032,-0.062188
5.5025,-0.040678,0.4024,-0.062181
5.5038,-0.040678,0.5998,-0.062179
5.5050,-0.040678,0.7945,-0.062182
5.5063,-0.040678,0.9858,-0.062190
5.5075,-0.040678,1.1725,-0.062203
5.5088,-0.040678,1.3542,-0.062221
5.5100,-0.040678,1.5297,-0.062243
5.5113,-0.040678,1.6985,-0.062271
5.5125,0.083749,1.8596,-0.062303
5.5138,0.083749,2.0125,-0.062340
5.5150,0.083749,2.1565,-0.062381
5.5163,0.083749,2.2908,-0.062426
5.5175,0.083749,2.4149,-0.062475
5.5188,0.083749,2.5283,-0.062528
5.5200,0.083749,2.6305,-0.062584
5.5213,0.083749,2.7207,-0.062644
5.5225,0.287139,2.7989,-0.062706
5.5238,0.287139,2.8648,-0.062772
5.5250,0.287139,2.9178,-0.062839
5.5263,0.287139,2.9579,-0.062909
5.5275,0.287139,2.9847,-0.062981
5.5288,0.287139,2.9982,-0.063054
5.5300,0.287139,2.9984,-0.063128
5.5313,0.287139,2.9852,-0.063203
5.5325,0.055035,2.9588,-0.063279
5.5338,0.055035,2.9191,-0.063355
5.5371,0.055035,2.7482,-0.063557
5.5381,0.055035,2.6838,-0.063612
5.5390,0.055035,2.6144,-0.063666
5.5399,0.055035,2.5373,-0.063720
5.5409,0.055035,2.4552,-0.063771
5.5418,0.055035,2.3674,-0.063822
5.5427,0.000000,2.2738,-0.063871
5.5438,0.000000,2.1604,-0.063926
5.5450,0.000000,2.0168,-0.063988
5.5463,0.000000,1.8641,-0.064047
5.5475,0.000000,1.7032,-0.064103
5.5488,0.000000,1.5346,-0.064156
5.5500,0.000000,1.3593,-0.064204
5.5513,0.000000,1.1779,-0.064249
5.5525,0.000000,0.9912,-0.064290
5.5538,-0.375673,0.8001,-0.064326
5.5550,-0.375673,0.6054,-0.064358
5.5563,-0.375673,0.4080,-0.064385
5.5575,-0.375673,0.2089,-0.064407
5.5588,-0.375673,0.0087,-0.064425
5.5600,-0.375673,-0.1914,-0.064437
5.5613,-0.375673,-0.3907,-0.064445
5.5625,-0.375673,-0.5882,-0.064447
5.5638,-0.107677,-0.7832,-0.064445
5.5650,-0.107677,-0.9746,-0.064437
5.5663,-0.107677,-1.1617,-0.064424
5.5675,-0.107677,-1.3436,-0.064407
5.5688,-0.107677,-1.5196,-0.064384
5.5700,-0.107677,-1.6887,-0.064357
5.5713,-0.107677,-1.8505,-0.064325
5.5725,-0.107677,-2.0039,-0.064289
5.5738,-0.014357,-2.1483,-0.064248
5.5750,-0.014357,-2.2832,-0.064203
5.5763,-0.014357,-2.4080,-0.064154
5.5775,-0.014357,-2.5220,-0.064101
5.5788,-0.014357,-2.6250,-0.064045
5.5800,-0.014357,-2.7158,-0.063986
5.5813,-0.014357,-2.7950,-0.063923
5.5825,-0.014357,-2.8614,-0.063858
5.5838,-0.016750,-2.9151,-0.063791
5.5851,-0.016750,-2.9587,-0.063715
5.5887,-0.016750,-2.9991,-0.063507
5.5897,-0.016750,-2.9914,-0.063449
5.5906,-0.016750,-2.9766,-0.063394
5.5915,-0.016750,-2.9545,-0.063338
5.5924,-0.016750,-2.9253,-0.063282
5.5933,-0.256032,-2.8891,-0.063226
5.5943,-0.256032,-2.8459,-0.063171
5.5952,-0.256032,-2.7959,-0.063116
5.5963,-0.256032,-2.7280,-0.063051
5.5975,-0.256032,-2.6388,-0.062978
5.5988,-0.256032,-2.5377,-0.062907
5.6000,-0.256032,-2.4252,-0.062837
5.6013,-0.256032,-2.3021,-0.062769
5.6025,-0.256032,-2.1686,-0.062704
5.6038,-0.052642,-2.0255,-0.062642
5.6050,-0.052642,-1.8734,-0.062582
5.6063,-0.052642,-1.7129,-0.062526
5.6075,-0.052642,-1.5447,-0.062473
5.6088,-0.052642,-1.3700,-0.062424
5.6100,-0.052642,-1.1888,-0.062379
5.6113,-0.052642,-1.0025,-0.062339
5.6125,-0.052642,-0.8113,-0.062302
5.6138,-0.373280,-0.6169,-0.062270
5.6150,-0.373280,-0.4197,-0.062243
5.6163,-0.373280,-0.2206,-0.062220
5.6175,-0.373280,-0.0205,-0.062202
5.6188,-0.373280,0.1796,-0.062189
5.6200,-0.373280,0.3792,-0.062182
5.6213,-0.373280,0.5767,-0.062179
5.6225,-0.373280,0.7718,-0.062181
5.6238,-0.043071,0.9635,-0.062189
5.6250,-0.043071,1.1508,-0.062201
5.6263,-0.043071,1.3332,-0.062218
5.6275,-0.043071,1.5094,-0.062241
5.6288,-0.043071,1.6791,-0.062268
5.6300,-0.043071,1.8412,-0.062299
5.6313,-0.043071,1.9951,-0.062335
5.6325,-0.043071,2.1401,-0.062376
5.6338,-0.043071,2.2756,-0.062420
5.6350,0.086142,2.4009,-0.062469
5.6365,0.086142,2.5376,-0.062533
5.6398,0.086142,2.7762,-0.062687
5.6407,0.086142,2.8306,-0.062736
5.6417,0.086142,2.8761,-0.062785
5.6426,0.086142,2.9145,-0.062835
5.6435,0.086142,2.9459,-0.062886
5.6444,0.272782,2.9705,-0.062938
5.6454,0.272782,2.9876,-0.062992
5.6463,0.272782,2.9974,-0.063046
5.6475,0.272782,2.9991,-0.063119
5.6488,0.272782,2.9875,-0.063194
5.6500,0.272782,2.9626,-0.063270
5.6513,0.272782,2.9245,-0.063345
5.6525,0.272782,2.8734,-0.063421
5.6538,0.272782,2.8094,-0.063496
5.6550,0.064606,2.7330,-0.063570
5.6563,0.064606,2.6443,-0.063644
5.6575,0.064606,2.5439,-0.063715
5.6588,0.064606,2.4322,-0.063785
5.6600,0.064606,2.3095,-0.063853
5.6613,0.064606,2.1767,-0.063918
5.6625,0.064606,2.0342,-0.063981
5.6638,0.064606,1.8826,-0.064040
5.6650,-0.059821,1.7226,-0.064097
5.6663,-0.059821,1.5548,-0.064150
5.6675,-0.059821,1.3803,-0.064199
5.6688,-0.059821,1.1995,-0.064244
5.6700,-0.059821,1.0134,-0.064285
5.6713,-0.059821,0.8226,-0.064322
5.6725,-0.059821,0.6282,-0.064354
5.6738,-0.059821,0.4313,-0.064382
5.6750,-0.208176,0.2323,-0.064405
5.6763,-0.208176,0.0325,-0.064423
5.6775,-0.208176,-0.1678,-0.064436
5.6788,-0.208176,-0.3674,-0.064444
5.6800,-0.208176,-0.5652,-0.064447
5.6813,-0.208176,-0.7605,-0.064445
5.6825,-0.208176,-0.9524,-0.064438
5.6838,-0.208176,-1.1400,-0.064426
5.6850,-0.138784,-1.3226,-0.064409
5.6863,-0.138784,-1.4993,-0.064387
5.6878,-0.138784,-1.7127,-0.064353
5.6902,-0.138784,-2.0088,-0.064287
5.6912,-0.138784,-2.1197,-0.064256
5.6921,-0.138784,-2.2223,-0.064224
5.6930,-0.138784,-2.3189,-0.064190
5.6939,-0.138784,-2.4097,-0.064153
5.6950,-0.165105,-2.5091,-0.064108
5.6963,-0.165105,-2.6139,-0.064052
5.6975,-0.165105,-2.7065,-0.063992
5.6988,-0.165105,-2.7862,-0.063931
5.7000,-0.165105,-2.8541,-0.063866
5.7013,-0.165105,-2.9094,-0.063799
5.7025,-0.165105,-2.9518,-0.063729
5.7038,-0.165105,-2.9810,-0.063658
5.7050,-0.093320,-2.9968,-0.063585
5.7063,-0.093320,-2.9994,-0.063511
5.7075,-0.093320,-2.9885,-0.063436
5.7088,-0.093320,-2.9644,-0.063361
5.7100,-0.093320,-2.9271,-0.063285
5.7113,-0.093320,-2.8767,-0.063209
5.7125,-0.093320,-2.8136,-0.063134
5.7138,-0.093320,-2.7377,-0.063060
5.7150,-0.093320,-2.6499,-0.062987
5.7163,0.009571,-2.5501,-0.062915
5.7175,0.009571,-2.4391,-0.062845
5.7188,0.009571,-2.3171,-0.062777
5.7200,0.009571,-2.1847,-0.062712
5.7213,0.009571,-2.0428,-0.062649
5.7225,0.009571,-1.8917,-0.062589
5.7238,0.009571,-1.7322,-0.062533
5.7250,0.009571,-1.5649,-0.062479
5.7263,-0.193819,-1.3907,-0.062430
5.7275,-0.193819,-1.2103,-0.062384
5.7288,-0.193819,-1.0225,-0.062343
5.7300,-0.193819,-0.8327,-0.062306
5.7313,-0.193819,-0.6398,-0.062273
5.7325,-0.193819,-0.4427,-0.062246
5.7338,-0.193819,-0.2440,-0.062222
5.7350,-0.193819,-0.0440,-0.062204
5.7363,-0.189033,0.1560,-0.062191
5.7375,-0.189033,0.3557,-0.062182
5.7391,-0.189033,0.6014,-0.062179
5.7418,-0.189033,1.0194,-0.062192
5.7427,-0.189033,1.1622,-0.062202
5.7437,-0.189033,1.2974,-0.062215
5.7446,-0.189033,1.4292,-0.062230
5.7455,-0.189033,1.5575,-0.062248
5.7464,0.124427,1.6821,-0.062268
5.7475,0.124427,1.8226,-0.062295
5.7488,0.124427,1.9774,-0.062331
5.7500,0.124427,2.1235,-0.062371
5.7513,0.124427,2.2601,-0.062415
5.7525,0.124427,2.3867,-0.062463
5.7538,0.124427,2.5026,-0.062515
5.7550,0.124427,2.6074,-0.062571
5.7563,0.000000,2.7006,-0.062630
5.7575,0.000000,2.7817,-0.062691
5.7588,0.000000,2.8505,-0.062756
5.7600,0.000000,2.9066,-0.062823
5.7613,0.000000,2.9496,-0.062893
5.7625,0.000000,2.9796,-0.062964
5.7638,0.000000,2.9962,-0.063037
5.7650,0.000000,2.9996,-0.063111
5.7663,0.291924,2.9896,-0.063185
5.7675,0.291924,2.9662,-0.063261
5.7688,0.291924,2.9297,-0.063337
5.7700,0.291924,2.8800,-0.063412
5.7713,0.291924,2.8174,-0.063488
5.7725,0.291924,2.7425,-0.063562
5.7738,0.291924,2.6554,-0.063635
5.7750,0.291924,2.5563,-0.063707
5.7763,0.205783,2.4460,-0.063777
5.7775,0.205783,2.3244,-0.063845
5.7788,0.205783,2.1929,-0.063910
5.7800,0.205783,2.0514,-0.063973
5.7813,0.205783,1.9008,-0.064034
5.7825,0.205783,1.7417,-0.064090
5.7838,0.205783,1.5749,-0.064144
5.7850,0.205783,1.4010,-0.064193
5.7863,0.205783,1.2209,-0.064239
5.7875,-0.947558,1.0354,-0.064281
5.7888,-0.947558,0.8451,-0.064318
5.7902,-0.947558,0.6307,-0.064354
