t_sec,imu_m_s2,x_cmd_mm,fit_m_s2
5.0003,0.260818,-5.9992,-0.059022
5.0016,-0.093320,-5.9790,-0.059055
5.0028,-0.093320,-5.9324,-0.059085
5.0041,-0.093320,-5.8593,-0.059113
5.0053,-0.093320,-5.7601,-0.059139
5.0066,-0.093320,-5.6352,-0.059162
5.0078,-0.093320,-5.4852,-0.059183
5.0091,-0.093320,-5.3108,-0.059201
5.0103,-0.093320,-5.1127,-0.059217
5.0116,-0.007178,-4.8916,-0.059229
5.0128,-0.007178,-4.6492,-0.059239
5.0146,-0.007178,-4.2596,-0.059248
5.0208,0.138784,-2.6498,-0.059232
5.0219,0.138784,-2.3505,-0.059222
5.0228,0.138784,-2.0657,-0.059212
5.0238,0.138784,-1.7848,-0.059200
5.0247,0.138784,-1.5009,-0.059187
5.0256,0.138784,-1.2134,-0.059172
5.0265,0.138784,-0.9231,-0.059156
5.0274,0.138784,-0.6305,-0.059138
5.0284,0.138784,-0.3339,-0.059119
5.0293,0.138784,-0.0365,-0.059099
5.0302,0.138784,0.2591,-0.059078
5.0311,-0.205783,0.5533,-0.059055
5.0321,-0.205783,0.8462,-0.059032
5.0330,-0.205783,1.1367,-0.059007
5.0339,-0.205783,1.4246,-0.058981
5.0348,-0.205783,1.7099,-0.058954
5.0357,-0.205783,1.9908,-0.058927
5.0367,-0.205783,2.2662,-0.058899
5.0378,-0.205783,2.6034,-0.058862
5.0391,-0.205783,2.9579,-0.058821
5.0403,-0.205783,3.2995,-0.058779
5.0416,-0.222533,3.6263,-0.058737
5.0428,-0.222533,3.9372,-0.058693
5.0441,-0.222533,4.2304,-0.058649
5.0453,-0.222533,4.5049,-0.058605
5.0466,-0.222533,4.7594,-0.058561
5.0478,-0.222533,4.9923,-0.058517
5.0491,-0.222533,5.2032,-0.058473
5.0503,-0.222533,5.3909,-0.058430
5.0516,-0.303888,5.5546,-0.058388
5.0528,-0.303888,5.6936,-0.058346
5.0541,-0.303888,5.8072,-0.058305
5.0553,-0.303888,5.8949,-0.058266
5.0566,-0.303888,5.9564,-0.058228
5.0578,-0.303888,5.9913,-0.058192
5.0591,-0.303888,5.9995,-0.058158
5.0603,-0.303888,5.9810,-0.058125
5.0616,-0.059821,5.9358,-0.058095
5.0628,-0.059821,5.8642,-0.058066
5.0641,-0.059821,5.7665,-0.058041
5.0653,-0.059821,5.6431,-0.058017
5.0666,-0.059821,5.4852,-0.057995
5.0727,-0.751346,4.4339,-0.057933
5.0739,-0.751346,4.1626,-0.057929
5.0748,-0.751346,3.9349,-0.057927
5.0758,-0.751346,3.7069,-0.057927
5.0767,-0.751346,3.4705,-0.057929
5.0776,-0.751346,3.2260,-0.057933
5.0785,-0.751346,2.9738,-0.057938
5.0794,-0.751346,2.7146,-0.057944
5.0804,-0.751346,2.4484,-0.057952
5.0813,-0.751346,2.1765,-0.057962
5.0822,0.854238,1.8992,-0.057973
5.0831,0.854238,1.6172,-0.057986
5.0840,0.854238,1.3316,-0.058000
5.0850,0.854238,1.0426,-0.058015
5.0859,0.854238,0.7511,-0.058032
5.0868,0.854238,0.4572,-0.058050
5.0878,0.854238,0.1346,-0.058072
5.0891,0.854238,-0.2655,-0.058101
5.0903,0.854238,-0.6647,-0.058132
5.0916,0.854238,-1.0611,-0.058164
5.0928,0.124427,-1.4526,-0.058199
5.0941,0.124427,-1.8377,-0.058236
5.0953,0.124427,-2.2147,-0.058274
5.0966,0.124427,-2.5817,-0.058314
5.0978,0.124427,-2.9372,-0.058354
5.0991,0.124427,-3.2797,-0.058396
5.1003,0.124427,-3.6075,-0.058439
5.1016,0.124427,-3.9194,-0.058482
5.1028,-0.263210,-4.2137,-0.058526
5.1041,-0.263210,-4.4892,-0.058570
5.1053,-0.263210,-4.7448,-0.058614
5.1066,-0.263210,-4.9794,-0.058658
5.1078,-0.263210,-5.1915,-0.058702
5.1091,-0.263210,-5.3806,-0.058745
5.1103,-0.263210,-5.5457,-0.058788
5.1116,-0.263210,-5.6862,-0.058829
5.1128,-0.086142,-5.8013,-0.058870
5.1141,-0.086142,-5.8905,-0.058909
5.1153,-0.086142,-5.9535,-0.058947
5.1166,-0.086142,-5.9900,-0.058984
5.1187,-0.086142,-5.9905,-0.059042
5.1248,0.461815,-5.5692,-0.059172
5.1264,0.461815,-5.3506,-0.059197
5.1274,0.461815,-5.2006,-0.059210
5.1284,0.461815,-5.0446,-0.059221
5.1293,0.461815,-4.8771,-0.059230
5.1302,0.461815,-4.6991,-0.059237
5.1311,0.461815,-4.5097,-0.059243
5.1321,0.461815,-4.3094,-0.059247
5.1330,-0.406780,-4.0990,-0.059250
5.1339,-0.406780,-3.8786,-0.059251
5.1348,-0.406780,-3.6483,-0.059250
5.1357,-0.406780,-3.4103,-0.059248
5.1367,-0.406780,-3.1637,-0.059244
5.1376,-0.406780,-2.9099,-0.059239
5.1385,-0.406780,-2.6485,-0.059232
5.1394,-0.406780,-2.3813,-0.059223
5.1403,-0.406780,-2.1082,-0.059213
5.1413,-0.406780,-1.8299,-0.059202
5.1422,-0.406780,-1.5473,-0.059189
5.1431,0.155533,-1.2610,-0.059174
5.1441,0.155533,-0.9553,-0.059158
5.1453,0.155533,-0.5584,-0.059134
5.1466,0.155533,-0.1582,-0.059108
5.1478,0.155533,0.2418,-0.059079
5.1491,0.155533,0.6412,-0.059048
5.1503,0.155533,1.0378,-0.059015
5.1516,0.155533,1.4297,-0.058981
5.1528,0.155533,1.8152,-0.058944
5.1541,-0.301496,2.1927,-0.058906
5.1553,-0.301496,2.5604,-0.058867
5.1566,-0.301496,2.9166,-0.058826
5.1578,-0.301496,3.2599,-0.058784
5.1591,-0.301496,3.5886,-0.058742
5.1603,-0.301496,3.9015,-0.058698
5.1616,-0.301496,4.1969,-0.058655
5.1628,-0.301496,4.4737,-0.058610
5.1641,-0.004786,4.7305,-0.058566
5.1653,-0.004786,4.9661,-0.058522
5.1666,-0.004786,5.1797,-0.058478
5.1678,-0.004786,5.3701,-0.058435
5.1691,-0.004786,5.5367,-0.058393
5.1714,-0.004786,5.7812,-0.058316
5.1776,-0.287139,5.9882,-0.058133
5.1787,-0.287139,5.9591,-0.058108
5.1796,-0.287139,5.9167,-0.058086
5.1805,-0.287139,5.8606,-0.058065
5.1814,-0.287139,5.7903,-0.058046
5.1824,-0.287139,5.7061,-0.058028
5.1833,-0.287139,5.6042,-0.058011
5.1842,-0.174676,5.4918,-0.057996
5.1852,-0.174676,5.3665,-0.057982
5.1861,-0.174676,5.2284,-0.057970
5.1870,-0.174676,5.0772,-0.057959
5.1879,-0.174676,4.9145,-0.057950
5.1888,-0.174676,4.7395,-0.057942
5.1898,-0.174676,4.5532,-0.057936
5.1907,-0.174676,4.3556,-0.057932
5.1916,-0.174676,4.1482,-0.057929
5.1925,-0.174676,3.9306,-0.057927
5.1934,-0.174676,3.7025,-0.057927
5.1944,-0.251246,3.4654,-0.057929
5.1953,-0.251246,3.2091,-0.057933
5.1966,-0.251246,2.8643,-0.057940
5.1978,-0.251246,2.5062,-0.057950
5.1991,-0.251246,2.1369,-0.057963
5.2003,-0.251246,1.7583,-0.057979
5.2016,-0.251246,1.3716,-0.057998
5.2028,-0.251246,0.9789,-0.058019
5.2041,0.126820,0.5818,-0.058043
5.2053,0.126820,0.1822,-0.058069
5.2066,0.126820,-0.2187,-0.058097
5.2078,0.126820,-0.6178,-0.058128
5.2091,0.126820,-1.0146,-0.058160
5.2103,0.126820,-1.4068,-0.058195
5.2116,0.126820,-1.7927,-0.058231
5.2128,0.126820,-2.1708,-0.058269
5.2141,-0.078963,-2.5391,-0.058309
5.2153,-0.078963,-2.8961,-0.058349
5.2166,-0.078963,-3.2402,-0.058391
5.2178,-0.078963,-3.5706,-0.058434
5.2191,-0.078963,-3.8841,-0.058477
5.2203,-0.078963,-4.1801,-0.058521
5.2216,-0.078963,-4.4580,-0.058565
5.2232,-0.078963,-4.7919,-0.058623
5.2291,0.071785,-5.6744,-0.058826
5.2301,0.071785,-5.7696,-0.058858
5.2310,0.071785,-5.8438,-0.058888
5.2319,0.071785,-5.9037,-0.058916
5.2329,0.071785,-5.9492,-0.058944
5.2338,0.071785,-5.9803,-0.058971
5.2347,0.236889,-5.9969,-0.058997
5.2356,0.236889,-5.9991,-0.059022
5.2365,0.236889,-5.9868,-0.059046
5.2375,0.236889,-5.9601,-0.059069
5.2384,0.236889,-5.9191,-0.059091
5.2393,0.236889,-5.8610,-0.059113
5.2403,0.236889,-5.7899,-0.059132
5.2412,0.236889,-5.7056,-0.059150
5.2421,0.236889,-5.6078,-0.059166
5.2430,0.236889,-5.4962,-0.059182
5.2441,0.236889,-5.3538,-0.059197
5.2453,-0.301496,-5.1615,-0.059213
5.2466,-0.301496,-4.9459,-0.059226
5.2478,-0.301496,-4.7082,-0.059237
5.2491,-0.301496,-4.4496,-0.059244
5.2503,-0.301496,-4.1712,-0.059249
5.2516,-0.301496,-3.8741,-0.059251
5.2528,-0.301496,-3.5600,-0.059250
5.2541,-0.301496,-3.2297,-0.059245
5.2553,-0.009571,-2.8848,-0.059238
5.2566,-0.009571,-2.5276,-0.059228
5.2578,-0.009571,-2.1590,-0.059215
5.2591,-0.009571,-1.7807,-0.059200
5.2603,-0.009571,-1.3945,-0.059181
5.2616,-0.009571,-1.0021,-0.059160
5.2628,-0.009571,-0.6057,-0.059137
5.2641,-0.009571,-0.2038,-0.059111
5.2653,0.007178,0.1948,-0.059082
5.2666,0.007178,0.5945,-0.059052
5.2678,0.007178,0.9916,-0.059019
5.2691,0.007178,1.3839,-0.058985
5.2703,0.007178,1.7705,-0.058949
5.2716,0.007178,2.1489,-0.058911
5.2728,0.007178,2.5178,-0.058871
5.2741,0.007178,2.8755,-0.058831
5.2753,-0.033500,3.2214,-0.058789
5.2804,-0.033500,4.4634,-0.058612
5.2814,-0.033500,4.6649,-0.058578
5.2823,-0.033500,4.8451,-0.058545
5.2832,-0.033500,5.0131,-0.058513
5.2841,-0.033500,5.1691,-0.058481
5.2851,-0.588634,5.3126,-0.058449
5.2860,-0.588634,5.4432,-0.058417
5.2869,-0.588634,5.5606,-0.058386
5.2878,-0.588634,5.6647,-0.058355
5.2887,-0.588634,5.7550,-0.058325
5.2897,-0.588634,5.8314,-0.058296
5.2906,-0.588634,5.8938,-0.058267
5.2916,-0.588634,5.9444,-0.058237
5.2928,-0.588634,5.9855,-0.058201
5.2941,-0.588634,6.0000,-0.058166
5.2953,0.473779,5.9878,-0.058133
5.2966,0.473779,5.9489,-0.058102
5.2978,0.473779,5.8835,-0.058073
5.2991,0.473779,5.7919,-0.058046
5.3003,0.473779,5.6745,-0.058022
5.3016,0.473779,5.5318,-0.058001
5.3028,0.473779,5.3644,-0.057982
5.3041,0.473779,5.1732,-0.057966
5.3053,-0.251246,4.9590,-0.057952
5.3066,-0.251246,4.7224,-0.057942
5.3078,-0.251246,4.4652,-0.057934
5.3091,-0.251246,4.1879,-0.057929
5.3103,-0.251246,3.8920,-0.057927
5.3116,-0.251246,3.5786,-0.057928
5.3128,-0.251246,3.2494,-0.057932
5.3141,-0.251246,2.9057,-0.057939
5.3153,-0.251246,2.5491,-0.057949
5.3166,-0.308674,2.1780,-0.057962
5.3178,-0.308674,1.8026,-0.057977
5.3191,-0.308674,1.4168,-0.057995
5.3203,-0.308674,1.0250,-0.058016
5.3216,-0.308674,0.6285,-0.058040
5.3228,-0.308674,0.2291,-0.058066
5.3241,-0.308674,-0.1713,-0.058094
5.3253,-0.308674,-0.5711,-0.058124
5.3270,0.021535,-1.0927,-0.058167
5.3324,0.021535,-2.7475,-0.058332
5.3334,0.021535,-3.0223,-0.058364
5.3343,0.021535,-3.2742,-0.058395
5.3353,0.021535,-3.5180,-0.058427
5.3362,-0.026321,-3.7530,-0.058459
5.3371,-0.026321,-3.9786,-0.058491
5.3380,-0.026321,-4.1946,-0.058523
5.3389,-0.026321,-4.4007,-0.058555
5.3399,-0.026321,-4.5955,-0.058588
5.3408,-0.026321,-4.7795,-0.058620
5.3417,-0.026321,-4.9518,-0.058653
5.3426,-0.026321,-5.1124,-0.058685
5.3435,-0.026321,-5.2604,-0.058717
5.3445,-0.026321,-5.3957,-0.058749
5.3454,-0.026321,-5.5181,-0.058780
5.3466,0.014357,-5.6556,-0.058820
5.3478,0.014357,-5.7765,-0.058861
5.3491,0.014357,-5.8718,-0.058900
5.3503,0.014357,-5.9410,-0.058939
5.3516,0.014357,-5.9838,-0.058975
5.3528,0.014357,-5.9999,-0.059010
5.3541,0.014357,-5.9892,-0.059043
5.3553,0.014357,-5.9519,-0.059074
5.3566,0.107677,-5.8880,-0.059103
5.3578,0.107677,-5.7980,-0.059130
5.3591,0.107677,-5.6821,-0.059154
5.3603,0.107677,-5.5409,-0.059176
5.3616,0.107677,-5.3750,-0.059195
5.3628,0.107677,-5.1851,-0.059211
5.3641,0.107677,-4.9722,-0.059225
5.3653,0.107677,-4.7370,-0.059236
5.3666,-0.277567,-4.4806,-0.059244
5.3678,-0.277567,-4.2046,-0.059249
5.3691,-0.277567,-3.9092,-0.059251
5.3703,-0.277567,-3.5970,-0.059250
5.3716,-0.277567,-3.2690,-0.059246
5.3728,-0.277567,-2.9262,-0.059239
5.3741,-0.277567,-2.5700,-0.059230
5.3753,-0.277567,-2.2025,-0.059217
5.3766,0.373280,-1.8255,-0.059202
5.3778,0.373280,-1.4391,-0.059184
5.3791,0.373280,-1.0469,-0.059163
5.3852,0.373280,0.9201,-0.059025
5.3864,0.373280,1.2964,-0.058993
5.3874,-0.803988,1.5968,-0.058965
5.3883,-0.803988,1.8804,-0.058938
5.3892,-0.803988,2.1585,-0.058910
5.3902,-0.803988,2.4312,-0.058881
5.3911,-0.803988,2.6985,-0.058851
5.3920,-0.803988,2.9578,-0.058821
5.3929,-0.803988,3.2108,-0.058790
5.3938,-0.803988,3.4556,-0.058759
5.3948,-0.803988,3.6926,-0.058728
5.3957,-0.803988,3.9209,-0.058696
5.3966,-0.803988,4.1395,-0.058663
5.3975,0.571885,4.3480,-0.058631
5.3985,0.571885,4.5461,-0.058598
5.3994,0.571885,4.7327,-0.058566
5.4003,0.571885,4.9129,-0.058533
5.4016,0.571885,5.1314,-0.058489
5.4028,0.571885,5.3274,-0.058445
5.4041,0.571885,5.4996,-0.058403
5.4053,0.571885,5.6474,-0.058361
5.4066,0.571885,5.7701,-0.058320
5.4078,-0.177069,5.8669,-0.058280
5.4091,-0.177069,5.9377,-0.058242
5.4103,-0.177069,5.9820,-0.058205
5.4116,-0.177069,5.9997,-0.058170
5.4128,-0.177069,5.9906,-0.058136
5.4141,-0.177069,5.9548,-0.058105
5.4153,-0.177069,5.8926,-0.058076
5.4166,-0.177069,5.8040,-0.058049
5.4178,-0.332602,5.6890,-0.058025
5.4191,-0.332602,5.5497,-0.058003
5.4203,-0.332602,5.3853,-0.057984
5.4216,-0.332602,5.1969,-0.057967
5.4228,-0.332602,4.9852,-0.057954
5.4241,-0.332602,4.7514,-0.057943
5.4253,-0.332602,4.4964,-0.057935
5.4266,-0.332602,4.2214,-0.057929
5.4278,0.047856,3.9276,-0.057927
5.4291,0.047856,3.6162,-0.057928
5.4309,0.047856,3.1206,-0.057934
5.4370,0.047856,1.3357,-0.058000
5.4384,0.205783,0.9021,-0.058023
5.4394,0.205783,0.5841,-0.058042
5.4403,0.205783,0.2891,-0.058061
5.4412,0.205783,-0.0059,-0.058082
5.4421,0.205783,-0.3009,-0.058103
5.4430,0.205783,-0.5959,-0.058126
5.4440,0.205783,-0.8879,-0.058150
5.4449,0.205783,-1.1782,-0.058175
5.4458,0.205783,-1.4656,-0.058200
5.4467,0.205783,-1.7499,-0.058227
5.4476,-0.521635,-2.0296,-0.058255
5.4486,-0.521635,-2.3046,-0.058283
5.4495,-0.521635,-2.5741,-0.058313
5.4504,-0.521635,-2.8405,-0.058343
5.4513,-0.521635,-3.0970,-0.058373
5.4523,-0.521635,-3.3456,-0.058404
5.4532,-0.521635,-3.5860,-0.058436
5.4541,-0.521635,-3.8178,-0.058468
5.4553,-0.521635,-4.1121,-0.058510
5.4566,-0.521635,-4.3943,-0.058554
5.4578,0.392423,-4.6570,-0.058599
5.4591,0.392423,-4.8990,-0.058643
5.4603,0.392423,-5.1192,-0.058687
5.4616,0.392423,-5.3165,-0.058730
5.4628,0.392423,-5.4902,-0.058773
5.4641,0.392423,-5.6394,-0.058815
5.4653,0.392423,-5.7635,-0.058856
5.4666,0.392423,-5.8620,-0.058896
5.4678,0.392423,-5.9342,-0.058934
5.4691,-0.265603,-5.9801,-0.058971
5.4703,-0.265603,-5.9994,-0.059006
5.4716,-0.265603,-5.9919,-0.059040
5.4728,-0.265603,-5.9577,-0.059071
5.4741,-0.265603,-5.8969,-0.059100
5.4753,-0.265603,-5.8099,-0.059127
5.4766,-0.265603,-5.6969,-0.059152
5.4778,-0.265603,-5.5587,-0.059174
5.4791,-0.196211,-5.3957,-0.059193
5.4803,-0.196211,-5.2086,-0.059210
5.4816,-0.196211,-4.9983,-0.059224
5.4832,-0.196211,-4.6977,-0.059237
5.4892,0.416351,-3.2694,-0.059246
5.4907,0.416351,-2.8552,-0.059238
5.4917,0.416351,-2.5771,-0.059230
5.4926,0.416351,-2.3073,-0.059221
5.4935,0.416351,-2.0323,-0.059210
5.4945,0.416351,-1.7516,-0.059198
5.4954,0.416351,-1.4673,-0.059185
5.4963,0.416351,-1.1800,-0.059170
5.4972,0.416351,-0.8898,-0.059154
5.4981,0.416351,-0.5977,-0.059136
5.4991,-0.241675,-0.3036,-0.059117
5.5000,-0.241675,-0.0094,-0.059097
5.5009,-0.241675,0.2920,-0.059075
5.5018,-0.241675,0.5893,-0.059052
5.5028,-0.241675,0.8938,-0.059028
5.5037,-0.241675,1.1905,-0.059002
5.5047,-0.241675,1.4782,-0.058976
5.5056,-0.241675,1.7619,-0.058949
5.5066,-0.241675,2.0607,-0.058920
5.5078,-0.241675,2.4315,-0.058881
5.5091,-0.129212,2.7921,-0.058841
5.5103,-0.129212,3.1402,-0.058799
5.5116,-0.129212,3.4742,-0.058757
5.5128,-0.129212,3.7927,-0.058714
5.5141,-0.129212,4.0944,-0.058670
5.5153,-0.129212,4.3782,-0.058626
5.5166,-0.129212,4.6421,-0.058582
5.5178,-0.129212,4.8862,-0.058538
5.5191,-0.122034,5.1071,-0.058494
5.5203,-0.122034,5.3056,-0.058450
5.5216,-0.122034,5.4807,-0.058408
5.5228,-0.122034,5.6312,-0.058366
5.5241,-0.122034,5.7568,-0.058324
5.5253,-0.122034,5.8572,-0.058284
5.5266,-0.122034,5.9307,-0.058246
5.5278,-0.122034,5.9782,-0.058209
5.5291,-0.057428,5.9990,-0.058174
5.5303,-0.057428,5.9930,-0.058140
5.5316,-0.057428,5.9604,-0.058109
5.5328,-0.057428,5.9012,-0.058079
5.5341,-0.057428,5.8157,-0.058052
5.5356,-0.057428,5.6721,-0.058022
5.5417,-0.181855,4.7567,-0.057943
5.5427,-0.181855,4.5561,-0.057936
5.5436,-0.181855,4.3568,-0.057932
5.5445,-0.181855,4.1485,-0.057929
5.5454,-0.181855,3.9303,-0.057927
5.5464,-0.181855,3.7032,-0.057927
5.5473,-0.181855,3.4603,-0.057929
5.5482,-0.181855,3.2140,-0.057933
5.5492,-0.169890,2.9613,-0.057938
5.5501,-0.169890,2.7012,-0.057944
5.5510,-0.169890,2.4344,-0.057953
5.5519,-0.169890,2.1624,-0.057962
5.5528,-0.169890,1.8847,-0.057974
5.5538,-0.169890,1.6025,-0.057986
5.5547,-0.169890,1.3161,-0.058001
5.5556,-0.169890,1.0271,-0.058016
5.5566,-0.169890,0.7219,-0.058034
5.5578,-0.169890,0.3234,-0.058059
5.5591,-0.169890,-0.0770,-0.058087
5.5603,-0.263210,-0.4771,-0.058117
5.5616,-0.263210,-0.8750,-0.058149
5.5628,-0.263210,-1.2691,-0.058183
5.5641,-0.263210,-1.6574,-0.058218
5.5653,-0.263210,-2.0384,-0.058256
5.5666,-0.263210,-2.4106,-0.058295
5.5678,-0.263210,-2.7715,-0.058335
5.5691,-0.263210,-3.1203,-0.058376
5.5703,0.076570,-3.4551,-0.058419
5.5716,0.076570,-3.7748,-0.058462
5.5728,0.076570,-4.0775,-0.058505
5.5741,0.076570,-4.3620,-0.058549
5.5753,0.076570,-4.6272,-0.058593
5.5766,0.076570,-4.8716,-0.058638
5.5778,0.076570,-5.0945,-0.058681
5.5791,0.076570,-5.2946,-0.058725
5.5803,-0.090927,-5.4711,-0.058768
5.5816,-0.090927,-5.6232,-0.058810
5.5828,-0.090927,-5.7503,-0.058851
5.5841,-0.090927,-5.8517,-0.058891
5.5853,-0.090927,-5.9271,-0.058930
5.5866,-0.090927,-5.9761,-0.058967
5.5878,-0.090927,-5.9985,-0.059002
5.5934,-0.038285,-5.7750,-0.059135
5.5944,-0.038285,-5.6827,-0.059154
5.5953,-0.038285,-5.5778,-0.059171
5.5962,-0.038285,-5.4621,-0.059186
5.5971,-0.038285,-5.3335,-0.059199
5.5981,-0.038285,-5.1920,-0.059211
5.5990,-0.038285,-5.0378,-0.059221
5.5999,-0.038285,-4.8717,-0.059230
5.6008,0.076570,-4.6938,-0.059237
5.6017,0.076570,-4.5046,-0.059243
5.6027,0.076570,-4.3042,-0.059247
5.6036,0.076570,-4.0939,-0.059250
5.6045,0.076570,-3.8735,-0.059251
5.6054,0.076570,-3.6438,-0.059250
5.6066,0.076570,-3.3471,-0.059247
5.6078,0.076570,-3.0081,-0.059241
5.6091,0.076570,-2.6551,-0.059232
5.6103,0.002393,-2.2903,-0.059220
5.6116,0.002393,-1.9153,-0.059206
5.6128,0.002393,-1.5317,-0.059188
5.6141,0.002393,-1.1413,-0.059168
5.6153,0.002393,-0.7459,-0.059145
5.6166,0.002393,-0.3469,-0.059120
5.6178,0.002393,0.0548,-0.059093
5.6191,0.002393,0.4543,-0.059063
5.6203,-0.071785,0.8517,-0.059031
5.6216,-0.071785,1.2459,-0.058997
5.6228,-0.071785,1.6347,-0.058962
5.6241,-0.071785,2.0162,-0.058924
5.6253,-0.071785,2.3887,-0.058885
5.6266,-0.071785,2.7506,-0.058845
5.6278,-0.071785,3.1001,-0.058804
5.6291,-0.071785,3.4359,-0.058762
5.6303,-0.071785,3.7564,-0.058719
5.6316,-0.019143,4.0602,-0.058675
5.6328,-0.019143,4.3458,-0.058631
5.6341,-0.019143,4.6121,-0.058587
5.6353,-0.019143,4.8578,-0.058543
5.6366,-0.019143,5.0819,-0.058499
5.6378,-0.019143,5.2834,-0.058455
5.6395,-0.019143,5.5170,-0.058398
5.6451,-0.047856,5.9686,-0.058218
5.6461,-0.047856,5.9924,-0.058190
5.6470,-0.047856,6.0000,-0.058165
5.6480,-0.047856,5.9931,-0.058140
5.6489,-0.047856,5.9717,-0.058117
5.6498,-0.047856,5.9359,-0.058095
5.6507,-0.047856,5.8856,-0.058074
5.6516,-0.267996,5.8213,-0.058054
5.6526,-0.267996,5.7428,-0.058035
5.6535,-0.267996,5.6504,-0.058018
5.6544,-0.267996,5.5443,-0.058002
5.6553,-0.267996,5.4249,-0.057988
5.6562,-0.267996,5.2924,-0.057975
5.6572,-0.267996,5.1472,-0.057964
5.6581,-0.267996,4.9895,-0.057954
5.6591,-0.267996,4.8081,-0.057945
5.6603,-0.267996,4.5583,-0.057936
5.6616,0.193819,4.2879,-0.057930
5.6628,0.193819,3.9984,-0.057927
5.6641,0.193819,3.6910,-0.057927
5.6653,0.193819,3.3673,-0.057930
5.6666,0.193819,3.0285,-0.057936
5.6678,0.193819,2.6762,-0.057945
5.6691,0.193819,2.3121,-0.057957
5.6703,0.193819,1.9376,-0.057971
5.6716,-0.177069,1.5544,-0.057989
5.6728,-0.177069,1.1644,-0.058009
5.6741,-0.177069,0.7691,-0.058031
5.6753,-0.177069,0.3704,-0.058056
5.6766,-0.177069,-0.0298,-0.058083
5.6778,-0.177069,-0.4301,-0.058113
5.6791,-0.177069,-0.8279,-0.058145
5.6803,-0.177069,-1.2257,-0.058179
5.6816,-0.256032,-1.6127,-0.058214
5.6828,-0.256032,-1.9943,-0.058251
5.6841,-0.256032,-2.3672,-0.058290
5.6853,-0.256032,-2.7297,-0.058330
5.6866,-0.256032,-3.0799,-0.058371
5.6878,-0.256032,-3.4167,-0.058414
5.6891,-0.256032,-3.7380,-0.058457
5.6903,-0.256032,-4.0428,-0.058500
5.6916,-0.081356,-4.3308,-0.058544
5.6967,-0.081356,-5.2885,-0.058724
5.6976,-0.081356,-5.4278,-0.058757
5.6986,-0.081356,-5.5476,-0.058788
5.6995,-0.081356,-5.6531,-0.058819
5.7004,-0.081356,-5.7452,-0.058849
5.7013,-0.081356,-5.8233,-0.058879
5.7022,0.765703,-5.8874,-0.058908
5.7032,0.765703,-5.9371,-0.058936
5.7041,0.765703,-5.9725,-0.058963
5.7050,0.765703,-5.9934,-0.058990
5.7059,0.765703,-6.0000,-0.059015
5.7068,0.765703,-5.9920,-0.059039
5.7078,0.765703,-5.9681,-0.059064
5.7091,0.765703,-5.9136,-0.059093
5.7103,0.765703,-5.8327,-0.059121
5.7116,0.765703,-5.7259,-0.059146
5.7128,-0.945165,-5.5936,-0.059169
5.7141,-0.945165,-5.4363,-0.059189
5.7153,-0.945165,-5.2548,-0.059206
5.7166,-0.945165,-5.0499,-0.059221
5.7178,-0.945165,-4.8216,-0.059232
5.7191,-0.945165,-4.5732,-0.059241
5.7203,-0.945165,-4.3043,-0.059247
5.7216,-0.945165,-4.0158,-0.059250
5.7228,0.423530,-3.7095,-0.059251
5.7241,0.423530,-3.3867,-0.059248
5.7253,0.423530,-3.0488,-0.059242
5.7266,0.423530,-2.6970,-0.059233
5.7278,0.423530,-2.3337,-0.059222
5.7291,0.423530,-1.9598,-0.059207
5.7303,0.423530,-1.5772,-0.059190
5.7316,0.423530,-1.1876,-0.059171
5.7328,-0.339781,-0.7924,-0.059148
5.7341,-0.339781,-0.3924,-0.059123
5.7353,-0.339781,0.0064,-0.059096
5.7366,-0.339781,0.4067,-0.059067
5.7378,-0.339781,0.8051,-0.059035
5.7391,-0.339781,1.1999,-0.059001
5.7403,-0.339781,1.5894,-0.058966
5.7416,-0.339781,1.9719,-0.058929
5.7432,0.160319,2.4638,-0.058877
5.7493,0.160319,4.0824,-0.058672
5.7506,0.160319,4.3841,-0.058625
5.7516,0.160319,4.5881,-0.058591
5.7525,0.193819,4.7731,-0.058559
5.7534,0.193819,4.9462,-0.058526
5.7544,0.193819,5.1071,-0.058494
5.7553,0.193819,5.2595,-0.058461
5.7562,0.193819,5.3952,-0.058429
5.7571,0.193819,5.5177,-0.058398
5.7581,0.193819,5.6268,-0.058367
5.7590,0.193819,5.7224,-0.058336
5.7599,0.193819,5.8040,-0.058307
5.7608,0.193819,5.8717,-0.058278
5.7617,0.193819,5.9253,-0.058249
5.7627,-0.131605,5.9645,-0.058222
5.7636,-0.131605,5.9893,-0.058195
5.7645,-0.131605,5.9997,-0.058170
5.7654,-0.131605,5.9955,-0.058145
5.7666,-0.131605,5.9704,-0.058116
5.7678,-0.131605,5.9175,-0.058086
5.7691,-0.131605,5.8382,-0.058059
5.7703,-0.131605,5.7329,-0.058033
5.7716,-0.131605,5.6021,-0.058011
5.7728,-0.263210,5.4462,-0.057990
5.7741,-0.263210,5.2661,-0.057973
5.7753,-0.263210,5.0626,-0.057958
5.7766,-0.263210,4.8365,-0.057946
5.7778,-0.263210,4.5888,-0.057937
5.7791,-0.263210,4.3207,-0.057931
5.7803,-0.263210,4.0334,-0.057928
5.7816,-0.263210,3.7281,-0.057927
5.7828,-0.263210,3.4065,-0.057930
5.7841,-0.519243,3.0694,-0.057936
5.7853,-0.519243,2.7182,-0.057944
5.7866,-0.519243,2.3553,-0.057955
5.7878,-0.519243,1.9820,-0.057970
