t_sec,imu_m_s2,x_cmd_mm,fit_m_s2
11.9063,-0.244068,0.8651,-0.063952
11.9075,-0.244068,0.6716,-0.063940
11.9088,-0.244068,0.4748,-0.063923
11.9100,-0.244068,0.2762,-0.063901
11.9113,-0.244068,0.0759,-0.063875
11.9125,0.093320,-0.1240,-0.063844
11.9138,0.093320,-0.3235,-0.063808
11.9150,0.093320,-0.5217,-0.063768
11.9163,0.093320,-0.7176,-0.063723
11.9175,0.093320,-0.9103,-0.063675
11.9188,0.093320,-1.0990,-0.063623
11.9200,0.093320,-1.2828,-0.063567
11.9213,0.093320,-1.4611,-0.063508
11.9225,0.093320,-1.6324,-0.063447
11.9238,-0.935594,-1.7967,-0.063382
11.9250,-0.935594,-1.9530,-0.063315
11.9263,-0.935594,-2.1005,-0.063245
11.9275,-0.935594,-2.2387,-0.063174
11.9288,-0.935594,-2.3671,-0.063101
11.9300,-0.935594,-2.4847,-0.063028
11.9313,-0.935594,-2.5913,-0.062953
11.9330,0.588634,-2.7157,-0.062852
11.9360,0.588634,-2.8870,-0.062667
11.9370,0.588634,-2.9246,-0.062611
11.9379,0.588634,-2.9540,-0.062556
11.9388,0.588634,-2.9762,-0.062503
11.9397,0.588634,-2.9911,-0.062450
11.9407,0.588634,-2.9988,-0.062398
11.9416,0.588634,-2.9993,-0.062347
11.9425,0.588634,-2.9921,-0.062295
11.9438,-0.177069,-2.9709,-0.062229
11.9450,-0.177069,-2.9364,-0.062167
11.9463,-0.177069,-2.8889,-0.062107
11.9475,-0.177069,-2.8284,-0.062050
11.9488,-0.177069,-2.7554,-0.061997
11.9500,-0.177069,-2.6701,-0.061948
11.9513,-0.177069,-2.5730,-0.061902
11.9525,-0.177069,-2.4644,-0.061861
11.9538,0.275175,-2.3448,-0.061824
11.9550,0.275175,-2.2147,-0.061791
11.9563,0.275175,-2.0748,-0.061763
11.9575,0.275175,-1.9255,-0.061740
11.9588,0.275175,-1.7677,-0.061722
11.9600,0.275175,-1.6021,-0.061708
11.9613,0.275175,-1.4295,-0.061700
11.9625,0.275175,-1.2504,-0.061697
11.9638,-0.186640,-1.0657,-0.061698
11.9650,-0.186640,-0.8762,-0.061705
11.9663,-0.186640,-0.6829,-0.061717
11.9675,-0.186640,-0.4865,-0.061733
11.9688,-0.186640,-0.2879,-0.061755
11.9700,-0.186640,-0.0881,-0.061781
11.9713,-0.186640,0.1122,-0.061812
11.9725,-0.186640,0.3117,-0.061847
11.9738,0.047856,0.5101,-0.061887
11.9750,0.047856,0.7064,-0.061931
11.9763,0.047856,0.8993,-0.061980
11.9775,0.047856,1.0882,-0.062031
11.9788,0.047856,1.2723,-0.062087
11.9800,0.047856,1.4507,-0.062146
11.9813,0.047856,1.6226,-0.062207
11.9825,0.047856,1.7874,-0.062272
11.9843,-0.454636,2.0001,-0.062364
11.9875,-0.454636,2.3555,-0.062549
11.9884,-0.454636,2.4466,-0.062605
11.9894,-0.454636,2.5292,-0.062660
11.9903,-0.454636,2.6056,-0.062715
11.9912,-0.454636,2.6757,-0.062771
11.9921,-0.454636,2.7392,-0.062827
11.9931,-0.454636,2.7964,-0.062883
11.9940,0.256032,2.8467,-0.062939
11.9950,0.256032,2.8955,-0.063002
11.9963,0.256032,2.9414,-0.063076
11.9975,0.256032,2.9741,-0.063149
11.9988,0.256032,2.9937,-0.063221
12.0000,0.256032,3.0000,-0.063291
12.0013,0.256032,2.9929,-0.063359
12.0025,0.256032,2.9725,-0.063424
12.0038,0.256032,2.9388,-0.063487
12.0050,-0.296710,2.8921,-0.063547
12.0063,-0.296710,2.8325,-0.063604
12.0075,-0.296710,2.7602,-0.063657
12.0088,-0.296710,2.6755,-0.063707
12.0100,-0.296710,2.5791,-0.063753
12.0113,-0.296710,2.4711,-0.063794
12.0125,-0.296710,2.3521,-0.063832
12.0138,-0.296710,2.2227,-0.063865
12.0150,0.186640,2.0833,-0.063893
12.0163,0.186640,1.9347,-0.063916
12.0175,0.186640,1.7774,-0.063935
12.0188,0.186640,1.6122,-0.063949
12.0200,0.186640,1.4397,-0.063957
12.0213,0.186640,1.2612,-0.063961
12.0225,0.186640,1.0769,-0.063960
12.0238,0.186640,0.8877,-0.063953
12.0250,0.040678,0.6943,-0.063942
12.0263,0.040678,0.4981,-0.063925
12.0275,0.040678,0.2995,-0.063904
12.0288,0.040678,0.0997,-0.063878
12.0300,0.040678,-0.1005,-0.063847
12.0313,0.040678,-0.3003,-0.063812
12.0325,0.040678,-0.4987,-0.063773
12.0338,0.040678,-0.6949,-0.063729
12.0355,-0.157926,-0.9599,-0.063662
12.0391,-0.157926,-1.4888,-0.063499
12.0401,-0.157926,-1.6200,-0.063451
12.0410,-0.157926,-1.7427,-0.063404
12.0419,-0.157926,-1.8608,-0.063355
12.0429,-0.157926,-1.9744,-0.063305
12.0438,-0.157926,-2.0832,-0.063254
12.0447,-0.306281,-2.1869,-0.063202
12.0456,-0.306281,-2.2853,-0.063149
12.0466,-0.306281,-2.3787,-0.063094
12.0475,-0.306281,-2.4720,-0.063036
12.0488,-0.306281,-2.5795,-0.062962
12.0500,-0.306281,-2.6758,-0.062886
12.0513,-0.306281,-2.7604,-0.062811
12.0525,-0.306281,-2.8326,-0.062735
12.0538,-0.306281,-2.8922,-0.062660
12.0550,0.062213,-2.9389,-0.062586
12.0563,0.062213,-2.9725,-0.062513
12.0575,0.062213,-2.9929,-0.062441
12.0588,0.062213,-3.0000,-0.062371
12.0600,0.062213,-2.9937,-0.062303
12.0613,0.062213,-2.9740,-0.062237
12.0625,0.062213,-2.9412,-0.062174
12.0638,0.062213,-2.8952,-0.062114
12.0650,0.055035,-2.8363,-0.062057
12.0663,0.055035,-2.7647,-0.062003
12.0675,0.055035,-2.6809,-0.061953
12.0688,0.055035,-2.5851,-0.061907
12.0700,0.055035,-2.4778,-0.061866
12.0713,0.055035,-2.3594,-0.061828
12.0725,0.055035,-2.2307,-0.061795
12.0738,0.055035,-2.0919,-0.061766
12.0750,0.055035,-1.9438,-0.061743
12.0763,-0.157926,-1.7870,-0.061724
12.0775,-0.157926,-1.6221,-0.061710
12.0788,-0.157926,-1.4489,-0.061701
12.0800,-0.157926,-1.2718,-0.061697
12.0813,-0.157926,-1.0876,-0.061698
12.0825,-0.157926,-0.8987,-0.061704
12.0838,-0.157926,-0.7057,-0.061715
12.0850,-0.157926,-0.5096,-0.061731
12.0863,-0.047856,-0.3113,-0.061752
12.0914,-0.047856,0.5070,-0.061887
12.0924,-0.047856,0.6689,-0.061923
12.0934,-0.047856,0.8131,-0.061958
12.0943,-0.047856,0.9544,-0.061994
12.0952,-0.047856,1.0932,-0.062033
12.0961,-0.160319,1.2295,-0.062074
12.0971,-0.160319,1.3625,-0.062116
12.0980,-0.160319,1.4925,-0.062160
12.0989,-0.160319,1.6188,-0.062206
12.0998,-0.160319,1.7410,-0.062253
12.1008,-0.160319,1.8622,-0.062303
12.1017,-0.160319,1.9758,-0.062353
12.1026,-0.160319,2.0845,-0.062404
12.1038,-0.160319,2.2152,-0.062471
12.1050,-0.160319,2.3452,-0.062543
12.1063,-0.098106,2.4647,-0.062617
12.1075,-0.098106,2.5733,-0.062692
12.1088,-0.098106,2.6705,-0.062767
12.1100,-0.098106,2.7557,-0.062842
12.1113,-0.098106,2.8287,-0.062918
12.1125,-0.098106,2.8890,-0.062993
12.1138,-0.098106,2.9365,-0.063067
12.1150,-0.098106,2.9709,-0.063141
12.1163,-0.174676,2.9921,-0.063213
12.1175,-0.174676,2.9999,-0.063283
12.1188,-0.174676,2.9944,-0.063351
12.1200,-0.174676,2.9756,-0.063417
12.1213,-0.174676,2.9434,-0.063480
12.1225,-0.174676,2.8982,-0.063540
12.1238,-0.174676,2.8401,-0.063598
12.1250,-0.174676,2.7693,-0.063651
12.1263,0.002393,2.6862,-0.063701
12.1275,0.002393,2.5911,-0.063748
12.1288,0.002393,2.4844,-0.063790
12.1300,0.002393,2.3667,-0.063828
12.1313,0.002393,2.2384,-0.063861
12.1325,0.002393,2.1002,-0.063890
12.1338,0.002393,1.9526,-0.063914
12.1350,0.002393,1.7963,-0.063933
12.1363,0.031107,1.6320,-0.063947
12.1375,0.031107,1.4604,-0.063957
12.1389,0.031107,1.2683,-0.063961
12.1421,0.031107,0.7781,-0.063947
12.1431,0.031107,0.6298,-0.063937
12.1440,0.031107,0.4843,-0.063924
12.1449,0.031107,0.3381,-0.063909
12.1459,0.031107,0.1910,-0.063891
12.1468,0.143569,0.0414,-0.063870
12.1477,0.143569,-0.1084,-0.063846
12.1488,0.143569,-0.2770,-0.063817
12.1500,0.143569,-0.4754,-0.063777
12.1513,0.143569,-0.6719,-0.063734
12.1525,0.143569,-0.8655,-0.063687
12.1538,0.143569,-1.0552,-0.063636
12.1550,0.143569,-1.2402,-0.063581
12.1563,0.143569,-1.4196,-0.063523
12.1575,-0.095713,-1.5928,-0.063461
12.1588,-0.095713,-1.7588,-0.063397
12.1600,-0.095713,-1.9172,-0.063331
12.1613,-0.095713,-2.0667,-0.063262
12.1625,-0.095713,-2.2072,-0.063191
12.1638,-0.095713,-2.3378,-0.063119
12.1650,-0.095713,-2.4580,-0.063045
12.1663,-0.095713,-2.5672,-0.062970
12.1675,-0.275175,-2.6651,-0.062895
12.1688,-0.275175,-2.7510,-0.062820
12.1700,-0.275175,-2.8247,-0.062744
12.1713,-0.275175,-2.8858,-0.062669
12.1725,-0.275175,-2.9341,-0.062595
12.1738,-0.275175,-2.9693,-0.062521
12.1750,-0.275175,-2.9912,-0.062449
12.1763,-0.275175,-2.9999,-0.062379
12.1775,0.055035,-2.9951,-0.062311
12.1788,0.055035,-2.9771,-0.062245
12.1800,0.055035,-2.9457,-0.062181
12.1813,0.055035,-2.9012,-0.062121
12.1825,0.055035,-2.8438,-0.062063
12.1838,0.055035,-2.7738,-0.062009
12.1850,0.055035,-2.6914,-0.061959
12.1863,0.055035,-2.5970,-0.061913
12.1875,-0.050249,-2.4910,-0.061870
12.1888,-0.050249,-2.3739,-0.061832
12.1902,-0.050249,-2.2254,-0.061794
12.1932,-0.050249,-1.8819,-0.061734
12.1941,-0.050249,-1.7615,-0.061721
12.1951,-0.050249,-1.6398,-0.061711
12.1960,-0.050249,-1.5139,-0.061703
12.1969,-0.050249,-1.3849,-0.061699
12.1978,-0.229711,-1.2523,-0.061697
12.1988,-0.229711,-1.1095,-0.061697
12.2000,-0.229711,-0.9210,-0.061703
12.2013,-0.229711,-0.7287,-0.061713
12.2025,-0.229711,-0.5329,-0.061729
12.2038,-0.229711,-0.3348,-0.061749
12.2051,-0.229711,-0.1330,-0.061775
12.2063,-0.229711,0.0673,-0.061805
12.2075,0.040678,0.2657,-0.061839
12.2088,0.040678,0.4639,-0.061878
12.2100,0.040678,0.6604,-0.061921
12.2113,0.040678,0.8542,-0.061968
12.2125,0.040678,1.0442,-0.062019
12.2138,0.040678,1.2294,-0.062073
12.2150,0.040678,1.4092,-0.062131
12.2163,0.040678,1.5828,-0.062193
12.2175,-0.184247,1.7492,-0.062256
12.2188,-0.184247,1.9079,-0.062323
12.2200,-0.184247,2.0584,-0.062392
12.2213,-0.184247,2.1991,-0.062462
12.2225,-0.184247,2.3304,-0.062535
12.2238,-0.184247,2.4514,-0.062608
12.2250,-0.184247,2.5612,-0.062683
12.2263,-0.184247,2.6596,-0.062758
12.2275,-0.105284,2.7463,-0.062833
12.2288,-0.105284,2.8207,-0.062909
12.2300,-0.105284,2.8826,-0.062984
12.2313,-0.105284,2.9316,-0.063059
12.2325,-0.105284,2.9676,-0.063132
12.2338,-0.105284,2.9903,-0.063204
12.2350,-0.105284,2.9997,-0.063275
12.2363,-0.105284,2.9958,-0.063343
12.2375,-0.105284,2.9785,-0.063409
12.2388,-0.066999,2.9479,-0.063473
12.2400,-0.066999,2.9042,-0.063533
12.2414,-0.066999,2.8395,-0.063598
12.2440,-0.066999,2.6846,-0.063702
12.2449,-0.066999,2.6134,-0.063738
12.2458,-0.066999,2.5377,-0.063770
12.2468,-0.066999,2.4556,-0.063800
12.2477,-0.066999,2.3665,-0.063828
12.2488,0.334995,2.2539,-0.063857
12.2500,0.334995,2.1169,-0.063887
12.2513,0.334995,1.9704,-0.063911
12.2525,0.334995,1.8151,-0.063931
12.2538,0.334995,1.6518,-0.063946
12.2550,0.334995,1.4810,-0.063956
12.2563,0.334995,1.3037,-0.063961
12.2575,0.334995,1.1205,-0.063960
12.2588,-0.356531,0.9324,-0.063955
12.2600,-0.356531,0.7399,-0.063945
12.2613,-0.356531,0.5445,-0.063930
12.2625,-0.356531,0.3465,-0.063910
12.2638,-0.356531,0.1469,-0.063885
12.2650,-0.356531,-0.0533,-0.063855
12.2663,-0.356531,-0.2533,-0.063821
12.2675,-0.356531,-0.4523,-0.063782
12.2688,0.043071,-0.6490,-0.063739
12.2700,0.043071,-0.8429,-0.063693
12.2713,0.043071,-1.0330,-0.063642
12.2725,0.043071,-1.2187,-0.063587
12.2738,0.043071,-1.3988,-0.063530
12.2750,0.043071,-1.5727,-0.063469
12.2763,0.043071,-1.7397,-0.063405
12.2775,0.043071,-1.8988,-0.063339
12.2788,-0.062213,-2.0495,-0.063270
12.2800,-0.062213,-2.1911,-0.063200
12.2813,-0.062213,-2.3230,-0.063127
12.2825,-0.062213,-2.4444,-0.063054
12.2838,-0.062213,-2.5550,-0.062979
12.2850,-0.062213,-2.6542,-0.062904
12.2863,-0.062213,-2.7416,-0.062829
12.2875,-0.062213,-2.8167,-0.062753
12.2888,-0.136391,-2.8793,-0.062678
12.2900,-0.136391,-2.9291,-0.062603
12.2913,-0.136391,-2.9658,-0.062530
12.2926,-0.136391,-2.9900,-0.062455
12.2956,-0.136391,-2.9908,-0.062289
12.2965,-0.136391,-2.9751,-0.062240
12.2975,-0.136391,-2.9525,-0.062193
12.2984,-0.136391,-2.9228,-0.062147
12.2993,-0.141177,-2.8860,-0.062104
12.3002,-0.141177,-2.8421,-0.062062
12.3013,-0.141177,-2.7826,-0.062015
12.3025,-0.141177,-2.7017,-0.061965
12.3038,-0.141177,-2.6087,-0.061918
12.3050,-0.141177,-2.5040,-0.061875
12.3063,-0.141177,-2.3882,-0.061836
12.3075,-0.141177,-2.2618,-0.061802
12.3088,0.078963,-2.1253,-0.061773
12.3100,0.078963,-1.9793,-0.061748
12.3113,0.078963,-1.8246,-0.061728
12.3125,0.078963,-1.6616,-0.061713
12.3138,0.078963,-1.4913,-0.061702
12.3150,0.078963,-1.3140,-0.061697
12.3163,0.078963,-1.1272,-0.061697
12.3175,0.078963,-0.9427,-0.061702
12.3188,0.078963,-0.7512,-0.061712
12.3200,-0.088534,-0.5553,-0.061727
12.3213,-0.088534,-0.3571,-0.061747
12.3225,-0.088534,-0.1575,-0.061771
12.3238,-0.088534,0.0418,-0.061801
12.3250,-0.088534,0.2414,-0.061834
12.3263,-0.088534,0.4426,-0.061873
12.3275,-0.088534,0.6379,-0.061916
12.3288,-0.088534,0.8316,-0.061962
12.3300,-0.232104,1.0218,-0.062013
12.3313,-0.232104,1.2077,-0.062067
12.3325,-0.232104,1.3883,-0.062124
12.3338,-0.232104,1.5629,-0.062185
12.3350,-0.232104,1.7300,-0.062249
12.3363,-0.232104,1.8898,-0.062315
12.3375,-0.232104,2.0411,-0.062383
12.3388,-0.232104,2.1831,-0.062454
12.3400,-0.052642,2.3155,-0.062526
12.3413,-0.052642,2.4375,-0.062599
12.3425,-0.052642,2.5492,-0.062674
12.3438,-0.052642,2.6509,-0.062751
12.3471,-0.052642,2.8567,-0.062951
12.3481,-0.052642,2.9009,-0.063010
12.3491,-0.052642,2.9356,-0.063066
12.3500,-0.095713,2.9626,-0.063120
12.3509,-0.095713,2.9823,-0.063174
12.3518,-0.095713,2.9947,-0.063227
12.3528,-0.095713,2.9999,-0.063279
12.3538,-0.095713,2.9969,-0.063335
12.3550,-0.095713,2.9812,-0.063402
12.3563,-0.095713,2.9522,-0.063465
12.3575,-0.095713,2.9100,-0.063527
12.3588,-0.095713,2.8549,-0.063584
12.3600,-0.007178,2.7870,-0.063639
12.3613,-0.007178,2.7068,-0.063690
12.3625,-0.007178,2.6145,-0.063737
12.3638,-0.007178,2.5105,-0.063780
12.3650,-0.007178,2.3954,-0.063819
12.3663,-0.007178,2.2695,-0.063853
12.3675,-0.007178,2.1336,-0.063883
12.3688,-0.007178,1.9882,-0.063908
12.3700,-0.148355,1.8338,-0.063929
12.3713,-0.148355,1.6714,-0.063944
12.3725,-0.148355,1.5015,-0.063955
12.3738,-0.148355,1.3248,-0.063960
12.3750,-0.148355,1.1423,-0.063961
12.3763,-0.148355,0.9548,-0.063956
12.3775,-0.148355,0.7629,-0.063946
12.3788,-0.148355,0.5677,-0.063932
12.3800,0.066999,0.3699,-0.063912
12.3813,0.066999,0.1704,-0.063888
12.3825,0.066999,-0.0297,-0.063859
12.3838,0.066999,-0.2298,-0.063825
12.3850,0.066999,-0.4288,-0.063787
12.3863,0.066999,-0.6259,-0.063745
12.3875,0.066999,-0.8202,-0.063698
12.3888,0.066999,-1.0110,-0.063648
12.3900,-0.074178,-1.1972,-0.063594
12.3913,-0.074178,-1.3780,-0.063537
12.3925,-0.074178,-1.5527,-0.063476
12.3938,-0.074178,-1.7204,-0.063413
12.3951,-0.074178,-1.8860,-0.063344
12.3987,-0.074178,-2.2966,-0.063142
12.3996,-0.074178,-2.3918,-0.063087
12.4006,0.332602,-2.4783,-0.063032
12.4015,0.332602,-2.5585,-0.062977
12.4024,0.332602,-2.6325,-0.062921
12.4033,0.332602,-2.7001,-0.062866
12.4042,0.332602,-2.7613,-0.062810
12.4052,0.332602,-2.8155,-0.062754
12.4063,0.332602,-2.8727,-0.062687
12.4075,0.332602,-2.9239,-0.062612
12.4088,0.332602,-2.9622,-0.062538
12.4100,0.332602,-2.9873,-0.062466
12.4113,-0.232104,-2.9990,-0.062395
12.4125,-0.232104,-2.9974,-0.062326
12.4138,-0.232104,-2.9825,-0.062260
12.4150,-0.232104,-2.9543,-0.062196
12.4163,-0.232104,-2.9129,-0.062135
12.4175,-0.232104,-2.8586,-0.062076
12.4188,-0.232104,-2.7915,-0.062022
12.4200,-0.232104,-2.7119,-0.061971
12.4213,-0.186640,-2.6203,-0.061923
12.4225,-0.186640,-2.5170,-0.061880
12.4238,-0.186640,-2.4026,-0.061841
12.4250,-0.186640,-2.2773,-0.061806
12.4263,-0.186640,-2.1420,-0.061776
12.4275,-0.186640,-1.9971,-0.061750
12.4288,-0.186640,-1.8433,-0.061730
12.4300,-0.186640,-1.6813,-0.061714
12.4313,-0.136391,-1.5118,-0.061703
12.4325,-0.136391,-1.3356,-0.061697
12.4338,-0.136391,-1.1534,-0.061697
12.4350,-0.136391,-0.9661,-0.061701
12.4363,-0.136391,-0.7742,-0.061710
12.4375,-0.136391,-0.5791,-0.061725
12.4388,-0.136391,-0.3815,-0.061744
12.4400,-0.136391,-0.1821,-0.061768
12.4413,-0.102891,0.0180,-0.061797
12.4425,-0.102891,0.2181,-0.061830
12.4438,-0.102891,0.4171,-0.061868
12.4450,-0.102891,0.6145,-0.061910
12.4466,-0.102891,0.8509,-0.061967
12.4498,-0.102891,1.3372,-0.062108
12.4508,-0.102891,1.4753,-0.062154
12.4517,-0.126820,1.6025,-0.062200
12.4527,-0.126820,1.7255,-0.062247
12.4536,-0.126820,1.8443,-0.062296
12.4545,-0.126820,1.9585,-0.062345
12.4554,-0.126820,2.0681,-0.062396
12.4563,-0.126820,2.1726,-0.062448
12.4575,-0.126820,2.3006,-0.062517
12.4588,-0.126820,2.4238,-0.062591
12.4600,-0.126820,2.5364,-0.062665
12.4613,0.141177,2.6375,-0.062740
12.4625,0.141177,2.7270,-0.062816
12.4638,0.141177,2.8043,-0.062891
12.4650,0.141177,2.8692,-0.062967
12.4663,0.141177,2.9212,-0.063041
12.4675,0.141177,2.9603,-0.063115
12.4688,0.141177,2.9862,-0.063187
12.4700,0.141177,2.9987,-0.063258
12.4713,0.141177,2.9979,-0.063327
12.4725,-0.112463,2.9837,-0.063394
12.4738,-0.112463,2.9563,-0.063458
12.4750,-0.112463,2.9157,-0.063519
12.4763,-0.112463,2.8620,-0.063578
12.4775,-0.112463,2.7957,-0.063633
12.4788,-0.112463,2.7169,-0.063684
12.4800,-0.112463,2.6258,-0.063732
12.4813,-0.112463,2.5233,-0.063775
12.4825,-0.167498,2.4095,-0.063815
12.4838,-0.167498,2.2849,-0.063850
12.4850,-0.167498,2.1501,-0.063880
12.4863,-0.167498,2.0057,-0.063906
12.4875,-0.167498,1.8524,-0.063927
12.4888,-0.167498,1.6909,-0.063943
12.4900,-0.167498,1.5218,-0.063954
12.4913,-0.167498,1.3459,-0.063960
12.4925,-0.083749,1.1641,-0.063961
12.4938,-0.083749,0.9770,-0.063957
12.4950,-0.083749,0.7856,-0.063948
12.4963,-0.083749,0.5907,-0.063934
12.4980,-0.083749,0.3203,-0.063907
12.5021,-0.059821,-0.3358,-0.063805
12.5031,-0.059821,-0.4919,-0.063774
12.5040,-0.059821,-0.6379,-0.063742
12.5049,-0.059821,-0.7818,-0.063708
12.5059,-0.059821,-0.9235,-0.063672
12.5068,-0.059821,-1.0631,-0.063633
12.5077,-0.059821,-1.1999,-0.063593
12.5086,-0.059821,-1.3337,-0.063551
12.5095,-0.059821,-1.4642,-0.063507
12.5105,-0.059821,-1.5912,-0.063462
12.5114,-0.059821,-1.7143,-0.063415
12.5125,0.200997,-1.8623,-0.063354
12.5138,0.200997,-2.0149,-0.063286
12.5150,0.200997,-2.1587,-0.063216
12.5163,0.200997,-2.2928,-0.063144
12.5175,0.200997,-2.4168,-0.063071
12.5188,0.200997,-2.5300,-0.062997
12.5200,0.200997,-2.6319,-0.062922
12.5213,0.200997,-2.7221,-0.062846
12.5225,-0.078963,-2.8001,-0.062771
12.5238,-0.078963,-2.8657,-0.062695
12.5250,-0.078963,-2.9185,-0.062621
12.5263,-0.078963,-2.9584,-0.062547
12.5275,-0.078963,-2.9850,-0.062474
12.5288,-0.078963,-2.9983,-0.062403
12.5300,-0.078963,-2.9983,-0.062334
12.5313,-0.078963,-2.9849,-0.062268
12.5325,-0.117248,-2.9583,-0.062203
12.5338,-0.117248,-2.9184,-0.062142
12.5350,-0.117248,-2.8656,-0.062083
12.5363,-0.117248,-2.7999,-0.062028
12.5375,-0.117248,-2.7219,-0.061976
12.5388,-0.117248,-2.6310,-0.061928
12.5401,-0.117248,-2.5283,-0.061884
12.5413,-0.117248,-2.4164,-0.061845
12.5425,-0.083749,-2.2924,-0.061810
12.5438,-0.083749,-2.1583,-0.061779
12.5450,-0.083749,-2.0145,-0.061753
12.5463,-0.083749,-1.8617,-0.061732
12.5475,-0.083749,-1.7000,-0.061716
12.5493,-0.083749,-1.4631,-0.061701
12.5523,-0.083749,-1.0260,-0.061699
12.5532,0.069392,-0.8812,-0.061705
12.5542,0.069392,-0.7386,-0.061713
12.5551,0.069392,-0.5946,-0.061723
12.5560,0.069392,-0.4487,-0.061737
12.5569,0.069392,-0.3025,-0.061753
12.5579,0.069392,-0.1553,-0.061772
12.5588,0.069392,-0.0051,-0.061793
12.5600,0.069392,0.1945,-0.061826
12.5613,0.069392,0.3938,-0.061863
12.5625,0.069392,0.5913,-0.061905
12.5638,-0.208176,0.7862,-0.061951
12.5650,-0.208176,0.9775,-0.062000
12.5663,-0.208176,1.1646,-0.062054
12.5675,-0.208176,1.3464,-0.062111
12.5688,-0.208176,1.5223,-0.062171
12.5700,-0.208176,1.6913,-0.062234
12.5713,-0.208176,1.8528,-0.062299
12.5725,-0.208176,2.0061,-0.062367
12.5738,-0.198604,2.1504,-0.062437
12.5750,-0.198604,2.2852,-0.062509
12.5763,-0.198604,2.4098,-0.062582
12.5775,-0.198604,2.5236,-0.062656
12.5788,-0.198604,2.6262,-0.062731
12.5800,-0.198604,2.7172,-0.062807
12.5813,-0.198604,2.7959,-0.062882
12.5825,-0.198604,2.8622,-0.062958
12.5838,-0.129212,2.9158,-0.063032
12.5850,-0.129212,2.9564,-0.063106
12.5863,-0.129212,2.9838,-0.063179
12.5875,-0.129212,2.9979,-0.063250
12.5888,-0.129212,2.9987,-0.063319
12.5900,-0.129212,2.9861,-0.063386
12.5913,-0.129212,2.9602,-0.063451
12.5925,-0.129212,2.9211,-0.063512
12.5938,-0.023928,2.8690,-0.063571
12.5950,-0.023928,2.8041,-0.063627
12.5963,-0.023928,2.7268,-0.063678
12.5975,-0.023928,2.6373,-0.063726
12.5988,-0.023928,2.5360,-0.063770
12.6005,-0.023928,2.3817,-0.063823
12.6034,-0.263210,2.0707,-0.063895
12.6043,-0.263210,1.9583,-0.063913
12.6053,-0.263210,1.8440,-0.063928
12.6062,-0.263210,1.7252,-0.063940
12.6071,-0.263210,1.6024,-0.063949
12.6080,-0.263210,1.4757,-0.063956
12.6089,-0.263210,1.3453,-0.063960
12.6100,-0.263210,1.1857,-0.063961
12.6113,-0.263210,0.9993,-0.063958
12.6125,-0.263210,0.8084,-0.063949
12.6138,0.090927,0.6139,-0.063936
12.6150,0.090927,0.4166,-0.063917
12.6163,0.090927,0.2175,-0.063894
12.6175,0.090927,0.0174,-0.063866
12.6188,0.090927,-0.1828,-0.063834
12.6200,0.090927,-0.3824,-0.063796
12.6213,0.090927,-0.5798,-0.063755
12.6225,0.090927,-0.7748,-0.063710
12.6238,0.016750,-0.9664,-0.063660
12.6250,0.016750,-1.1537,-0.063607
12.6263,0.016750,-1.3359,-0.063550
12.6275,0.016750,-1.5121,-0.063491
12.6288,0.016750,-1.6815,-0.063428
12.6300,0.016750,-1.8436,-0.063362
12.6313,0.016750,-1.9973,-0.063295
12.6325,0.016750,-2.1422,-0.063225
12.6338,0.016750,-2.2775,-0.063153
12.6350,0.004786,-2.4030,-0.063080
12.6363,0.004786,-2.5174,-0.063006
12.6375,0.004786,-2.6205,-0.062931
12.6388,0.004786,-2.7121,-0.062855
12.6400,0.004786,-2.7917,-0.062780
12.6413,0.004786,-2.8586,-0.062704
12.6425,0.004786,-2.9130,-0.062629
12.6438,0.004786,-2.9544,-0.062556
12.6450,-0.102891,-2.9826,-0.062483
12.6463,-0.102891,-2.9975,-0.062412
12.6475,-0.102891,-2.9990,-0.062342
12.6488,-0.102891,-2.9872,-0.062275
12.6500,-0.102891,-2.9621,-0.062211
12.6517,-0.102891,-2.9068,-0.062127
12.6549,0.071785,-2.7424,-0.061989
12.6558,0.071785,-2.6773,-0.061951
12.6568,0.071785,-2.6052,-0.061916
12.6577,0.071785,-2.5287,-0.061884
12.6586,0.071785,-2.4461,-0.061855
12.6595,0.071785,-2.3577,-0.061827
12.6605,0.071785,-2.2634,-0.061803
12.6614,0.071785,-2.1638,-0.061780
12.6625,0.071785,-2.0318,-0.061756
12.6638,0.071785,-1.8801,-0.061734
12.6650,0.021535,-1.7200,-0.061717
12.6663,0.021535,-1.5522,-0.061705
12.6675,0.021535,-1.3775,-0.061698
12.6688,0.021535,-1.1966,-0.061696
12.6700,0.021535,-1.0104,-0.061700
12.6713,0.021535,-0.8197,-0.061708
12.6725,0.021535,-0.6254,-0.061721
12.6738,0.021535,-0.4283,-0.061739
12.6750,-0.179462,-0.2293,-0.061762
12.6763,-0.179462,-0.0292,-0.061790
12.6775,-0.179462,0.1710,-0.061822
12.6788,-0.179462,0.3704,-0.061859
12.6800,-0.179462,0.5684,-0.061900
12.6813,-0.179462,0.7634,-0.061945
12.6825,-0.179462,0.9553,-0.061994
12.6838,-0.179462,1.1429,-0.062047
12.6850,-0.074178,1.3253,-0.062104
12.6863,-0.074178,1.5019,-0.062163
12.6875,-0.074178,1.6718,-0.062226
12.6888,-0.074178,1.8343,-0.062291
12.6900,-0.074178,1.9885,-0.062359
12.6913,-0.074178,2.1340,-0.062429
12.6925,-0.074178,2.2699,-0.062500
