t_sec,imu_m_s2,x_cmd_mm,fit_m_s2
5.1013,-0.217747,-1.9261,-0.063327
5.1025,-0.217747,-2.0752,-0.063258
5.1038,-0.217747,-2.2151,-0.063187
5.1050,-0.217747,-2.3451,-0.063114
5.1063,-0.191426,-2.4647,-0.063041
5.1075,-0.191426,-2.5733,-0.062966
5.1088,-0.191426,-2.6704,-0.062891
5.1100,-0.191426,-2.7557,-0.062815
5.1113,-0.191426,-2.8287,-0.062740
5.1125,-0.191426,-2.8891,-0.062665
5.1138,-0.191426,-2.9366,-0.062590
5.1150,-0.191426,-2.9710,-0.062517
5.1163,0.102891,-2.9921,-0.062445
5.1175,0.102891,-3.0000,-0.062375
5.1188,0.102891,-2.9944,-0.062307
5.1200,0.102891,-2.9756,-0.062241
5.1213,0.102891,-2.9419,-0.062175
5.1244,0.102891,-2.8091,-0.062035
5.1253,0.102891,-2.7525,-0.061995
5.1262,-0.464208,-2.6903,-0.061958
5.1272,-0.464208,-2.6217,-0.061924
5.1281,-0.464208,-2.5467,-0.061891
5.1290,-0.464208,-2.4657,-0.061861
5.1300,-0.464208,-2.3666,-0.061830
5.1313,-0.464208,-2.2384,-0.061797
5.1325,-0.464208,-2.1002,-0.061768
5.1338,-0.464208,-1.9526,-0.061744
5.1350,-0.464208,-1.7963,-0.061725
5.1363,0.136391,-1.6320,-0.061710
5.1375,0.136391,-1.4605,-0.061701
5.1388,0.136391,-1.2824,-0.061697
5.1400,0.136391,-1.0986,-0.061698
5.1413,0.136391,-0.9100,-0.061703
5.1425,0.136391,-0.7173,-0.061714
5.1438,0.136391,-0.5213,-0.061730
5.1450,0.136391,-0.3231,-0.061751
5.1463,-0.035892,-0.1234,-0.061776
5.1475,-0.035892,0.0773,-0.061806
5.1488,-0.035892,0.2769,-0.061841
5.1500,-0.035892,0.4754,-0.061880
5.1513,-0.035892,0.6719,-0.061923
5.1525,-0.035892,0.8654,-0.061971
5.1538,-0.035892,1.0551,-0.062022
5.1550,-0.035892,1.2401,-0.062077
5.1563,-0.035892,1.4196,-0.062135
5.1575,0.112463,1.5929,-0.062196
5.1588,0.112463,1.7588,-0.062260
5.1600,0.112463,1.9172,-0.062327
5.1613,0.112463,2.0665,-0.062396
5.1625,0.112463,2.2071,-0.062466
5.1638,0.112463,2.3378,-0.062539
5.1650,0.112463,2.4580,-0.062613
5.1663,0.112463,2.5673,-0.062687
5.1675,0.055035,2.6651,-0.062762
5.1688,0.055035,2.7511,-0.062838
5.1700,0.055035,2.8247,-0.062913
5.1713,0.055035,2.8858,-0.062989
5.1726,0.055035,2.9351,-0.063065
5.1761,0.055035,2.9993,-0.063267
5.1770,0.141177,2.9987,-0.063319
5.1779,0.141177,2.9907,-0.063369
5.1789,0.141177,2.9754,-0.063417
5.1798,0.141177,2.9530,-0.063464
5.1807,0.141177,2.9234,-0.063509
5.1816,0.141177,2.8867,-0.063553
5.1826,0.141177,2.8430,-0.063595
5.1838,0.141177,2.7737,-0.063648
5.1850,0.141177,2.6914,-0.063699
5.1863,0.141177,2.5969,-0.063745
5.1875,-0.220140,2.4910,-0.063787
5.1888,-0.220140,2.3739,-0.063825
5.1900,-0.220140,2.2462,-0.063859
5.1913,-0.220140,2.1086,-0.063888
5.1925,-0.220140,1.9615,-0.063912
5.1938,-0.220140,1.8057,-0.063932
5.1950,-0.220140,1.6419,-0.063947
5.1963,-0.220140,1.4708,-0.063956
5.1975,-0.064606,1.2931,-0.063961
5.1988,-0.064606,1.1096,-0.063960
5.2000,-0.064606,0.9209,-0.063955
5.2013,-0.064606,0.7287,-0.063944
5.2025,-0.064606,0.5329,-0.063929
5.2038,-0.064606,0.3348,-0.063908
5.2050,-0.064606,0.1340,-0.063883
5.2063,-0.064606,-0.0665,-0.063853
5.2075,-0.031107,-0.2653,-0.063819
5.2088,-0.031107,-0.4638,-0.063780
5.2100,-0.031107,-0.6605,-0.063737
5.2113,-0.031107,-0.8542,-0.063690
5.2125,-0.031107,-1.0440,-0.063639
5.2138,-0.031107,-1.2295,-0.063584
5.2150,-0.031107,-1.4092,-0.063526
5.2163,-0.031107,-1.5829,-0.063465
5.2175,-0.251246,-1.7494,-0.063401
5.2188,-0.251246,-1.9080,-0.063335
5.2200,-0.251246,-2.0582,-0.063266
5.2213,-0.251246,-2.1992,-0.063195
5.2225,-0.251246,-2.3308,-0.063123
5.2240,-0.251246,-2.4665,-0.063040
5.2286,-0.378066,-2.8127,-0.062757
5.2297,-0.378066,-2.8648,-0.062697
5.2306,-0.378066,-2.9054,-0.062641
5.2315,-0.378066,-2.9387,-0.062586
5.2324,-0.378066,-2.9648,-0.062532
5.2333,-0.378066,-2.9838,-0.062479
5.2343,-0.378066,-2.9955,-0.062426
5.2352,-0.378066,-3.0000,-0.062374
5.2361,-0.378066,-2.9971,-0.062324
5.2370,-0.378066,-2.9871,-0.062275
5.2380,0.076570,-2.9698,-0.062227
5.2389,0.076570,-2.9453,-0.062180
5.2400,0.076570,-2.9041,-0.062124
5.2413,0.076570,-2.8475,-0.062066
5.2425,0.076570,-2.7783,-0.062012
5.2438,0.076570,-2.6966,-0.061962
5.2450,0.076570,-2.6028,-0.061915
5.2463,0.076570,-2.4975,-0.061873
5.2475,0.076570,-2.3808,-0.061834
5.2488,0.069392,-2.2539,-0.061800
5.2500,0.069392,-2.1169,-0.061771
5.2513,0.069392,-1.9704,-0.061746
5.2525,0.069392,-1.8151,-0.061727
5.2538,0.069392,-1.6517,-0.061712
5.2550,0.069392,-1.4811,-0.061702
5.2563,0.069392,-1.3038,-0.061697
5.2575,0.069392,-1.1205,-0.061697
5.2588,-0.081356,-0.9324,-0.061702
5.2600,-0.081356,-0.7401,-0.061713
5.2613,-0.081356,-0.5445,-0.061728
5.2625,-0.081356,-0.3465,-0.061748
5.2638,-0.081356,-0.1470,-0.061773
5.2650,-0.081356,0.0533,-0.061802
5.2663,-0.081356,0.2534,-0.061837
5.2675,-0.081356,0.4521,-0.061875
5.2688,0.052642,0.6490,-0.061918
5.2700,0.052642,0.8430,-0.061965
5.2713,0.052642,1.0332,-0.062016
5.2725,0.052642,1.2187,-0.062070
5.2738,0.052642,1.3989,-0.062128
5.2750,0.052642,1.5728,-0.062189
5.2763,0.052642,1.7445,-0.062255
5.2794,0.040678,2.1246,-0.062424
5.2804,0.040678,2.2291,-0.062478
5.2813,0.040678,2.3253,-0.062532
5.2822,0.040678,2.4158,-0.062586
5.2832,0.040678,2.5004,-0.062640
5.2841,0.040678,2.5790,-0.062696
5.2850,0.040678,2.6543,-0.062754
5.2863,0.040678,2.7415,-0.062829
5.2875,0.040678,2.8167,-0.062905
5.2888,-0.193819,2.8793,-0.062980
5.2900,-0.193819,2.9291,-0.063054
5.2913,-0.193819,2.9658,-0.063128
5.2925,-0.193819,2.9893,-0.063200
5.2938,-0.193819,2.9995,-0.063271
5.2950,-0.193819,2.9964,-0.063339
5.2963,-0.193819,2.9799,-0.063405
5.2975,-0.193819,2.9501,-0.063469
5.2988,-0.069392,2.9071,-0.063530
5.3000,-0.069392,2.8512,-0.063588
5.3013,-0.069392,2.7827,-0.063642
5.3025,-0.069392,2.7017,-0.063693
5.3038,-0.069392,2.6087,-0.063740
5.3050,-0.069392,2.5040,-0.063783
5.3063,-0.069392,2.3882,-0.063821
5.3075,-0.069392,2.2618,-0.063855
5.3088,-0.069392,2.1253,-0.063885
5.3100,0.043071,1.9793,-0.063910
5.3113,0.043071,1.8245,-0.063930
5.3125,0.043071,1.6616,-0.063945
5.3138,0.043071,1.4913,-0.063955
5.3150,0.043071,1.3143,-0.063960
5.3163,0.043071,1.1316,-0.063961
5.3175,0.043071,0.9435,-0.063956
5.3188,0.043071,0.7515,-0.063946
5.3200,0.007178,0.5561,-0.063931
5.3213,0.007178,0.3580,-0.063911
5.3225,0.007178,0.1582,-0.063886
5.3238,0.007178,-0.0416,-0.063857
5.3250,0.007178,-0.2417,-0.063823
5.3263,0.007178,-0.4406,-0.063785
5.3276,0.007178,-0.6412,-0.063741
5.3307,-0.165105,-1.1258,-0.063615
5.3317,-0.165105,-1.2657,-0.063573
5.3326,-0.165105,-1.3985,-0.063530
5.3335,-0.165105,-1.5275,-0.063485
5.3345,-0.165105,-1.6528,-0.063439
5.3354,-0.165105,-1.7740,-0.063391
5.3363,-0.165105,-1.8909,-0.063342
5.3375,-0.165105,-2.0410,-0.063274
5.3388,-0.165105,-2.1830,-0.063204
5.3400,-0.112463,-2.3155,-0.063132
5.3413,-0.112463,-2.4375,-0.063058
5.3425,-0.112463,-2.5488,-0.062984
5.3438,-0.112463,-2.6486,-0.062909
5.3450,-0.112463,-2.7367,-0.062833
5.3463,-0.112463,-2.8126,-0.062757
5.3475,-0.112463,-2.8762,-0.062682
5.3488,-0.112463,-2.9266,-0.062608
5.3500,0.002393,-2.9640,-0.062534
5.3513,0.002393,-2.9883,-0.062462
5.3525,0.002393,-2.9993,-0.062391
5.3538,0.002393,-2.9969,-0.062322
5.3550,0.002393,-2.9812,-0.062256
5.3563,0.002393,-2.9522,-0.062192
5.3575,0.002393,-2.9100,-0.062131
5.3588,0.002393,-2.8549,-0.062073
5.3600,-0.289532,-2.7870,-0.062018
5.3613,-0.289532,-2.7068,-0.061968
5.3625,-0.289532,-2.6145,-0.061920
5.3638,-0.289532,-2.5105,-0.061877
5.3650,-0.289532,-2.3954,-0.061839
5.3663,-0.289532,-2.2695,-0.061804
5.3675,-0.289532,-2.1336,-0.061774
5.3688,-0.289532,-1.9873,-0.061749
5.3700,-0.016750,-1.8339,-0.061729
5.3713,-0.016750,-1.6715,-0.061713
5.3725,-0.016750,-1.5014,-0.061703
5.3738,-0.016750,-1.3248,-0.061697
5.3750,-0.016750,-1.1423,-0.061697
5.3763,-0.016750,-0.9547,-0.061701
5.3775,-0.016750,-0.7628,-0.061711
5.3788,-0.016750,-0.5643,-0.061726
5.3817,0.045464,-0.0983,-0.061780
5.3827,0.045464,0.0537,-0.061803
5.3836,0.045464,0.2016,-0.061827
5.3845,0.045464,0.3486,-0.061855
5.3855,0.045464,0.4949,-0.061884
5.3864,0.045464,0.6400,-0.061916
5.3875,0.045464,0.8203,-0.061959
5.3888,0.045464,1.0109,-0.062010
5.3900,0.045464,1.1971,-0.062064
5.3913,0.028714,1.3779,-0.062121
5.3925,0.028714,1.5526,-0.062182
5.3938,0.028714,1.7204,-0.062245
5.3950,0.028714,1.8805,-0.062311
5.3963,0.028714,2.0323,-0.062379
5.3975,0.028714,2.1749,-0.062450
5.3988,0.028714,2.3079,-0.062522
5.4000,0.028714,2.4308,-0.062595
5.4013,-0.069392,2.5425,-0.062669
5.4025,-0.069392,2.6431,-0.062745
5.4038,-0.069392,2.7319,-0.062820
5.4050,-0.069392,2.8087,-0.062896
5.4063,-0.069392,2.8726,-0.062971
5.4075,-0.069392,2.9239,-0.063046
5.4088,-0.069392,2.9622,-0.063119
5.4100,-0.069392,2.9873,-0.063192
5.4113,-0.019143,2.9990,-0.063262
5.4125,-0.019143,2.9974,-0.063331
5.4138,-0.019143,2.9825,-0.063398
5.4150,-0.019143,2.9543,-0.063462
5.4163,-0.019143,2.9129,-0.063523
5.4175,-0.019143,2.8585,-0.063581
5.4188,-0.019143,2.7914,-0.063636
5.4200,-0.019143,2.7117,-0.063687
5.4213,-0.186640,2.6202,-0.063734
5.4225,-0.186640,2.5169,-0.063778
5.4238,-0.186640,2.4024,-0.063817
5.4250,-0.186640,2.2771,-0.063852
5.4263,-0.186640,2.1418,-0.063882
5.4275,-0.186640,1.9969,-0.063907
5.4288,-0.186640,1.8431,-0.063928
5.4300,-0.186640,1.6808,-0.063944
5.4331,0.016750,1.2509,-0.063961
5.4341,0.016750,1.1112,-0.063960
5.4350,0.016750,0.9725,-0.063957
5.4359,0.016750,0.8311,-0.063950
5.4368,0.016750,0.6885,-0.063941
5.4378,0.016750,0.5440,-0.063930
5.4388,0.016750,0.3814,-0.063914
5.4400,0.016750,0.1820,-0.063889
5.4413,-0.232104,-0.0180,-0.063861
5.4425,-0.232104,-0.2180,-0.063827
5.4438,-0.232104,-0.4171,-0.063789
5.4450,-0.232104,-0.6143,-0.063747
5.4463,-0.232104,-0.8089,-0.063701
5.4475,-0.232104,-1.0001,-0.063651
5.4488,-0.232104,-1.1863,-0.063597
5.4500,-0.232104,-1.3675,-0.063540
5.4513,-0.007178,-1.5425,-0.063480
5.4525,-0.007178,-1.7108,-0.063416
5.4538,-0.007178,-1.8713,-0.063351
5.4550,-0.007178,-2.0236,-0.063282
5.4563,-0.007178,-2.1668,-0.063212
5.4575,-0.007178,-2.3004,-0.063140
5.4588,-0.007178,-2.4237,-0.063067
5.4600,-0.007178,-2.5364,-0.062992
5.4613,0.004786,-2.6375,-0.062917
5.4625,0.004786,-2.7270,-0.062842
5.4638,0.004786,-2.8043,-0.062766
5.4650,0.004786,-2.8692,-0.062691
5.4663,0.004786,-2.9212,-0.062616
5.4675,0.004786,-2.9603,-0.062543
5.4688,0.004786,-2.9861,-0.062470
5.4700,0.004786,-2.9987,-0.062399
5.4713,0.004786,-2.9979,-0.062330
5.4725,-0.107677,-2.9837,-0.062264
5.4738,-0.107677,-2.9563,-0.062199
5.4750,-0.107677,-2.9156,-0.062138
5.4763,-0.107677,-2.8620,-0.062080
5.4775,-0.107677,-2.7957,-0.062025
5.4788,-0.107677,-2.7168,-0.061973
5.4800,-0.107677,-2.6259,-0.061926
5.4813,-0.107677,-2.5216,-0.061882
5.4845,-0.174676,-2.2103,-0.061790
5.4854,-0.174676,-2.1048,-0.061769
5.4864,-0.174676,-1.9968,-0.061750
5.4873,-0.174676,-1.8842,-0.061735
5.4882,-0.174676,-1.7668,-0.061722
5.4891,-0.174676,-1.6454,-0.061711
5.4901,-0.174676,-1.5200,-0.061704
5.4913,-0.174676,-1.3459,-0.061698
5.4925,0.224925,-1.1640,-0.061697
5.4938,0.224925,-0.9771,-0.061701
5.4950,0.224925,-0.7857,-0.061710
5.4963,0.224925,-0.5908,-0.061724
5.4975,0.224925,-0.3932,-0.061743
5.4988,0.224925,-0.1940,-0.061767
5.5000,0.224925,0.0064,-0.061795
5.5013,0.224925,0.2063,-0.061828
5.5025,-0.236889,0.4055,-0.061866
5.5038,-0.236889,0.6029,-0.061908
5.5050,-0.236889,0.7976,-0.061954
5.5063,-0.236889,0.9887,-0.062004
5.5075,-0.236889,1.1754,-0.062057
5.5088,-0.236889,1.3569,-0.062114
5.5100,-0.236889,1.5324,-0.062174
5.5113,-0.236889,1.7011,-0.062237
5.5125,-0.064606,1.8621,-0.062303
5.5138,-0.064606,2.0149,-0.062371
5.5150,-0.064606,2.1587,-0.062441
5.5163,-0.064606,2.2928,-0.062513
5.5175,-0.064606,2.4168,-0.062586
5.5188,-0.064606,2.5300,-0.062661
5.5200,-0.064606,2.6319,-0.062736
5.5213,-0.064606,2.7220,-0.062811
5.5225,-0.143569,2.8001,-0.062887
5.5238,-0.143569,2.8657,-0.062962
5.5250,-0.143569,2.9186,-0.063037
5.5263,-0.143569,2.9584,-0.063111
5.5275,-0.143569,2.9850,-0.063183
5.5288,-0.143569,2.9983,-0.063254
5.5300,-0.143569,2.9983,-0.063323
5.5313,-0.143569,2.9849,-0.063390
5.5326,0.016750,2.9573,-0.063456
5.5361,0.016750,2.8084,-0.063623
5.5371,0.016750,2.7516,-0.063663
5.5380,0.016750,2.6893,-0.063700
5.5389,0.016750,2.6207,-0.063734
5.5399,0.016750,2.5436,-0.063767
5.5408,0.016750,2.4621,-0.063797
5.5417,0.016750,2.3748,-0.063825
5.5426,-0.165105,2.2818,-0.063850
5.5438,-0.165105,2.1582,-0.063878
5.5450,-0.165105,2.0145,-0.063904
5.5463,-0.165105,1.8614,-0.063926
5.5475,-0.165105,1.7001,-0.063942
5.5488,-0.165105,1.5318,-0.063953
5.5500,-0.165105,1.3565,-0.063960
5.5513,-0.165105,1.1749,-0.063961
5.5525,-0.165105,0.9882,-0.063957
5.5538,0.095713,0.7970,-0.063948
5.5550,0.095713,0.6023,-0.063935
5.5563,0.095713,0.4049,-0.063916
5.5575,0.095713,0.2057,-0.063893
5.5588,0.095713,0.0056,-0.063864
5.5600,0.095713,-0.1945,-0.063831
5.5613,0.095713,-0.3938,-0.063794
5.5625,0.095713,-0.5913,-0.063752
5.5638,-0.021535,-0.7862,-0.063707
5.5650,-0.021535,-0.9776,-0.063657
5.5663,-0.021535,-1.1646,-0.063604
5.5675,-0.021535,-1.3465,-0.063547
5.5688,-0.021535,-1.5223,-0.063487
5.5700,-0.021535,-1.6914,-0.063424
5.5713,-0.021535,-1.8529,-0.063358
5.5725,-0.021535,-2.0060,-0.063291
5.5738,-0.093320,-2.1504,-0.063221
5.5750,-0.093320,-2.2852,-0.063149
5.5763,-0.093320,-2.4099,-0.063076
5.5775,-0.093320,-2.5236,-0.063001
5.5788,-0.093320,-2.6262,-0.062926
5.5800,-0.093320,-2.7171,-0.062851
5.5813,-0.093320,-2.7959,-0.062775
5.5825,-0.093320,-2.8622,-0.062700
5.5840,-0.172283,-2.9251,-0.062610
5.5885,-0.172283,-2.9997,-0.062354
5.5895,-0.172283,-2.9934,-0.062301
5.5904,-0.172283,-2.9799,-0.062252
5.5913,-0.172283,-2.9592,-0.062205
5.5923,-0.172283,-2.9313,-0.062159
5.5932,-0.172283,-2.8965,-0.062115
5.5941,-0.110070,-2.8545,-0.062073
5.5950,-0.110070,-2.8057,-0.062032
5.5959,-0.110070,-2.7500,-0.061994
5.5969,-0.110070,-2.6877,-0.061957
5.5978,-0.110070,-2.6190,-0.061923
5.5988,-0.110070,-2.5359,-0.061887
5.6000,-0.110070,-2.4233,-0.061847
5.6013,-0.110070,-2.3001,-0.061812
5.6025,-0.110070,-2.1665,-0.061781
5.6038,-0.107677,-2.0232,-0.061755
5.6050,-0.107677,-1.8709,-0.061733
5.6063,-0.107677,-1.7103,-0.061716
5.6075,-0.107677,-1.5421,-0.061705
5.6088,-0.107677,-1.3670,-0.061698
5.6100,-0.107677,-1.1858,-0.061697
5.6113,-0.107677,-0.9993,-0.061700
5.6125,-0.107677,-0.8084,-0.061708
5.6138,-0.062213,-0.6139,-0.061722
5.6150,-0.062213,-0.4166,-0.061740
5.6163,-0.062213,-0.2175,-0.061763
5.6175,-0.062213,-0.0174,-0.061791
5.6188,-0.062213,0.1828,-0.061824
5.6200,-0.062213,0.3823,-0.061861
5.6213,-0.062213,0.5798,-0.061903
5.6225,-0.062213,0.7748,-0.061948
5.6238,-0.059821,0.9665,-0.061997
5.6250,-0.059821,1.1552,-0.062051
5.6263,-0.059821,1.3359,-0.062107
5.6275,-0.059821,1.5120,-0.062167
5.6288,-0.059821,1.6816,-0.062230
5.6300,-0.059821,1.8443,-0.062296
5.6313,-0.059821,1.9976,-0.062363
5.6325,-0.059821,2.1423,-0.062433
5.6338,-0.059821,2.2776,-0.062505
5.6354,-0.035892,2.4390,-0.062600
5.6387,-0.035892,2.7094,-0.062800
5.6397,-0.035892,2.7714,-0.062858
5.6406,-0.035892,2.8247,-0.062913
5.6415,-0.035892,2.8710,-0.062969
5.6425,-0.035892,2.9103,-0.063024
5.6434,-0.035892,2.9426,-0.063079
5.6443,-0.083749,2.9678,-0.063133
5.6452,-0.083749,2.9858,-0.063186
5.6463,-0.083749,2.9975,-0.063246
5.6475,-0.083749,2.9990,-0.063315
5.6488,-0.083749,2.9872,-0.063382
5.6500,-0.083749,2.9621,-0.063447
5.6513,-0.083749,2.9238,-0.063509
5.6525,-0.083749,2.8725,-0.063568
5.6538,-0.083749,2.8083,-0.063623
5.6550,-0.055035,2.7317,-0.063675
5.6563,-0.055035,2.6428,-0.063724
5.6575,-0.055035,2.5423,-0.063768
5.6588,-0.055035,2.4300,-0.063808
5.6601,-0.055035,2.3050,-0.063844
5.6613,-0.055035,2.1739,-0.063875
5.6625,-0.055035,2.0317,-0.063902
5.6638,-0.055035,1.8799,-0.063923
5.6650,0.026321,1.7185,-0.063940
5.6663,0.026321,1.5509,-0.063952
5.6675,0.026321,1.3771,-0.063959
5.6688,0.026321,1.1967,-0.063961
5.6700,0.026321,1.0106,-0.063958
5.6713,0.026321,0.8199,-0.063950
5.6725,0.026321,0.6255,-0.063937
5.6738,0.026321,0.4284,-0.063919
5.6750,-0.076570,0.2294,-0.063896
5.6763,-0.076570,0.0292,-0.063868
5.6775,-0.076570,-0.1709,-0.063836
5.6788,-0.076570,-0.3703,-0.063799
5.6800,-0.076570,-0.5681,-0.063758
5.6813,-0.076570,-0.7638,-0.063712
5.6825,-0.076570,-0.9552,-0.063663
5.6838,-0.076570,-1.1433,-0.063610
5.6850,0.002393,-1.3253,-0.063554
5.6863,0.002393,-1.5035,-0.063494
5.6894,0.002393,-1.9056,-0.063336
5.6903,0.002393,-2.0243,-0.063282
5.6913,0.002393,-2.1310,-0.063230
5.6922,0.002393,-2.2329,-0.063177
5.6931,0.002393,-2.3294,-0.063124
5.6940,0.002393,-2.4197,-0.063069
5.6950,-0.191426,-2.5109,-0.063010
5.6963,-0.191426,-2.6147,-0.062935
5.6975,-0.191426,-2.7070,-0.062860
5.6988,-0.191426,-2.7872,-0.062784
5.7000,-0.191426,-2.8551,-0.062709
5.7013,-0.191426,-2.9102,-0.062634
5.7025,-0.191426,-2.9523,-0.062560
5.7038,-0.191426,-2.9813,-0.062487
5.7050,-0.191426,-2.9970,-0.062416
5.7063,-0.141177,-2.9993,-0.062346
5.7075,-0.141177,-2.9883,-0.062279
5.7088,-0.141177,-2.9639,-0.062214
5.7100,-0.141177,-2.9264,-0.062152
5.7113,-0.141177,-2.8758,-0.062093
5.7125,-0.141177,-2.8125,-0.062037
5.7138,-0.141177,-2.7365,-0.061985
5.7150,-0.141177,-2.6484,-0.061937
5.7163,-0.143569,-2.5485,-0.061892
5.7175,-0.143569,-2.4372,-0.061852
5.7188,-0.143569,-2.3151,-0.061816
5.7200,-0.143569,-2.1824,-0.061784
5.7213,-0.143569,-2.0405,-0.061757
5.7225,-0.143569,-1.8893,-0.061735
5.7238,-0.143569,-1.7296,-0.061718
5.7250,-0.143569,-1.5623,-0.061706
5.7263,-0.047856,-1.3880,-0.061699
5.7276,-0.047856,-1.2046,-0.061696
5.7288,-0.047856,-1.0214,-0.061699
5.7300,-0.047856,-0.8310,-0.061707
5.7313,-0.047856,-0.6369,-0.061720
5.7325,-0.047856,-0.4399,-0.061738
5.7338,-0.047856,-0.2410,-0.061760
5.7350,-0.047856,-0.0409,-0.061788
5.7363,-0.074178,0.1593,-0.061820
5.7375,-0.074178,0.3587,-0.061857
5.7407,-0.074178,0.8569,-0.061969
5.7417,-0.074178,1.0017,-0.062007
5.7426,-0.074178,1.1399,-0.062046
5.7435,-0.074178,1.2752,-0.062088
5.7444,-0.074178,1.4074,-0.062131
5.7454,-0.074178,1.5360,-0.062176
5.7463,0.155533,1.6625,-0.062222
5.7475,0.155533,1.8252,-0.062288
5.7488,0.155533,1.9797,-0.062355
5.7500,0.155533,2.1257,-0.062425
5.7513,0.155533,2.2622,-0.062496
5.7525,0.155533,2.3886,-0.062569
5.7538,0.155533,2.5043,-0.062643
5.7550,0.155533,2.6089,-0.062718
5.7563,-0.141177,2.7019,-0.062793
5.7575,-0.141177,2.7829,-0.062869
5.7588,-0.141177,2.8514,-0.062944
5.7600,-0.141177,2.9073,-0.063019
5.7613,-0.141177,2.9502,-0.063093
5.7625,-0.141177,2.9800,-0.063166
5.7638,-0.141177,2.9964,-0.063238
5.7650,-0.141177,2.9995,-0.063307
5.7663,0.052642,2.9893,-0.063375
5.7675,0.052642,2.9657,-0.063439
5.7688,0.052642,2.9290,-0.063502
5.7700,0.052642,2.8792,-0.063561
5.7713,0.052642,2.8165,-0.063617
5.7725,0.052642,2.7414,-0.063669
5.7738,0.052642,2.6540,-0.063718
5.7750,0.052642,2.5548,-0.063763
5.7763,0.000000,2.4441,-0.063804
5.7775,0.000000,2.3226,-0.063840
5.7788,0.000000,2.1907,-0.063872
5.7800,0.000000,2.0491,-0.063899
5.7813,0.000000,1.8984,-0.063921
5.7825,0.000000,1.7392,-0.063939
5.7838,0.000000,1.5722,-0.063951
5.7850,0.000000,1.3983,-0.063959
