t_sec,imu_m_s2,x_cmd_mm,fit_m_s2
3.0023,0.239282,-2.4818,-0.065587
3.0032,0.239282,-2.4633,-0.065596
3.0041,0.239282,-2.4392,-0.065601
3.0051,0.239282,-2.4093,-0.065603
3.0060,0.239282,-2.3735,-0.065602
3.0069,0.239282,-2.3320,-0.065597
3.0082,0.239282,-2.2667,-0.065584
3.0094,0.239282,-2.1914,-0.065566
3.0107,0.239282,-2.1062,-0.065541
3.0119,-0.007178,-2.0117,-0.065510
3.0132,-0.007178,-1.9082,-0.065474
3.0144,-0.007178,-1.7943,-0.065430
3.0157,-0.007178,-1.6758,-0.065383
3.0169,-0.007178,-1.5487,-0.065330
3.0182,-0.007178,-1.4144,-0.065271
3.0194,-0.007178,-1.2729,-0.065208
3.0207,-0.007178,-1.1266,-0.065140
3.0219,-0.007178,-0.9756,-0.065068
3.0232,-0.028714,-0.8204,-0.064992
3.0244,-0.028714,-0.6610,-0.064912
3.0257,-0.028714,-0.4987,-0.064829
3.0269,-0.028714,-0.3342,-0.064743
3.0282,-0.028714,-0.1682,-0.064655
3.0294,-0.028714,-0.0014,-0.064564
3.0307,-0.028714,0.1662,-0.064472
3.0319,-0.028714,0.3318,-0.064378
3.0332,-0.064606,0.4961,-0.064284
3.0344,-0.064606,0.6585,-0.064189
3.0357,-0.064606,0.8179,-0.064094
3.0369,-0.064606,0.9736,-0.064000
3.0382,-0.064606,1.1251,-0.063906
3.0394,-0.064606,1.2715,-0.063814
3.0407,-0.064606,1.4123,-0.063723
3.0419,-0.064606,1.5468,-0.063634
3.0432,-0.380459,1.6743,-0.063548
3.0444,-0.380459,1.7945,-0.063464
3.0457,-0.380459,1.9066,-0.063384
3.0469,-0.380459,2.0102,-0.063307
3.0482,-0.380459,2.1049,-0.063234
3.0494,-0.380459,2.1902,-0.063166
3.0507,-0.380459,2.2685,-0.063099
3.0545,-0.215354,2.4327,-0.062937
3.0555,-0.215354,2.4597,-0.062902
3.0564,-0.215354,2.4788,-0.062873
3.0573,-0.215354,2.4918,-0.062847
3.0582,-0.215354,2.4987,-0.062825
3.0591,-0.215354,2.4996,-0.062805
3.0601,-0.215354,2.4942,-0.062789
3.0610,-0.215354,2.4828,-0.062776
3.0619,-0.215354,2.4654,-0.062767
3.0632,-0.026321,2.4334,-0.062761
3.0644,-0.026321,2.3899,-0.062760
3.0657,-0.026321,2.3356,-0.062766
3.0669,-0.026321,2.2709,-0.062778
3.0682,-0.026321,2.1961,-0.062796
3.0694,-0.026321,2.1115,-0.062820
3.0707,-0.026321,2.0175,-0.062851
3.0719,-0.026321,1.9145,-0.062887
3.0732,-0.026321,1.8030,-0.062929
3.0744,-0.026321,1.6835,-0.062977
3.0757,-0.026321,1.5564,-0.063030
3.0769,-0.026321,1.4224,-0.063088
3.0782,-0.026321,1.2822,-0.063151
3.0794,-0.026321,1.1361,-0.063219
3.0807,-0.026321,0.9850,-0.063291
3.0819,-0.026321,0.8296,-0.063367
3.0832,-0.009571,0.6704,-0.063446
3.0844,-0.009571,0.5082,-0.063529
3.0857,-0.009571,0.3438,-0.063615
3.0869,-0.009571,0.1779,-0.063703
3.0882,-0.009571,0.0099,-0.063794
3.0894,-0.009571,-0.1575,-0.063886
3.0907,-0.009571,-0.3221,-0.063979
3.0919,-0.009571,-0.4866,-0.064073
3.0932,-0.064606,-0.6490,-0.064168
3.0944,-0.064606,-0.8086,-0.064263
3.0957,-0.064606,-0.9646,-0.064357
3.0969,-0.064606,-1.1163,-0.064451
3.0982,-0.064606,-1.2630,-0.064544
3.0994,-0.064606,-1.4043,-0.064635
3.1007,-0.064606,-1.5390,-0.064723
3.1019,-0.064606,-1.6670,-0.064810
3.1032,-0.064606,-1.7876,-0.064894
3.1044,0.035892,-1.9002,-0.064974
3.1057,0.035892,-2.0048,-0.065051
3.1069,0.035892,-2.0997,-0.065124
3.1082,0.035892,-2.1854,-0.065193
3.1094,0.035892,-2.2615,-0.065258
3.1107,0.035892,-2.3276,-0.065317
3.1119,0.035892,-2.3833,-0.065372
3.1156,0.189033,-2.4853,-0.065502
3.1166,0.189033,-2.4961,-0.065527
3.1175,0.189033,-2.4999,-0.065548
3.1184,0.189033,-2.4977,-0.065566
3.1194,0.189033,-2.4895,-0.065580
3.1203,0.189033,-2.4752,-0.065591
3.1212,0.189033,-2.4549,-0.065599
3.1221,0.189033,-2.4287,-0.065603
3.1232,0.189033,-2.3927,-0.065603
3.1244,-0.471386,-2.3391,-0.065598
3.1257,-0.471386,-2.2750,-0.065586
3.1269,-0.471386,-2.2008,-0.065568
3.1282,-0.471386,-2.1167,-0.065544
3.1294,-0.471386,-2.0233,-0.065514
3.1307,-0.471386,-1.9207,-0.065478
3.1319,-0.471386,-1.8096,-0.065436
3.1332,-0.471386,-1.6907,-0.065389
3.1344,0.145962,-1.5641,-0.065336
3.1357,0.145962,-1.4305,-0.065278
3.1369,0.145962,-1.2905,-0.065216
3.1382,0.145962,-1.1448,-0.065148
3.1394,0.145962,-0.9940,-0.065076
3.1407,0.145962,-0.8388,-0.065001
3.1419,0.145962,-0.6798,-0.064921
3.1432,0.145962,-0.5178,-0.064839
3.1444,0.155533,-0.3535,-0.064753
3.1457,0.155533,-0.1876,-0.064665
3.1469,0.155533,-0.0209,-0.064575
3.1482,0.155533,0.1459,-0.064483
3.1494,0.155533,0.3121,-0.064389
3.1507,0.155533,0.4768,-0.064295
3.1519,0.155533,0.6409,-0.064200
3.1532,0.155533,0.8000,-0.064105
3.1544,0.102891,0.9556,-0.064011
3.1557,0.102891,1.1074,-0.063917
3.1569,0.102891,1.2545,-0.063825
3.1582,0.102891,1.3959,-0.063734
3.1594,0.102891,1.5313,-0.063644
3.1607,0.102891,1.6597,-0.063558
3.1619,0.102891,1.7807,-0.063474
3.1632,0.102891,1.8938,-0.063393
3.1668,-0.344566,2.1713,-0.063181
3.1677,-0.344566,2.2327,-0.063130
3.1687,-0.344566,2.2861,-0.063084
3.1696,-0.344566,2.3337,-0.063040
3.1705,-0.344566,2.3752,-0.062999
3.1715,-0.344566,2.4107,-0.062962
3.1724,-0.344566,2.4404,-0.062927
3.1733,-0.344566,2.4642,-0.062896
3.1744,-0.382852,2.4848,-0.062862
3.1757,-0.382852,2.4976,-0.062830
3.1769,-0.382852,2.4993,-0.062803
3.1782,-0.382852,2.4899,-0.062783
3.1794,-0.382852,2.4694,-0.062769
3.1807,-0.382852,2.4379,-0.062761
3.1819,-0.382852,2.3955,-0.062760
3.1832,-0.382852,2.3425,-0.062765
3.1844,-0.382852,2.2790,-0.062776
3.1857,-0.263210,2.2054,-0.062793
3.1869,-0.263210,2.1219,-0.062817
3.1882,-0.263210,2.0287,-0.062847
3.1894,-0.263210,1.9267,-0.062882
3.1907,-0.263210,1.8165,-0.062924
3.1919,-0.263210,1.6980,-0.062971
3.1932,-0.263210,1.5718,-0.063023
3.1944,-0.263210,1.4387,-0.063081
3.1957,-0.069392,1.2991,-0.063143
3.1969,-0.069392,1.1537,-0.063210
3.1982,-0.069392,1.0032,-0.063282
3.1994,-0.069392,0.8481,-0.063357
3.2007,-0.069392,0.6894,-0.063437
3.2019,-0.069392,0.5276,-0.063519
3.2032,-0.069392,0.3634,-0.063604
3.2044,-0.069392,0.1975,-0.063692
3.2057,0.258425,0.0305,-0.063783
3.2069,0.258425,-0.1360,-0.063874
3.2082,0.258425,-0.3024,-0.063968
3.2094,0.258425,-0.4672,-0.064062
3.2107,0.258425,-0.6300,-0.064157
3.2119,0.258425,-0.7900,-0.064252
3.2132,0.258425,-0.9465,-0.064346
3.2144,0.258425,-1.0988,-0.064440
3.2178,0.098106,-1.4835,-0.064687
3.2187,0.098106,-1.5860,-0.064755
3.2197,0.098106,-1.6794,-0.064818
3.2206,0.098106,-1.7686,-0.064880
3.2215,0.098106,-1.8534,-0.064940
3.2224,0.098106,-1.9337,-0.064999
3.2234,0.098106,-2.0093,-0.065055
3.2244,0.098106,-2.0889,-0.065116
3.2257,0.251246,-2.1758,-0.065185
3.2269,0.251246,-2.2531,-0.065250
3.2282,0.251246,-2.3203,-0.065310
3.2294,0.251246,-2.3773,-0.065366
3.2307,0.251246,-2.4236,-0.065415
3.2319,0.251246,-2.4591,-0.065460
3.2332,0.251246,-2.4837,-0.065498
3.2344,0.251246,-2.4972,-0.065531
3.2357,-0.447458,-2.4995,-0.065558
3.2369,-0.447458,-2.4908,-0.065579
3.2382,-0.447458,-2.4709,-0.065593
3.2394,-0.447458,-2.4400,-0.065601
3.2407,-0.447458,-2.3983,-0.065603
3.2419,-0.447458,-2.3459,-0.065599
3.2432,-0.447458,-2.2830,-0.065588
3.2444,-0.447458,-2.2100,-0.065571
3.2457,-0.078963,-2.1271,-0.065547
3.2469,-0.078963,-2.0347,-0.065518
3.2482,-0.078963,-1.9333,-0.065483
3.2494,-0.078963,-1.8233,-0.065442
3.2507,-0.078963,-1.7051,-0.065395
3.2519,-0.078963,-1.5793,-0.065343
3.2532,-0.078963,-1.4466,-0.065285
3.2544,-0.078963,-1.3073,-0.065223
3.2557,-0.136391,-1.1624,-0.065156
3.2569,-0.136391,-1.0119,-0.065085
3.2582,-0.136391,-0.8572,-0.065010
3.2594,-0.136391,-0.6987,-0.064931
3.2607,-0.136391,-0.5369,-0.064849
3.2619,-0.136391,-0.3728,-0.064763
3.2632,-0.136391,-0.2071,-0.064676
3.2644,-0.136391,-0.0405,-0.064586
3.2657,-0.136391,0.1265,-0.064494
3.2688,0.174676,0.5430,-0.064257
3.2698,0.174676,0.6692,-0.064183
3.2707,0.174676,0.7872,-0.064113
3.2716,0.174676,0.9031,-0.064043
3.2725,0.174676,1.0169,-0.063973
3.2735,0.174676,1.1281,-0.063904
3.2744,0.174676,1.2366,-0.063836
3.2757,0.174676,1.3798,-0.063744
3.2769,-0.026321,1.5157,-0.063655
3.2782,-0.026321,1.6450,-0.063568
3.2794,-0.026321,1.7670,-0.063484
3.2807,-0.026321,1.8809,-0.063403
3.2819,-0.026321,1.9866,-0.063325
3.2832,-0.026321,2.0834,-0.063251
3.2844,-0.026321,2.1709,-0.063182
3.2857,-0.026321,2.2488,-0.063116
3.2869,-0.184247,2.3167,-0.063056
3.2882,-0.184247,2.3742,-0.063000
3.2894,-0.184247,2.4211,-0.062950
3.2907,-0.184247,2.4573,-0.062905
3.2919,-0.184247,2.4825,-0.062866
3.2932,-0.184247,2.4967,-0.062833
3.2944,-0.184247,2.4997,-0.062806
3.2957,-0.184247,2.4916,-0.062785
3.2969,-0.131605,2.4724,-0.062770
3.2982,-0.131605,2.4422,-0.062762
3.2994,-0.131605,2.4011,-0.062760
3.3007,-0.131605,2.3493,-0.062764
3.3019,-0.131605,2.2870,-0.062774
3.3032,-0.131605,2.2146,-0.062791
3.3044,-0.131605,2.1323,-0.062814
3.3057,-0.131605,2.0405,-0.062843
3.3069,-0.466600,1.9396,-0.062878
3.3082,-0.466600,1.8288,-0.062919
3.3094,-0.466600,1.7122,-0.062965
3.3107,-0.466600,1.5869,-0.063017
3.3119,-0.466600,1.4544,-0.063074
3.3132,-0.466600,1.3156,-0.063136
3.3144,-0.466600,1.1709,-0.063202
3.3157,-0.466600,1.0210,-0.063273
3.3169,-0.019143,0.8665,-0.063348
3.3199,-0.019143,0.4794,-0.063544
3.3209,-0.019143,0.3543,-0.063609
3.3218,-0.019143,0.2319,-0.063674
3.3227,-0.019143,0.1091,-0.063740
3.3236,-0.019143,-0.0141,-0.063807
3.3246,-0.019143,-0.1369,-0.063875
3.3257,-0.019143,-0.2829,-0.063957
3.3269,0.038285,-0.4479,-0.064051
3.3282,0.038285,-0.6108,-0.064146
3.3294,0.038285,-0.7713,-0.064241
3.3307,0.038285,-0.9283,-0.064335
3.3319,0.038285,-1.0813,-0.064429
3.3332,0.038285,-1.2290,-0.064522
3.3344,0.038285,-1.3715,-0.064613
3.3357,0.038285,-1.5079,-0.064703
3.3369,0.038285,-1.6376,-0.064790
3.3382,0.148355,-1.7599,-0.064874
3.3394,0.148355,-1.8746,-0.064956
3.3407,0.148355,-1.9806,-0.065033
3.3419,0.148355,-2.0780,-0.065107
3.3432,0.148355,-2.1661,-0.065177
3.3444,0.148355,-2.2445,-0.065243
3.3457,0.148355,-2.3130,-0.065304
3.3469,0.148355,-2.3711,-0.065359
3.3482,0.200997,-2.4187,-0.065410
3.3494,0.200997,-2.4555,-0.065455
3.3507,0.200997,-2.4813,-0.065494
3.3519,0.200997,-2.4962,-0.065528
3.3532,0.200997,-2.4998,-0.065555
3.3544,0.200997,-2.4924,-0.065577
3.3557,0.200997,-2.4738,-0.065592
3.3569,0.200997,-2.4443,-0.065601
3.3582,-0.318245,-2.4038,-0.065603
3.3594,-0.318245,-2.3526,-0.065600
3.3607,-0.318245,-2.2909,-0.065589
3.3619,-0.318245,-2.2191,-0.065573
3.3632,-0.318245,-2.1373,-0.065551
3.3644,-0.318245,-2.0461,-0.065522
3.3657,-0.318245,-1.9457,-0.065487
3.3669,-0.318245,-1.8367,-0.065447
3.3685,-0.057428,-1.6835,-0.065386
3.3712,-0.057428,-1.4006,-0.065265
3.3722,-0.057428,-1.2942,-0.065217
3.3731,-0.057428,-1.1872,-0.065168
3.3740,-0.057428,-1.0776,-0.065116
3.3749,-0.057428,-0.9652,-0.065063
3.3759,-0.057428,-0.8504,-0.065007
3.3769,-0.057428,-0.7175,-0.064940
3.3782,-0.081356,-0.5561,-0.064859
3.3794,-0.081356,-0.3922,-0.064774
3.3807,-0.081356,-0.2267,-0.064686
3.3819,-0.081356,-0.0601,-0.064596
3.3832,-0.081356,0.1067,-0.064505
3.3844,-0.081356,0.2731,-0.064412
3.3857,-0.081356,0.4383,-0.064317
3.3869,-0.081356,0.6015,-0.064223
3.3882,0.078963,0.7620,-0.064128
3.3894,0.078963,0.9191,-0.064033
3.3907,0.078963,1.0722,-0.063939
3.3919,0.078963,1.2204,-0.063846
3.3932,0.078963,1.3633,-0.063755
3.3944,0.078963,1.5000,-0.063665
3.3957,0.078963,1.6301,-0.063578
3.3969,0.078963,1.7529,-0.063493
3.3982,-0.081356,1.8679,-0.063412
3.3994,-0.081356,1.9746,-0.063334
3.4007,-0.081356,2.0725,-0.063260
3.4019,-0.081356,2.1611,-0.063189
3.4032,-0.081356,2.2402,-0.063124
3.4044,-0.081356,2.3092,-0.063063
3.4057,-0.081356,2.3680,-0.063007
3.4069,-0.081356,2.4162,-0.062956
3.4082,-0.208176,2.4536,-0.062910
3.4094,-0.208176,2.4801,-0.062871
3.4107,-0.208176,2.4956,-0.062837
3.4119,-0.208176,2.4999,-0.062809
3.4132,-0.208176,2.4931,-0.062787
3.4144,-0.208176,2.4752,-0.062772
3.4157,-0.208176,2.4463,-0.062762
3.4169,-0.208176,2.4065,-0.062760
3.4182,-0.208176,2.3559,-0.062763
3.4196,-0.122034,2.2820,-0.062775
3.4225,-0.122034,2.1000,-0.062824
3.4235,-0.122034,2.0287,-0.062847
3.4244,-0.122034,1.9543,-0.062873
3.4253,-0.122034,1.8752,-0.062901
3.4262,-0.122034,1.7916,-0.062933
3.4271,-0.122034,1.7037,-0.062968
3.4282,-0.122034,1.6020,-0.063010
3.4294,-0.392423,1.4705,-0.063067
3.4307,-0.392423,1.3323,-0.063128
3.4319,-0.392423,1.1880,-0.063194
3.4332,-0.392423,1.0388,-0.063265
3.4344,-0.392423,0.8848,-0.063339
3.4357,-0.392423,0.7269,-0.063418
3.4369,-0.392423,0.5657,-0.063499
3.4382,-0.392423,0.4020,-0.063584
3.4394,0.064606,0.2363,-0.063672
3.4407,0.064606,0.0699,-0.063761
3.4419,0.064606,-0.0969,-0.063853
3.4432,0.064606,-0.2633,-0.063946
3.4444,0.064606,-0.4286,-0.064040
3.4457,0.064606,-0.5919,-0.064135
3.4469,0.064606,-0.7526,-0.064229
3.4482,0.064606,-0.9100,-0.064324
3.4494,0.045464,-1.0633,-0.064418
3.4507,0.045464,-1.2119,-0.064511
3.4519,0.045464,-1.3550,-0.064603
3.4532,0.045464,-1.4922,-0.064692
3.4544,0.045464,-1.6227,-0.064780
3.4557,0.045464,-1.7459,-0.064864
3.4569,0.045464,-1.8614,-0.064946
3.4582,0.045464,-1.9686,-0.065024
3.4594,0.090927,-2.0672,-0.065099
3.4607,0.090927,-2.1563,-0.065169
3.4619,0.090927,-2.2358,-0.065235
3.4632,0.090927,-2.3054,-0.065297
3.4644,0.090927,-2.3648,-0.065353
3.4657,0.090927,-2.4136,-0.065404
3.4669,0.090927,-2.4517,-0.065450
3.4682,0.090927,-2.4789,-0.065490
3.4694,-0.033500,-2.4950,-0.065524
3.4710,-0.033500,-2.4994,-0.065559
3.4750,-0.033500,-2.4303,-0.065602
3.4760,-0.033500,-2.3957,-0.065603
3.4769,-0.033500,-2.3575,-0.065600
3.4779,-0.033500,-2.3136,-0.065594
3.4788,-0.033500,-2.2641,-0.065584
3.4797,0.098106,-2.2092,-0.065571
3.4806,0.098106,-2.1489,-0.065554
3.4816,0.098106,-2.0835,-0.065534
3.4825,0.098106,-2.0130,-0.065511
3.4834,0.098106,-1.9376,-0.065484
3.4844,0.098106,-1.8498,-0.065452
3.4857,0.098106,-1.7336,-0.065406
3.4869,0.098106,-1.6096,-0.065356
3.4882,0.098106,-1.4784,-0.065299
3.4894,-0.282353,-1.3406,-0.065238
3.4907,-0.282353,-1.1969,-0.065173
3.4919,-0.282353,-1.0478,-0.065102
3.4932,-0.282353,-0.8940,-0.065028
3.4944,-0.282353,-0.7363,-0.064950
3.4957,-0.282353,-0.5753,-0.064868
3.4969,-0.282353,-0.4117,-0.064784
3.4982,-0.282353,-0.2463,-0.064697
3.4994,-0.282353,-0.0798,-0.064607
3.5007,0.035892,0.0871,-0.064515
3.5019,0.035892,0.2536,-0.064423
3.5032,0.035892,0.4189,-0.064329
3.5044,0.035892,0.5824,-0.064234
3.5057,0.035892,0.7433,-0.064139
3.5069,0.035892,0.9008,-0.064044
3.5082,0.035892,1.0544,-0.063950
3.5094,0.035892,1.2033,-0.063857
3.5107,-0.038285,1.3468,-0.063765
3.5119,-0.038285,1.4842,-0.063676
3.5132,-0.038285,1.6152,-0.063588
3.5144,-0.038285,1.7389,-0.063503
3.5157,-0.038285,1.8548,-0.063421
3.5169,-0.038285,1.9625,-0.063343
3.5182,-0.038285,2.0615,-0.063268
3.5194,-0.038285,2.1512,-0.063198
3.5207,0.038285,2.2314,-0.063131
3.5219,0.038285,2.3016,-0.063070
3.5232,0.038285,2.3621,-0.063013
3.5259,0.038285,2.4571,-0.062906
3.5269,0.038285,2.4772,-0.062876
3.5278,0.038285,2.4908,-0.062850
3.5287,0.038285,2.4983,-0.062827
3.5297,0.038285,2.4998,-0.062807
3.5307,-0.248854,2.4945,-0.062789
3.5319,-0.248854,2.4779,-0.062773
3.5332,-0.248854,2.4503,-0.062763
3.5344,-0.248854,2.4117,-0.062760
3.5357,-0.248854,2.3624,-0.062762
3.5369,-0.248854,2.3026,-0.062771
3.5382,-0.248854,2.2325,-0.062786
3.5394,-0.248854,2.1525,-0.062808
3.5407,-0.193819,2.0629,-0.062835
3.5419,-0.193819,1.9641,-0.062869
3.5432,-0.193819,1.8565,-0.062908
3.5444,-0.193819,1.7407,-0.062954
3.5457,-0.193819,1.6171,-0.063004
3.5469,-0.193819,1.4863,-0.063060
3.5482,-0.193819,1.3489,-0.063121
3.5494,-0.193819,1.2055,-0.063186
3.5507,-0.251246,1.0567,-0.063256
3.5519,-0.251246,0.9032,-0.063330
3.5532,-0.251246,0.7457,-0.063408
3.5544,-0.251246,0.5849,-0.063490
3.5557,-0.251246,0.4214,-0.063574
3.5569,-0.251246,0.2561,-0.063661
3.5582,-0.251246,0.0896,-0.063751
3.5594,-0.251246,-0.0775,-0.063842
3.5607,-0.050249,-0.2438,-0.063935
3.5619,-0.050249,-0.4092,-0.064029
3.5632,-0.050249,-0.5728,-0.064123
3.5644,-0.050249,-0.7341,-0.064218
3.5657,-0.050249,-0.8917,-0.064313
3.5669,-0.050249,-1.0455,-0.064407
3.5682,-0.050249,-1.1947,-0.064500
3.5694,-0.050249,-1.3385,-0.064592
3.5707,0.062213,-1.4764,-0.064682
3.5719,0.062213,-1.6077,-0.064770
3.5732,0.062213,-1.7319,-0.064855
3.5744,0.062213,-1.8484,-0.064937
3.5770,0.062213,-2.0618,-0.065095
3.5779,0.062213,-2.1304,-0.065149
3.5788,0.062213,-2.1922,-0.065199
3.5798,0.062213,-2.2487,-0.065246
3.5807,0.062213,-2.2998,-0.065292
3.5819,0.361316,-2.3584,-0.065347
3.5832,0.361316,-2.4084,-0.065398
3.5844,0.361316,-2.4478,-0.065445
3.5857,0.361316,-2.4763,-0.065485
3.5869,0.361316,-2.4937,-0.065520
3.5882,0.361316,-2.5000,-0.065549
3.5894,0.361316,-2.4951,-0.065572
3.5907,0.361316,-2.4792,-0.065589
3.5919,-0.165105,-2.4522,-0.065599
3.5932,-0.165105,-2.4143,-0.065603
3.5944,-0.165105,-2.3656,-0.065601
3.5957,-0.165105,-2.3064,-0.065592
3.5969,-0.165105,-2.2369,-0.065577
3.5982,-0.165105,-2.1575,-0.065556
3.5994,-0.165105,-2.0683,-0.065529
3.6007,-0.165105,-1.9701,-0.065496
3.6019,-0.074178,-1.8631,-0.065457
3.6032,-0.074178,-1.7477,-0.065412
3.6044,-0.074178,-1.6246,-0.065362
3.6057,-0.074178,-1.4942,-0.065306
3.6069,-0.074178,-1.3571,-0.065246
3.6082,-0.074178,-1.2141,-0.065180
3.6094,-0.074178,-1.0656,-0.065111
3.6107,-0.074178,-0.9123,-0.065037
3.6119,-0.181855,-0.7552,-0.064959
3.6132,-0.181855,-0.5945,-0.064878
3.6144,-0.181855,-0.4312,-0.064794
3.6157,-0.181855,-0.2658,-0.064707
3.6169,-0.181855,-0.0994,-0.064618
3.6182,-0.181855,0.0675,-0.064526
3.6194,-0.181855,0.2340,-0.064434
3.6207,-0.181855,0.3995,-0.064340
3.6219,-0.043071,0.5633,-0.064245
3.6232,-0.043071,0.7245,-0.064150
3.6244,-0.043071,0.8825,-0.064055
3.6257,-0.043071,1.0367,-0.063961
3.6281,-0.043071,1.3263,-0.063779
3.6291,-0.043071,1.4314,-0.063710
3.6300,-0.043071,1.5308,-0.063645
3.6309,-0.043071,1.6274,-0.063580
3.6319,-0.004786,1.7248,-0.063513
3.6332,-0.004786,1.8416,-0.063431
3.6344,-0.004786,1.9503,-0.063352
3.6357,-0.004786,2.0503,-0.063277
3.6369,-0.004786,2.1411,-0.063206
3.6382,-0.004786,2.2225,-0.063139
3.6394,-0.004786,2.2939,-0.063077
3.6407,-0.004786,2.3551,-0.063019
3.6419,-0.052642,2.4058,-0.062967
3.6432,-0.052642,2.4458,-0.062921
3.6444,-0.052642,2.4749,-0.062880
3.6457,-0.052642,2.4930,-0.062844
3.6469,-0.052642,2.4999,-0.062815
3.6482,-0.052642,2.4957,-0.062792
3.6494,-0.052642,2.4804,-0.062775
3.6507,-0.052642,2.4541,-0.062764
3.6519,-0.162712,2.4165,-0.062760
3.6532,-0.162712,2.3682,-0.062762
3.6544,-0.162712,2.3101,-0.062770
3.6557,-0.162712,2.2413,-0.062784
3.6569,-0.162712,2.1624,-0.062805
3.6582,-0.162712,2.0739,-0.062832
3.6594,-0.162712,1.9760,-0.062865
3.6607,-0.162712,1.8696,-0.062904
3.6619,-0.162712,1.7547,-0.062948
3.6632,-0.258425,1.6320,-0.062998
3.6644,-0.258425,1.5022,-0.063053
3.6657,-0.258425,1.3655,-0.063113
3.6669,-0.258425,1.2226,-0.063178
3.6682,-0.258425,1.0744,-0.063248
3.6694,-0.258425,0.9213,-0.063322
3.6707,-0.258425,0.7644,-0.063399
3.6719,-0.258425,0.6039,-0.063480
3.6732,-0.189033,0.4407,-0.063564
3.6744,-0.189033,0.2756,-0.063651
3.6757,-0.189033,0.1092,-0.063740
3.6769,-0.189033,-0.0580,-0.063831
3.6792,-0.189033,-0.3634,-0.064003
3.6801,-0.189033,-0.4879,-0.064074
3.6811,-0.189033,-0.6080,-0.064144
3.6820,-0.189033,-0.7267,-0.064214
3.6832,-0.014357,-0.8733,-0.064302
3.6844,-0.014357,-1.0277,-0.064396
3.6857,-0.014357,-1.1774,-0.064489
3.6869,-0.014357,-1.3219,-0.064581
3.6882,-0.014357,-1.4605,-0.064671
3.6894,-0.014357,-1.5926,-0.064759
3.6907,-0.014357,-1.7178,-0.064845
3.6919,-0.014357,-1.8350,-0.064927
3.6932,0.232104,-1.9441,-0.065006
3.6944,0.232104,-2.0446,-0.065082
3.6957,0.232104,-2.1360,-0.065153
3.6969,0.232104,-2.2179,-0.065220
3.6982,0.232104,-2.2899,-0.065283
3.6994,0.232104,-2.3518,-0.065340
3.7007,0.232104,-2.4031,-0.065393
3.7019,0.232104,-2.4437,-0.065440
3.7032,0.040678,-2.4735,-0.065481
3.7044,0.040678,-2.4922,-0.065517
3.7057,0.040678,-2.4998,-0.065546
3.7069,0.040678,-2.4963,-0.065570
3.7082,0.040678,-2.4816,-0.065587
3.7094,0.040678,-2.4560,-0.065598
3.7107,0.040678,-2.4193,-0.065603
3.7119,0.040678,-2.3719,-0.065602
3.7132,0.071785,-2.3139,-0.065594
3.7144,0.071785,-2.2456,-0.065580
3.7157,0.071785,-2.1674,-0.065559
3.7169,0.071785,-2.0795,-0.065533
3.7182,0.071785,-1.9822,-0.065500
3.7194,0.071785,-1.8761,-0.065462
3.7207,0.071785,-1.7617,-0.065418
3.7219,0.071785,-1.6394,-0.065368
3.7232,-0.239282,-1.5099,-0.065313
3.7244,-0.239282,-1.3736,-0.065253
3.7257,-0.239282,-1.2312,-0.065188
3.7269,-0.239282,-1.0833,-0.065119
3.7282,-0.239282,-0.9300,-0.065046
3.7306,-0.239282,-0.6142,-0.064888
3.7316,-0.239282,-0.4851,-0.064822
3.7326,-0.239282,-0.3588,-0.064756
3.7336,0.078963,-0.2284,-0.064687
3.7345,0.078963,-0.1019,-0.064619
3.7357,0.078963,0.0481,-0.064537
3.7369,0.078963,0.2144,-0.064445
3.7382,0.078963,0.3801,-0.064351
3.7394,0.078963,0.5441,-0.064256
3.7407,0.078963,0.7055,-0.064161
3.7419,0.078963,0.8639,-0.064067
3.7432,0.078963,1.0185,-0.063972
3.7444,-0.294317,1.1687,-0.063879
3.7457,-0.294317,1.3135,-0.063787
3.7469,-0.294317,1.4525,-0.063697
3.7482,-0.294317,1.5850,-0.063609
3.7494,-0.294317,1.7105,-0.063523
3.7507,-0.294317,1.8283,-0.063440
3.7519,-0.294317,1.9379,-0.063361
3.7532,-0.294317,2.0390,-0.063285
3.7544,0.078963,2.1309,-0.063214
3.7557,0.078963,2.2134,-0.063146
3.7569,0.078963,2.2860,-0.063084
3.7582,0.078963,2.3484,-0.063026
3.7594,0.078963,2.4004,-0.062973
3.7607,0.078963,2.4416,-0.062926
3.7619,0.078963,2.4720,-0.062884
3.7632,0.078963,2.4914,-0.062848
3.7644,-0.141177,2.4997,-0.062818
3.7657,-0.141177,2.4968,-0.062794
3.7669,-0.141177,2.4828,-0.062777
3.7682,-0.141177,2.4578,-0.062765
3.7694,-0.141177,2.4217,-0.062760
3.7707,-0.141177,2.3750,-0.062761
3.7719,-0.141177,2.3176,-0.062768
3.7732,-0.141177,2.2499,-0.062782
3.7744,-0.110070,2.1722,-0.062802
3.7757,-0.110070,2.0848,-0.062828
3.7769,-0.110070,1.9881,-0.062861
3.7782,-0.110070,1.8822,-0.062899
3.7794,-0.110070,1.7683,-0.062943
3.7821,-0.110070,1.4977,-0.063055
3.7830,-0.110070,1.3949,-0.063100
3.7840,-0.334995,1.2906,-0.063147
3.7849,-0.334995,1.1838,-0.063196
3.7858,-0.334995,1.0740,-0.063248
3.7869,-0.334995,0.9396,-0.063313
3.7882,-0.334995,0.7831,-0.063390
