time_s,accel_ms2
1.170060557,-0.157926292
1.175061806,-0.157926292
1.180061258,-0.275174599
1.185060581,-0.275174599
1.190064588,-0.315852583
1.195061374,-0.315852583
1.200060826,-0.133998066
1.205060315,-0.133998066
1.210060416,0.083748791
1.215063942,0.083748791
1.220061524,-0.122033953
1.225061643,-0.122033953
1.230060262,-0.447457826
1.235060547,-0.447457826
1.240060222,-0.423529600
1.245060711,-0.423529600
1.250060496,-0.270388954
1.255061726,-0.270388954
1.260060364,0.057427742
1.265060853,0.057427742
1.270060379,0.311066938
1.275060554,0.311066938
1.280060339,0.105284194
1.285060551,0.105284194
1.290060910,-0.181854518
1.295061751,-0.181854518
1.300060333,-0.265603309
1.305060304,-0.265603309
1.310060719,-0.287138712
1.315060134,-0.287138712
1.320061346,-0.066999033
1.325060705,-0.066999033
1.330060547,0.088534436
1.335060554,0.088534436
1.340060155,-0.208175566
1.345060218,-0.208175566
1.350060541,-0.447457826
1.355060752,-0.447457826
1.360073315,-0.404387019
1.365062101,-0.404387019
1.370060868,-0.220139679
1.375061894,-0.220139679
1.380061106,0.138783711
1.385060651,0.138783711
1.390060918,0.299102825
1.395061777,0.299102825
1.400060526,0.052642097
1.405060663,0.052642097
1.410060356,-0.208175566
1.415060623,-0.208175566
1.420060872,-0.291924357
1.425060731,-0.291924357
1.430060535,-0.267996131
1.435061636,-0.267996131
1.440060717,-0.267996131
1.445060299,-0.021535403
1.450060955,-0.021535403
1.455060370,0.064606210
1.460060619,0.064606210
1.465060423,-0.248853550
1.470060431,-0.248853550
1.475061809,-0.445065004
1.480061206,-0.445065004
1.485060750,-0.368494680
1.490059647,-0.368494680
1.495060321,-0.148355001
1.500060311,-0.148355001
1.505064022,0.205782744
1.510061345,0.205782744
1.515061686,0.275174599
1.520061045,0.275174599
1.525060701,-0.023928226
1.530060857,-0.023928226
1.535060735,-0.253639196
1.540059928,-0.253639196
1.545061214,-0.279960244
1.550060740,-0.279960244
1.555061915,-0.224925324
1.560060422,-0.224925324
1.565060393,0.021535403
1.570060364,0.021535403
1.575060668,0.021535403
1.580060083,0.021535403
1.585060758,-0.315852583
1.590064469,-0.315852583
1.595061236,-0.449850649
1.600060892,-0.449850649
1.605060640,-0.325423874
1.610061019,-0.325423874
1.615061137,-0.102891372
1.620060979,-0.102891372
1.625060764,0.253639196
1.630060476,0.253639196
1.635060520,0.256032018
1.640061473,0.256032018
1.645060554,-0.057427742
1.650060562,-0.057427742
1.655061885,-0.267996131
1.660060856,-0.267996131
1.665060252,-0.313459761
1.670060167,-0.313459761
1.675060564,-0.200997098
1.680060461,-0.200997098
1.685060394,0.052642097
1.690060643,0.052642097
1.695061336,-0.038285162
1.700060492,-0.038285162
1.705060962,-0.363709035
1.710060285,-0.363709035
1.715061385,-0.452243471
1.720063393,-0.452243471
1.725061938,-0.327816696
1.730060779,-0.327816696
1.735061472,-0.019142581
1.740060869,-0.019142581
1.745059895,0.294317180
1.750061106,0.294317180
1.755060281,0.294317180
1.760060696,0.174676050
1.765060741,0.174676050
1.770061397,-0.105284194
1.775061886,-0.105284194
1.780060394,-0.275174599
1.785060420,-0.275174599
1.790060576,-0.330209519
1.795060417,-0.330209519
1.800061147,-0.133998066
1.805079081,-0.133998066
1.810062626,0.081355968
1.815061856,0.081355968
1.820061123,-0.107677017
1.825061334,-0.107677017
1.830060786,-0.416351132
1.835060813,-0.416351132
1.840060246,-0.406779842
1.845060254,-0.406779842
1.850059947,-0.272781776
1.855060733,-0.272781776
1.860072796,0.064606210
1.865063285,0.064606210
1.870060663,0.306281293
1.875060801,0.306281293
1.880060642,0.119641130
1.885060427,0.119641130
1.890060417,-0.165104759
1.895060813,-0.165104759
1.900060673,-0.303888470
1.905060384,-0.303888470
1.910060559,-0.303888470
1.915061937,-0.303888470
1.920080407,-0.100498549
1.925061823,-0.100498549
1.930060405,0.069391855
1.935059579,0.069391855
1.940060216,-0.184247340
1.945059798,-0.184247340
1.950059121,-0.440279358
1.955061221,-0.440279358
1.960061692,-0.413958310
1.965060829,-0.413958310
1.970060985,-0.229710970
1.975060549,-0.229710970
1.980060779,0.138783711
1.985822853,0.138783711
1.990078127,0.303888470
1.995064246,0.303888470
2.000062365,0.062213388
2.005068651,0.062213388
2.010063621,-0.196211453
2.015062000,-0.196211453
2.020063452,-0.291924357
2.025123200,-0.291924357
2.030063134,-0.291924357
2.035062827,-0.291924357
2.040061964,-0.026321049
2.045061713,-0.026321049
2.050062276,0.066999033
2.055062340,0.066999033
2.060061792,-0.236889437
2.065061855,-0.236889437
2.070061826,-0.435493713
2.075064222,-0.435493713
2.080061749,-0.435493713
2.085062238,-0.390030084
2.090061968,-0.390030084
2.095061994,-0.167497582
2.100061817,-0.167497582
2.105065658,0.193818631
2.110063166,0.193818631
2.115063766,0.282353067
2.120127829,0.282353067
2.125062059,0.000000000
2.130062271,0.000000000
2.135062575,-0.224925324
2.140061823,-0.224925324
2.145062202,-0.325423874
2.150061802,-0.325423874
2.155063162,-0.267996131
2.160061651,-0.267996131
2.165061455,0.002392823
2.170081314,0.002392823
2.175061952,0.033499516
2.180062052,0.033499516
2.185062079,-0.311066938
2.190064734,-0.311066938
2.195063631,-0.454636294
2.200061361,-0.454636294
2.205061795,-0.349352100
2.210062340,-0.349352100
2.215128495,-0.102891372
2.220063429,-0.102891372
2.225062215,0.244067905
2.230062408,0.244067905
2.235061841,0.232103792
2.240062034,0.232103792
2.245061949,-0.038285162
2.250061939,-0.038285162
2.255063169,-0.265603309
2.260061528,-0.265603309
2.265077499,-0.330209519
2.270062229,-0.330209519
2.275061829,-0.189032985
2.280061596,-0.189032985
2.285061882,0.045463629
2.290061834,0.045463629
2.295062675,-0.038285162
2.300061757,-0.038285162
2.305061320,-0.363709035
2.310124994,-0.363709035
2.315061799,-0.457029117
2.320063344,-0.457029117
2.325063352,-0.311066938
2.330061878,-0.311066938
2.335060552,-0.038285162
2.340062134,-0.038285162
2.345061679,0.284745889
2.350061742,0.284745889
2.355062528,0.208175566
2.360100257,0.208175566
2.365065506,-0.114855485
2.370062866,-0.114855485
2.375062374,-0.265603309
2.380063418,-0.265603309
2.385062982,-0.325423874
2.390064971,-0.325423874
2.395064534,-0.325423874
2.400060894,-0.155533469
2.405062161,-0.155533469
2.410085335,0.055034920
2.415061621,0.055034920
2.420064721,-0.081355968
2.425062692,-0.081355968
2.430062089,-0.406779842
2.435063522,-0.406779842
2.440061456,-0.428315245
2.445061556,-0.428315245
2.450061490,-0.301495648
2.455062702,-0.301495648
2.460061821,0.038285162
2.465061976,0.038285162
2.470061892,0.308674115
2.475061548,0.308674115
2.480061852,0.153140646
2.485061711,0.153140646
2.490061700,-0.155533469
2.495062671,-0.155533469
2.500061605,-0.294317180
2.505109205,-0.294317180
2.510063676,-0.337387987
2.515030962,-0.337387987
2.520063562,-0.112462662
2.525062347,-0.112462662
2.530062244,0.083748791
2.535061900,0.083748791
2.540061778,-0.145962179
2.545061545,-0.145962179
2.550061571,-0.428315245
2.555068431,-0.428315245
2.560061476,-0.401994197
2.565061410,-0.401994197
2.570061751,-0.265603309
2.575061721,-0.265603309
2.580061507,0.107677017
2.585061441,0.107677017
2.590061671,0.330209519
2.595063419,0.330209519
2.600106982,0.081355968
2.605062009,0.081355968
2.610062072,-0.205782744
2.615060950,-0.205782744
2.620062939,-0.301495648
2.625062114,-0.301495648
2.630061714,-0.301495648
2.635062741,-0.301495648
2.640061804,-0.055034920
2.645061571,-0.055034920
2.650076597,0.086141614
2.655061586,0.086141614
2.660061465,-0.208175566
2.665061546,-0.208175566
2.670061739,-0.459421939
2.675062729,-0.459421939
2.680061644,-0.370887503
2.685061652,-0.370887503
2.690061530,-0.186640163
2.695106130,-0.186640163
2.700061749,0.208175566
2.705061683,0.208175566
2.710061913,0.208175566
2.715064957,0.301495648
2.720067206,0.301495648
2.725062621,0.009571290
2.730061055,0.009571290
2.735063822,-0.229710970
2.740061626,-0.229710970
2.745089819,-0.313459761
2.750062845,-0.313459761
2.755061982,-0.263210486
2.760064861,-0.263210486
2.765064257,0.004785645
2.770062469,0.004785645
2.775062588,0.050249275
2.780062429,0.050249275
2.785061566,-0.299102825
2.790062055,-0.299102825
2.795061767,-0.461814762
2.800061775,-0.461814762
2.805183059,-0.349352100
2.810065753,-0.349352100
2.815063242,-0.122033953
2.820064009,-0.122033953
2.825065425,0.251246373
2.830062747,0.251246373
2.835062348,0.282353067
2.840061892,0.282353067
2.845082474,-0.055034920
2.850062315,-0.055034920
2.855062027,-0.277567422
2.860386624,-0.277567422
2.865067209,-0.339780809
2.870079513,-0.339780809
2.875062836,-0.236889437
2.880063121,-0.236889437
2.885062147,0.069391855
2.890061840,0.069391855
2.895062941,-0.002392823
2.900068689,-0.002392823
2.905061086,-0.366101858
2.910062927,-0.366101858
2.915061601,-0.442672181
2.920063572,-0.442672181
2.925062487,-0.325423874
2.930061940,-0.325423874
2.935062651,-0.045463629
2.940061881,-0.045463629
2.945126610,0.320638228
2.950062063,0.320638228
2.955062275,0.215354034
2.960061708,0.215354034
2.965061438,-0.117248307
2.970061705,-0.117248307
2.975062935,-0.275174599
2.980061554,-0.275174599
2.985061525,-0.323031051
2.990061644,-0.323031051
2.995081966,-0.177068872
3.000062011,-0.177068872
3.005067871,0.093320081
3.010063175,0.093320081
3.015061831,-0.074177501
3.020062616,-0.074177501
3.025068346,-0.392422906
3.030063891,-0.392422906
3.035062103,-0.392422906
3.040143369,-0.411565487
3.045062396,-0.411565487
3.050062274,-0.301495648
3.055061560,-0.301495648
3.060061753,0.028713871
3.065061649,0.028713871
3.070061972,0.330209519
3.075062943,0.330209519
3.080062080,0.157926292
3.085061736,0.157926292
3.090091169,-0.150747824
3.095062381,-0.150747824
3.100061611,-0.291924357
3.105061600,-0.291924357
3.110061793,-0.320638228
3.115063060,-0.320638228
3.120062549,-0.100498549
3.125062020,-0.100498549
3.130060880,0.110069840
3.135135998,0.110069840
3.140062451,-0.157926292
3.145062014,-0.157926292
3.150062022,-0.418743955
3.155061734,-0.418743955
3.160061778,-0.423529600
3.165061916,-0.423529600
3.170061812,-0.244067905
3.175063153,-0.244067905
3.180061828,0.122033953
3.185077650,0.122033953
3.190062658,0.320638228
3.195061888,0.320638228
3.200061803,0.062213388
3.205061941,0.062213388
3.210061726,-0.184247340
3.215061827,-0.184247340
3.220064149,-0.303888470
3.225061879,-0.303888470
3.230125072,-0.330209519
3.235062247,-0.330209519
3.240061736,-0.057427742
3.245060966,-0.057427742
3.250062437,0.074177501
3.255062963,0.074177501
3.260061952,-0.232103792
3.265061571,-0.232103792
3.270061968,-0.442672181
3.275062753,-0.442672181
3.280075298,-0.378065971
3.285061954,-0.378065971
3.290062110,-0.186640163
3.295061562,-0.186640163
3.300061848,0.212961211
3.305061559,0.212961211
3.310061585,0.294317180
3.315063038,0.294317180
3.320061712,-0.007178468
3.325119830,-0.007178468
3.330062413,-0.217746857
3.335061846,-0.217746857
3.340061651,-0.217746857
3.345061529,-0.311066938
3.350061462,-0.311066938
3.355062748,-0.263210486
3.360385604,-0.002392823
3.365069763,-0.002392823
3.370062993,-0.002392823
3.375116482,0.047856452
3.380062620,0.047856452
3.385061220,-0.308674115
3.390063080,-0.308674115
3.395061958,-0.442672181
3.400061633,-0.442672181
3.405061492,-0.373280326
3.410061870,-0.373280326
3.415062804,-0.124426775
3.420062682,-0.124426775
3.425079319,0.267996131
3.430062457,0.267996131
3.435062131,0.258424841
3.440061602,0.258424841
3.445061703,-0.052642097
3.450061821,-0.052642097
3.455062848,-0.251246373
3.460061485,-0.251246373
3.465061456,-0.318245406
3.470131000,-0.318245406
3.475061860,-0.222532502
3.480061646,-0.222532502
3.485061524,0.057427742
3.490061847,0.057427742
3.495062743,-0.028713871
3.500061732,-0.028713871
3.505065592,-0.356530567
3.510062896,-0.356530567
3.515063219,-0.418743955
3.520094967,-0.418743955
3.525062290,-0.363709035
3.530062260,-0.363709035
3.535062120,-0.052642097
3.540062017,-0.052642097
3.545061543,0.323031051
3.550061662,0.323031051
3.555062929,0.224925324
3.560061733,0.224925324
3.565136018,-0.088534436
3.570062137,-0.088534436
3.575062145,-0.279960244
3.580061616,-0.279960244
3.585061624,-0.334995164
3.590062409,-0.334995164
3.595062769,-0.155533469
3.600062166,-0.155533469
3.605061396,0.093320081
3.610061737,0.093320081
3.615150595,-0.081355968
3.620062308,-0.081355968
3.625062112,-0.406779842
3.630061934,-0.406779842
3.635061720,-0.416351132
3.640060709,-0.416351132
3.645062365,-0.315852583
3.650061632,-0.315852583
3.655063436,0.035892339
3.660134999,0.035892339
3.665061767,0.035892339
3.670061959,0.356530567
3.675061689,0.356530567
3.680061586,0.136390888
3.685062001,0.136390888
3.690062250,-0.143569356
3.695062906,-0.143569356
3.700061432,-0.299102825
3.705061773,-0.299102825
3.710149224,-0.320638228
3.715061937,-0.320638228
3.720062870,-0.110069840
3.725061860,-0.110069840
3.730061830,0.112462662
3.735063135,0.112462662
3.740065124,-0.165104759
3.745062946,-0.165104759
3.750062121,-0.437886536
3.755137091,-0.437886536
3.760061803,-0.387637261
3.765061700,-0.387637261
3.770060911,-0.267996131
3.775062678,-0.267996131
3.780061316,0.117248307
3.785061897,0.117248307
3.790061794,0.337387987
3.795062913,0.337387987
3.800061643,0.057427742
3.805189872,0.057427742
3.810065307,-0.179461695
3.815062777,-0.179461695
3.820063544,-0.296710002
3.825063200,-0.296710002
3.830063541,-0.313459761
3.835062808,-0.313459761
3.840062446,-0.038285162
3.845062046,-0.038285162
3.850062128,0.066999033
3.855094080,0.066999033
3.860061903,-0.227318147
3.865069855,-0.227318147
3.870063400,-0.466600407
3.875062315,-0.466600407
3.880063045,-0.387637261
3.885061997,-0.387637261
3.890061672,-0.198604276
3.895062976,-0.198604276
3.900061854,0.198604276
3.905111176,0.198604276
3.910062184,0.303888470
3.915061859,0.303888470
3.920064089,0.011964113
3.925062244,0.011964113
3.930061215,-0.208175566
3.935063945,-0.208175566
3.940061786,-0.311066938
3.945061627,-0.311066938
3.950061820,-0.270388954
3.955072050,-0.270388954
3.960061836,0.031106694
3.965061788,0.031106694
3.970061888,0.050249275
3.975061470,0.050249275
3.980061774,0.050249275
3.985061690,-0.301495648
3.990061827,-0.301495648
3.995062983,-0.435493713
4.000117731,-0.435493713
4.005066813,-0.361316213
4.010062988,-0.361316213
4.015060921,-0.102891372
4.020063651,-0.102891372
4.025070918,0.251246373
4.030064389,0.251246373
4.035062452,0.279960244
4.040061349,0.279960244
4.045061709,-0.045463629
4.050103586,-0.045463629
4.055062187,-0.267996131
4.060061936,-0.267996131
4.065061758,-0.339780809
4.070061951,-0.339780809
4.075063070,-0.229710970
4.080061837,-0.229710970
4.085061752,0.045463629
4.090062001,0.045463629
4.095063083,-0.011964113
4.100066350,-0.011964113
4.105066209,-0.354137745
4.110063476,-0.354137745
4.115067521,-0.425922423
4.120064140,-0.425922423
4.125062111,-0.327816696
4.130062452,-0.327816696
4.135063200,-0.052642097
4.140060912,-0.052642097
4.145136308,0.301495648
4.150062150,0.301495648
4.155061676,0.205782744
4.160061665,0.205782744
4.165061543,-0.098105727
4.170061681,-0.098105727
4.175062837,-0.263210486
4.180061789,-0.263210486
4.185063130,-0.339780809
4.190061730,-0.339780809
4.195108089,-0.153140646
4.200062264,-0.153140646
4.205061976,0.086141614
4.210061854,0.086141614
4.215068454,-0.100498549
4.220064184,-0.100498549
4.225061803,-0.394815729
4.230062237,-0.394815729
4.235063411,-0.423529600
4.240060919,-0.423529600
4.245076927,-0.291924357
4.250061286,-0.291924357
4.255062127,0.038285162
4.260061709,0.038285162
4.265062013,0.313459761
4.270061743,0.313459761
4.275062992,0.150747824
4.280061907,0.150747824
4.285061637,-0.145962179
4.290123496,-0.145962179
4.295061523,-0.145962179
4.300061753,-0.287138712
4.305061316,-0.287138712
4.310061528,-0.301495648
4.315062573,-0.301495648
4.320063191,-0.095712904
4.325062421,-0.095712904
4.330063485,0.100498549
4.335061807,0.100498549
4.340081519,-0.174676050
4.345061915,-0.174676050
4.350062071,-0.418743955
4.355061764,-0.418743955
4.360061939,-0.394815729
4.365071150,-0.394815729
4.370063028,-0.256032018
4.375062888,-0.256032018
4.380062859,0.119641130
4.385062218,0.119641130
4.390095485,0.315852583
4.395062197,0.315852583
4.400061779,0.069391855
4.405061620,0.069391855
4.410061072,-0.196211453
4.415063506,-0.196211453
4.420063180,-0.291924357
4.425062632,-0.291924357
4.430061862,-0.306281293
4.435062852,-0.306281293
4.440063415,-0.033499516
4.445061886,-0.033499516
4.450061819,0.062213388
4.455061383,0.062213388
4.460061872,-0.263210486
4.465061713,-0.263210486
4.470061610,-0.430708068
4.475062914,-0.430708068
4.480061736,-0.387637261
4.485114484,-0.387637261
4.490061956,-0.203389921
4.495061926,-0.203389921
4.500061601,0.224925324
4.505068090,0.224925324
4.510063172,0.289531535
4.515064605,0.289531535
4.520062354,0.016749758
4.525061936,0.016749758
4.530061740,-0.208175566
4.535096840,-0.208175566
4.540061774,-0.339780809
4.545061393,-0.339780809
4.550061845,-0.265603309
4.555062019,-0.265603309
4.560061768,0.035892339
4.565061535,0.035892339
4.570061895,0.040677984
4.575062606,0.040677984
4.580134984,-0.303888470
4.585061751,-0.303888470
4.590061926,-0.425922423
4.595061822,-0.425922423
4.600061478,-0.378065971
4.605061671,-0.378065971
4.610061772,-0.110069840
4.615062539,-0.110069840
4.620061972,-0.110069840
4.625061702,0.270388954
4.630086080,0.270388954
4.635062181,0.256032018
4.640061318,0.256032018
4.645061419,-0.026321049
4.650061945,-0.026321049
4.655063175,-0.253639196
4.660061609,-0.253639196
4.665060561,-0.337387987
4.670062643,-0.337387987
4.675132076,-0.210568389
4.680061584,-0.210568389
4.685062018,0.086141614
4.690061970,0.086141614
4.695061737,-0.026321049
4.700061615,-0.026321049
4.705061623,-0.356530567
4.710061445,-0.356530567
4.715063898,-0.418743955
4.720064498,-0.418743955
4.725097987,-0.358923390
4.730061402,-0.358923390
4.735062521,-0.047856452
4.740062270,-0.047856452
4.745061370,0.296710002
4.750062137,0.296710002
4.755063256,0.189032985
4.760061856,0.189032985
4.765062049,-0.086141614
4.770124871,-0.086141614
4.775061398,-0.279960244
4.780062091,-0.279960244
4.785061562,-0.339780809
4.790061644,-0.339780809
4.795062818,-0.129212420
4.800061641,-0.129212420
4.805084908,0.110069840
4.810064953,0.110069840
4.815064257,-0.088534436
4.820136523,-0.088534436
4.825062976,-0.394815729
4.830062484,-0.394815729
4.835062288,-0.418743955
4.840062036,-0.418743955
4.845062340,-0.311066938
4.850061848,-0.311066938
4.855062726,0.062213388
4.860061697,0.062213388
4.865074353,0.306281293
4.870142230,0.306281293
4.875062535,0.133998066
4.880063117,0.133998066
4.885062291,-0.143569356
4.890062207,-0.143569356
4.895063751,-0.303888470
4.900061629,-0.303888470
4.905061711,-0.334995164
4.910061534,-0.334995164
4.915062727,-0.078963146
4.920096457,-0.078963146
4.925062372,0.088534436
4.930061806,0.088534436
4.935061591,0.088534436
4.940061895,-0.177068872
4.945061718,-0.177068872
4.950061855,-0.411565487
4.955061678,-0.411565487
4.960062223,-0.421136778
4.965141007,-0.421136778
4.970062127,-0.251246373
4.975061653,-0.251246373
4.980061754,0.155533469
4.985061539,0.155533469
4.990061788,0.315852583
4.995062684,0.315852583
5.000061600,0.076570323
5.005065552,0.076570323
5.010063115,-0.196211453
5.015103548,-0.196211453
5.020062983,-0.320638228
5.025068361,-0.320638228
5.030063202,-0.296710002
5.035061747,-0.296710002
5.040061403,-0.026321049
5.045061873,-0.026321049
5.050060788,0.045463629
5.055062204,0.045463629
5.060148618,-0.222532502
5.065061923,-0.222532502
5.070062005,-0.409172665
5.075061364,-0.409172665
5.080061631,-0.397208552
5.085062121,-0.397208552
5.090061721,-0.189032985
5.095062729,-0.189032985
5.100061774,0.208175566
5.105061670,0.208175566
5.110099437,0.289531535
5.115062186,0.289531535
5.120063638,0.009571290
5.125061905,0.009571290
5.130061616,-0.229710970
5.135064032,-0.229710970
5.140061687,-0.320638228
5.145061547,-0.320638228
5.150061870,-0.253639196
5.155062600,-0.253639196
5.160065941,0.011964113
5.165061912,0.011964113
5.170061993,0.021535403
5.175061020,0.021535403
5.180062064,-0.301495648
5.185061572,-0.301495648
5.190061784,-0.428315245
5.195062588,-0.428315245
5.200061484,-0.354137745
5.205114621,-0.354137745
5.210062537,-0.102891372
5.215062452,-0.102891372
5.220066571,0.256032018
5.225063431,0.256032018
5.230062198,0.272781776
5.235061724,0.272781776
5.240061713,-0.043070807
5.245061925,-0.043070807
5.250061007,-0.267996131
5.255090125,-0.267996131
5.260062041,-0.267996131
5.265061659,-0.351744922
5.270061889,-0.351744922
5.275061397,-0.205782744
5.280061961,-0.205782744
5.285061691,0.057427742
5.290061698,0.057427742
5.295062650,-0.033499516
5.300136380,-0.033499516
5.305060962,-0.366101858
5.311021331,-0.447457826
5.315087292,-0.447457826
5.320075393,-0.447457826
5.325064216,-0.349352100
5.330064075,-0.349352100
5.335062898,-0.019142581
5.340061646,-0.019142581
5.345061784,0.301495648
5.350061958,0.301495648
5.355061521,0.189032985
5.360100566,0.189032985
5.365071000,-0.105284194
5.370063730,-0.105284194
5.375062182,-0.284745889
5.380062634,-0.284745889
5.385061975,-0.330209519
5.390061650,-0.330209519
5.395062991,-0.165104759
5.400061740,-0.165104759
5.405061599,0.098105727
5.410101699,0.098105727
5.415066596,-0.110069840
5.420064530,-0.110069840
5.425064852,-0.390030084
5.430062249,-0.390030084
5.435063257,-0.416351132
5.440062228,-0.416351132
5.445061865,-0.287138712
5.450060965,-0.287138712
5.455064306,0.052642097
5.460077203,0.052642097
5.465061822,0.330209519
5.470061682,0.330209519
5.475061393,0.141176533
5.480061808,0.141176533
5.485061501,-0.169890405
5.490061490,-0.169890405
5.495062998,-0.303888470
5.500061358,-0.303888470
5.505142920,-0.301495648
