# VSS hardware run — 2026-04-20T12:59:15
# mu=0.001  mu_omega=0.0  control_fs=800.0  log_hz=100.0
# cancel_dur=240.0s  actual_dur=240.01s  n_samples=24001
# F_init_hz=[8.499999966281907]  max_amp_per_tone=9.0mm  max_total_amp=60.0mm
# dir_invert=True  simulate=False
# NOTE: C_mm, S_mm, f_hz, A_mm are tone 1 only
t_s,e_m_s2,C_mm,S_mm,f_hz,A_mm
211.420853,-0.289532,1.440433,-2.344007,8.545772,2.751221
211.429190,-0.385244,1.438210,-2.344864,8.545772,2.750788
211.439188,-0.385244,1.436306,-2.347241,8.545772,2.751820
211.449189,-0.162712,1.436128,-2.348515,8.545772,2.752814
211.464407,0.112463,1.435873,-2.348146,8.545772,2.752366
211.471959,0.344566,1.434537,-2.347305,8.545772,2.750952
211.479479,0.344566,1.431826,-2.347037,8.545772,2.749311
211.489188,-0.047856,1.432169,-2.346877,8.545772,2.749352
211.499190,-0.035892,1.432328,-2.346642,8.545772,2.749234
211.515513,-0.272782,1.432373,-2.344838,8.545772,2.747719
211.523060,-0.129212,1.431639,-2.343267,8.545772,2.745995
211.530788,-0.114855,1.430784,-2.342733,8.545772,2.745094
211.539189,-0.114855,1.429876,-2.342717,8.545772,2.744607
211.549189,-0.375673,1.427548,-2.344116,8.545772,2.744589
211.565654,-0.055035,1.426382,-2.345765,8.545772,2.745392
211.573261,-0.047856,1.426388,-2.346186,8.545772,2.745755
211.580790,-0.047856,1.426589,-2.346507,8.545772,2.746133
211.589194,0.191426,1.425243,-2.345814,8.545772,2.744843
211.599188,0.145962,1.424001,-2.345873,8.545772,2.744248
211.611103,-0.043071,1.423934,-2.345827,8.545772,2.744174
211.619189,-0.215354,1.424652,-2.344283,8.545772,2.743227
211.629189,-0.184247,1.424510,-2.342772,8.545772,2.741863
211.639189,-0.126820,1.423863,-2.341864,8.545772,2.740750
211.649190,0.007178,1.423694,-2.341735,8.545772,2.740552
211.664844,-0.445065,1.421958,-2.342137,8.545772,2.739994
211.672396,-0.445065,1.419219,-2.344346,8.545772,2.740464
211.679934,-0.394816,1.418134,-2.347273,8.545772,2.742406
211.689189,-0.105284,1.418297,-2.348958,8.545772,2.743934
211.699189,0.256032,1.417531,-2.348357,8.545772,2.743023
211.715246,-0.373280,1.414189,-2.347263,8.545772,2.740360
211.723937,-0.514457,1.417194,-2.346551,8.545772,2.741303
211.731461,-0.514457,1.420145,-2.343752,8.545772,2.740435
211.739190,-0.445065,1.421164,-2.340243,8.545772,2.737963
211.749191,0.052642,1.421131,-2.339160,8.545772,2.737021
211.759434,0.263210,1.422104,-2.339950,8.545772,2.738202
211.773168,0.279960,1.424257,-2.340466,8.545772,2.739760
211.780735,-0.823131,1.419145,-2.342328,8.545772,2.738699
211.789190,-0.552742,1.415403,-2.346277,8.545772,2.740143
211.799188,-0.413958,1.414591,-2.350012,8.545772,2.742922
211.809191,0.162712,1.414634,-2.351051,8.545772,2.743835
211.823500,0.220140,1.413328,-2.349987,8.545772,2.742250
211.831083,0.483350,1.410046,-2.349581,8.545772,2.740212
211.839189,-0.196211,1.408857,-2.349668,8.545772,2.739675
211.849189,-0.449851,1.410152,-2.347762,8.545772,2.738707
211.859189,-0.227318,1.410594,-2.344895,8.545772,2.736477
211.875687,0.196211,1.411044,-2.345483,8.545772,2.737214
211.883219,0.088534,1.411617,-2.345885,8.545772,2.737853
211.890769,-0.090927,1.411422,-2.345961,8.545772,2.737818
211.899189,-0.488136,1.409818,-2.346982,8.545772,2.737866
211.909189,-0.605384,1.407592,-2.350551,8.545772,2.739782
211.925615,-0.483350,1.407386,-2.354728,8.545772,2.743261
211.933147,0.318245,1.406387,-2.353296,8.545772,2.741519
211.940683,0.686740,1.402862,-2.351452,8.545772,2.738129
211.949189,0.098106,1.398585,-2.351240,8.545772,2.735757
211.959189,-0.227318,1.398399,-2.351200,8.545772,2.735628
211.975938,-0.464208,1.399473,-2.348943,8.545772,2.734238
211.983483,-0.459422,1.399309,-2.345310,8.545772,2.731033
211.991063,0.122034,1.398835,-2.344025,8.545772,2.729687
211.999189,0.203390,1.399782,-2.344463,8.545772,2.730549
212.009192,-0.179462,1.401021,-2.344447,8.495772,2.731171
212.024383,-0.535992,1.399378,-2.345791,8.495772,2.731482
212.031975,-0.468993,1.397732,-2.349407,8.495772,2.733746
212.039510,-0.165105,1.398055,-2.352805,8.495772,2.736832
212.049189,0.471386,1.398353,-2.353440,8.495772,2.737531
212.059189,0.366102,1.395007,-2.352048,8.495772,2.734625
212.074017,0.007178,1.392476,-2.352336,8.495772,2.733583
212.081613,-0.296710,1.393035,-2.351690,8.495772,2.733311
212.089189,-0.296710,1.393855,-2.349492,8.495772,2.731839
212.099189,-0.588634,1.393037,-2.344910,8.495772,2.727481
212.109189,-0.208176,1.391963,-2.343662,8.495772,2.725860
212.119192,0.088534,1.392626,-2.343887,8.495772,2.726392
212.131940,-0.495314,1.392296,-2.344197,8.495772,2.726490
212.139467,-0.495314,1.389407,-2.346841,8.495772,2.727291
212.149189,-0.232104,1.388872,-2.348597,8.495772,2.728530
212.159189,-0.524028,1.389848,-2.352332,8.495772,2.732241
212.169189,0.277567,1.388728,-2.351447,8.495772,2.730910
212.186079,0.454636,1.385391,-2.350571,8.495772,2.728460
212.193606,-0.390030,1.384220,-2.350458,8.495772,2.727768
212.201159,-0.390030,1.386363,-2.348241,8.495772,2.726946
212.209189,-0.382852,1.387066,-2.345297,8.495772,2.724770
212.219189,-0.363709,1.386217,-2.342529,8.495772,2.721956
212.236068,-0.043071,1.385726,-2.341966,8.495772,2.721221
212.243621,-0.014357,1.385450,-2.341897,8.495772,2.721021
212.251159,-0.014357,1.385343,-2.341934,8.495772,2.720998
212.259189,-0.323031,1.383683,-2.343876,8.495772,2.721825
212.269191,-0.368495,1.383214,-2.346661,8.495772,2.723986
212.284866,0.145962,1.383337,-2.347676,8.495772,2.724923
212.292463,0.145962,1.382437,-2.346953,8.495772,2.723843
212.300053,0.473779,1.378729,-2.346420,8.495772,2.721504
212.309190,-0.105284,1.378362,-2.346323,8.495772,2.721234
212.319191,-0.117248,1.378894,-2.345607,8.495772,2.720886
212.335879,-0.334995,1.379047,-2.343283,8.495772,2.718961
212.343483,-0.334995,1.377963,-2.340867,8.495772,2.716328
212.351076,0.100499,1.378612,-2.341325,8.495772,2.717053
212.359190,0.064606,1.379190,-2.341387,8.495772,2.717399
212.369192,-0.210568,1.378483,-2.341882,8.495772,2.717467
212.385744,-0.346959,1.377383,-2.343652,8.495772,2.718435
212.393279,-0.346959,1.377244,-2.346392,8.495772,2.720727
212.400808,-0.155533,1.377862,-2.347666,8.495772,2.722139
212.409189,0.375673,1.376531,-2.347154,8.495772,2.721024
212.419190,0.143569,1.374481,-2.346989,8.495772,2.719845
212.435918,-0.081356,1.374255,-2.346973,8.495772,2.719717
212.443592,-0.081356,1.374577,-2.346416,8.495772,2.719399
212.451224,-0.528814,1.374435,-2.342671,8.495772,2.716096
212.459190,-0.114855,1.373305,-2.340380,8.495772,2.713549
212.469190,-0.050249,1.372688,-2.340012,8.495772,2.712919
212.484233,-0.095713,1.372158,-2.340057,8.495772,2.712689
212.492745,-0.437887,1.369252,-2.341939,8.495772,2.712846
212.500280,-0.059821,1.368375,-2.343278,8.495772,2.713559
212.509189,-0.270389,1.368558,-2.344363,8.495772,2.714588
212.519188,0.141177,1.368914,-2.345238,8.495772,2.715523
212.529190,0.232104,1.367638,-2.344700,8.495772,2.714415
212.543616,0.358923,1.364940,-2.345006,8.495772,2.713322
212.551160,-0.514457,1.365879,-2.343773,8.495772,2.712728
212.559189,-0.311067,1.367385,-2.340426,8.495772,2.710597
212.569189,-0.272782,1.367085,-2.338060,8.495772,2.708403
212.579189,-0.009571,1.366152,-2.336706,8.495772,2.706763
212.595859,0.069392,1.366531,-2.336819,8.495772,2.707052
212.603388,-0.332602,1.364337,-2.337275,8.495772,2.706339
212.610957,-0.124427,1.362881,-2.338351,8.495772,2.706534
212.619189,-0.334995,1.362495,-2.339695,8.495772,2.707502
212.629190,-0.081356,1.362900,-2.342063,8.495772,2.709752
212.644884,0.157926,1.362451,-2.341738,8.495772,2.709245
212.652415,0.102891,1.361529,-2.341415,8.495772,2.708503
212.659965,-0.038285,1.360993,-2.341480,8.495772,2.708289
212.669189,-0.169890,1.361285,-2.341162,8.495772,2.708161
212.679189,-0.272782,1.361659,-2.339767,8.495772,2.707144
212.694887,-0.265603,1.361125,-2.337707,8.495772,2.705094
212.702425,-0.081356,1.360220,-2.336671,8.495772,2.703744
212.709949,-0.141177,1.359537,-2.336513,8.495772,2.703263
212.719189,-0.141177,1.358466,-2.336827,8.495772,2.702997
212.729189,-0.229711,1.357227,-2.338155,8.495772,2.703522
212.744105,-0.088534,1.356916,-2.339325,8.495772,2.704379
212.751855,0.007178,1.357001,-2.339737,8.495772,2.704777
212.759402,0.007178,1.356958,-2.339699,8.495772,2.704723
212.769189,0.267996,1.354876,-2.339306,8.495772,2.703339
212.779189,-0.076570,1.355445,-2.339100,8.495772,2.703446
212.794800,-0.392423,1.356489,-2.337692,8.495772,2.702752
212.802362,-0.246461,1.356984,-2.334918,8.495772,2.700602
212.809886,-0.246461,1.356266,-2.333107,8.495772,2.698675
212.819189,0.009571,1.356165,-2.332954,8.495772,2.698492
212.829189,0.011964,1.356256,-2.332965,8.495772,2.698547
212.844210,-0.198604,1.354499,-2.333779,8.495772,2.698368
212.852905,0.026321,1.353762,-2.334640,8.495772,2.698743
212.860432,0.026321,1.353782,-2.334433,8.495772,2.698574
212.869189,-0.220140,1.354472,-2.335767,8.495772,2.700074
212.879189,0.189033,1.353807,-2.335511,8.495772,2.699520
212.889634,0.069392,1.353029,-2.335414,8.495772,2.699045
212.903680,-0.162712,1.354439,-2.334719,8.495772,2.699151
212.911208,-0.162712,1.355130,-2.333634,8.495772,2.698560
212.919196,-0.265603,1.355173,-2.331635,8.495772,2.696853
212.929188,-0.031107,1.354917,-2.330971,8.495772,2.696150
212.939189,-0.119641,1.354235,-2.330606,8.495772,2.695492
212.955061,-0.279960,1.352444,-2.330656,8.495772,2.694636
212.962595,-0.279960,1.350535,-2.331777,8.495772,2.694648
212.970171,-0.105284,1.350131,-2.332505,8.495772,2.695076
212.979197,-0.078963,1.350138,-2.333207,8.495772,2.695687
212.989189,0.169890,1.349709,-2.332758,8.495772,2.695084
213.005632,-0.038285,1.349258,-2.332419,8.545772,2.694564
213.013217,-0.038285,1.349561,-2.332400,8.545772,2.694700
213.020862,-0.205783,1.350905,-2.331484,8.545772,2.694580
213.029189,-0.270389,1.351697,-2.329706,8.545772,2.693439
213.039189,-0.208176,1.351539,-2.327820,8.545772,2.691729
213.054232,-0.078963,1.350918,-2.326868,8.545772,2.690593
213.061780,-0.047856,1.350569,-2.326722,8.545772,2.690292
213.069314,-0.488136,1.348067,-2.327300,8.545772,2.689537
213.079189,-0.157926,1.345968,-2.328766,8.545772,2.689754
213.089190,-0.095713,1.345587,-2.329694,8.545772,2.690368
213.103892,0.076570,1.345511,-2.329785,8.545772,2.690408
213.111451,0.114855,1.344931,-2.329135,8.545772,2.689556
213.119189,0.124427,1.344030,-2.328847,8.545772,2.688855
213.129189,-0.241675,1.344085,-2.328647,8.545772,2.688710
213.139189,-0.217747,1.345429,-2.327390,8.545772,2.688294
213.154163,-0.299103,1.345923,-2.325491,8.545772,2.686897
213.161716,0.031107,1.345947,-2.325070,8.545772,2.686545
213.169246,-0.026321,1.345982,-2.325143,8.545772,2.686626
213.179189,-0.160319,1.345379,-2.325068,8.545772,2.686259
213.189190,-0.502493,1.343569,-2.325774,8.545772,2.685964
213.204126,-0.100499,1.341320,-2.328035,8.545772,2.686799
213.212521,-0.047856,1.341206,-2.328503,8.545772,2.687148
213.220058,0.119641,1.341088,-2.328422,8.545772,2.687018
213.229189,0.275175,1.340086,-2.327671,8.545772,2.685868
213.239189,-0.177069,1.338840,-2.327293,8.545772,2.684918
213.249389,-0.325424,1.340386,-2.326609,8.545772,2.685097
213.263655,-0.279960,1.341765,-2.324821,8.545772,2.684237
213.271185,-0.112463,1.342032,-2.323290,8.545772,2.683045
213.279189,0.028714,1.341755,-2.322591,8.545772,2.682300
213.289189,-0.038285,1.341878,-2.322697,8.545772,2.682454
213.299189,-0.555135,1.341066,-2.322756,8.545772,2.682099
213.314803,-0.265603,1.338627,-2.323841,8.545772,2.681820
213.322330,-0.141177,1.337700,-2.325157,8.545772,2.682498
213.329851,0.174676,1.337599,-2.325962,8.545772,2.683146
213.339189,0.318245,1.336838,-2.324645,8.545772,2.681625
213.349189,0.318245,1.334670,-2.323369,8.545772,2.679438
213.364728,-0.162712,1.335518,-2.323291,8.545772,2.679792
213.372256,-0.375673,1.337104,-2.322212,8.545772,2.679648
213.379778,-0.375673,1.338507,-2.319594,8.545772,2.678081
213.389189,-0.279960,1.338407,-2.317383,8.545772,2.676116
213.399190,-0.064606,1.338127,-2.316956,8.545772,2.675606
213.413981,-0.057428,1.338052,-2.316980,8.545772,2.675589
213.421693,-0.461815,1.336824,-2.317246,8.545772,2.675207
213.429223,-0.461815,1.333857,-2.319373,8.545772,2.675569
213.439189,-0.229711,1.332990,-2.321223,8.545772,2.676740
213.449189,-0.083749,1.333056,-2.322025,8.545772,2.677469
213.464441,0.112463,1.332351,-2.321146,8.545772,2.676355
213.471986,-0.026321,1.331660,-2.320842,8.545772,2.675748
213.479518,-0.026321,1.331865,-2.320808,8.545772,2.675820
213.489189,-0.150748,1.332664,-2.320094,8.545772,2.675599
213.499190,-0.459422,1.333682,-2.316921,8.545772,2.673355
213.516268,0.009571,1.333538,-2.315310,8.545772,2.671888
213.523921,-0.107677,1.333399,-2.315228,8.545772,2.671748
213.531811,-0.107677,1.332584,-2.314983,8.545772,2.671129
213.539356,-0.222533,1.330877,-2.315410,8.545772,2.670648
213.549189,-0.165105,1.329855,-2.316393,8.545772,2.670991
213.565126,0.191426,1.329402,-2.317583,8.545772,2.671798
213.572690,0.191426,1.328976,-2.316131,8.545772,2.670326
213.580230,0.217747,1.327715,-2.314959,8.545772,2.668682
213.589189,0.138784,1.326498,-2.314665,8.545772,2.667822
213.599189,-0.244068,1.327194,-2.314229,8.545772,2.667789
213.614218,-0.557528,1.328832,-2.312163,8.545772,2.666814
213.623714,0.062213,1.329625,-2.308439,8.545772,2.663981
213.631241,0.062213,1.329800,-2.308899,8.545772,2.664466
213.639189,0.021535,1.329986,-2.309066,8.545772,2.664705
213.649189,-0.095713,1.329572,-2.309070,8.545772,2.664501
213.659189,-0.289532,1.328033,-2.309836,8.545772,2.664398
213.674745,-0.265603,1.327880,-2.310147,8.545772,2.664591
213.682280,-0.265603,1.327688,-2.312238,8.545772,2.666308
213.689835,0.184247,1.327277,-2.311796,8.545772,2.665721
213.699189,0.215354,1.325954,-2.310933,8.545772,2.664314
213.709189,0.002393,1.325101,-2.310775,8.545772,2.663752
213.725919,-0.200997,1.326821,-2.309673,8.545772,2.663652
213.733454,-0.200997,1.327649,-2.308317,8.545772,2.662890
213.740984,-0.282353,1.327641,-2.306244,8.545772,2.661088
213.749192,0.002393,1.327217,-2.305210,8.545772,2.659981
213.759189,-0.066999,1.327038,-2.305150,8.545772,2.659840
213.774942,-0.303888,1.325576,-2.305318,8.545772,2.659256
213.782484,-0.311067,1.323506,-2.306634,8.545772,2.659366
213.790027,-0.162712,1.322662,-2.308139,8.545772,2.660252
213.799189,-0.040678,1.322664,-2.309067,8.545772,2.661058
213.809190,0.392423,1.321941,-2.308403,8.545772,2.660123
213.824783,0.122034,1.319901,-2.307323,8.545772,2.658172
213.832313,-0.244068,1.321091,-2.307046,8.545772,2.658523
213.839838,-0.198604,1.322503,-2.306013,8.545772,2.658328
213.849189,-0.411565,1.323177,-2.304141,8.545772,2.657040
213.859189,-0.124427,1.322892,-2.301463,8.545772,2.654576
213.874887,-0.040678,1.322399,-2.300807,8.545772,2.653762
213.882463,0.047856,1.322603,-2.300844,8.545772,2.653895
213.890006,-0.392423,1.321739,-2.301233,8.545772,2.653802
213.899189,-0.342174,1.319447,-2.303251,8.545772,2.654412
213.909189,-0.198604,1.318637,-2.305685,8.545772,2.656123
213.924241,0.308674,1.318766,-2.306761,8.545772,2.657120
213.932706,0.129212,1.317756,-2.305580,8.545772,2.655594
213.940231,0.071785,1.316885,-2.305317,8.545772,2.654933
213.949189,-0.236889,1.316608,-2.305318,8.545772,2.654798
213.959189,-0.239282,1.317907,-2.303966,8.545772,2.654267
213.969189,-0.356531,1.318334,-2.302006,8.545772,2.652778
213.986065,-0.078963,1.318144,-2.301411,8.545772,2.652168
213.993594,0.114855,1.318459,-2.301561,8.545772,2.652455
214.001133,-0.263210,1.318596,-2.301741,8.545772,2.652679
214.009190,-0.263210,1.316641,-2.302453,8.563228,2.652325
214.019189,-0.275175,1.315267,-2.304139,8.563228,2.653108
214.035216,-0.105284,1.315055,-2.305215,8.563228,2.653937
214.042808,0.330210,1.314680,-2.304879,8.563228,2.653460
214.050368,0.330210,1.312586,-2.303320,8.563228,2.651068
214.059189,0.330210,1.309989,-2.303053,8.563228,2.649552
214.069189,-0.181855,1.310791,-2.302548,8.563228,2.649510
214.084028,-0.421137,1.312328,-2.300143,8.563228,2.648181
214.091562,-0.239282,1.312556,-2.296998,8.563228,2.645563
214.099189,-0.239282,1.311684,-2.295320,8.563228,2.643673
214.109188,0.043071,1.311775,-2.295298,8.563228,2.643699
214.119188,-0.074178,1.311302,-2.295318,8.563228,2.643482
214.133511,-0.083749,1.309518,-2.296295,8.563228,2.643446
214.141040,-0.083749,1.309194,-2.296873,8.563228,2.643788
214.149189,-0.260818,1.309252,-2.298934,8.563228,2.645607
214.159189,0.148355,1.308914,-2.298708,8.563228,2.645244
214.169189,0.354138,1.306737,-2.297703,8.563228,2.643293
214.183655,-0.361316,1.306378,-2.297441,8.563228,2.642889
214.191216,-0.361316,1.308721,-2.295807,8.563228,2.642627
214.199190,-0.294317,1.309718,-2.293633,8.563228,2.641233
214.209190,-0.282353,1.309465,-2.291391,8.563228,2.639161
214.219191,-0.131605,1.308702,-2.290293,8.563228,2.637830
214.232005,-0.004786,1.308343,-2.290081,8.563228,2.637467
214.239562,0.095713,1.308990,-2.289955,8.563228,2.637678
214.249189,-0.514457,1.307447,-2.291641,8.563228,2.638378
214.259189,-0.112463,1.306571,-2.293534,8.563228,2.639588
214.269189,-0.019143,1.306610,-2.293962,8.563228,2.639980
214.284388,0.131605,1.306133,-2.293553,8.563228,2.639388
214.291979,0.131605,1.305137,-2.293252,8.563228,2.638634
214.299527,0.069392,1.304481,-2.293390,8.563228,2.638429
214.309190,-0.267996,1.304910,-2.292709,8.563228,2.638049
214.319188,-0.602991,1.305589,-2.289329,8.563228,2.635449
214.329189,-0.301496,1.304728,-2.285855,8.563228,2.632005
214.339189,0.066999,1.304181,-2.285082,8.563228,2.631062
214.354461,0.059821,1.304650,-2.285182,8.563228,2.631382
214.362068,-0.547956,1.300554,-2.286591,8.563228,2.630577
214.369649,-0.253639,1.298586,-2.288691,8.563228,2.631431
214.379189,-0.327817,1.298260,-2.290891,8.563228,2.633185
214.389191,-0.287139,1.299146,-2.293199,8.563228,2.635629
214.405126,1.127019,1.293942,-2.289891,8.563228,2.630187
214.412662,0.440279,1.290486,-2.289474,8.563228,2.628126
214.420278,-0.332602,1.290646,-2.288979,8.563228,2.627773
214.429190,-0.720240,1.292665,-2.285784,8.563228,2.625984
214.439191,-0.490529,1.293164,-2.280792,8.563228,2.621886
214.456756,0.399601,1.292067,-2.278093,8.563228,2.618997
214.464349,0.399601,1.294724,-2.279802,8.563228,2.621795
214.471881,0.019143,1.295615,-2.279985,8.563228,2.622393
214.479400,-0.210568,1.295209,-2.280340,8.563228,2.622502
214.489189,-0.437887,1.294224,-2.282208,8.563228,2.623641
214.506238,-0.313460,1.294192,-2.285303,8.563228,2.626317
214.513905,0.363709,1.292903,-2.283493,8.563228,2.624107
214.521452,0.514457,1.289794,-2.281946,8.563228,2.621230
214.529192,0.126820,1.286483,-2.281967,8.563228,2.619620
214.539189,-0.344566,1.285970,-2.282179,8.563228,2.619553
214.556009,-0.543171,1.287175,-2.279522,8.563228,2.617831
214.563600,-0.538385,1.286766,-2.275276,8.563228,2.613933
214.571130,0.007178,1.285418,-2.272984,8.563228,2.611274
214.579189,-0.004786,1.285459,-2.273004,8.563228,2.611312
214.589193,-0.119641,1.285314,-2.273051,8.563228,2.611282
214.599193,-0.177069,1.284542,-2.273690,8.563228,2.611458
214.612686,-0.256032,1.283987,-2.275310,8.563228,2.612596
214.620217,-0.234497,1.284347,-2.277280,8.563228,2.614489
214.629189,-0.234497,1.285571,-2.278672,8.563228,2.616303
214.639189,0.406780,1.282510,-2.277687,8.563228,2.613941
214.649190,0.289532,1.280280,-2.278201,8.563228,2.613296
214.663193,-0.452243,1.281333,-2.276839,8.563228,2.612625
214.670747,-0.457029,1.282281,-2.273387,8.563228,2.610083
214.679189,-0.457029,1.281318,-2.269905,8.563228,2.606577
214.689189,-0.145962,1.280484,-2.269107,8.563228,2.605472
214.699189,-0.148355,1.279340,-2.268846,8.563228,2.604683
214.713439,-0.181855,1.278145,-2.269251,8.563228,2.604449
214.720963,-0.122034,1.277225,-2.270280,8.563228,2.604894
214.729191,-0.122034,1.277051,-2.271228,8.563228,2.605636
214.739189,-0.129212,1.277407,-2.272179,8.563228,2.606638
214.749199,0.129212,1.276768,-2.271744,8.563228,2.605946
214.764316,0.011964,1.275556,-2.271477,8.563228,2.605121
214.771855,-0.205783,1.275644,-2.271385,8.563228,2.605083
214.779381,-0.205783,1.276607,-2.270073,8.563228,2.604411
214.789189,-0.370888,1.276788,-2.267470,8.563228,2.602231
214.799189,-0.375673,1.275517,-2.264796,8.563228,2.599278
214.815196,-0.078963,1.274358,-2.263855,8.563228,2.597889
214.822749,-0.150748,1.273664,-2.263836,8.563228,2.597532
214.830279,-0.150748,1.272610,-2.264393,8.563228,2.597501
214.839189,-0.078963,1.272188,-2.265032,8.563228,2.597852
214.849192,-0.210568,1.272229,-2.266439,8.563228,2.599099
214.866810,0.169890,1.272299,-2.266892,8.563228,2.599527
214.874349,0.165105,1.271131,-2.266247,8.563228,2.598394
214.881869,0.165105,1.269827,-2.266293,8.563228,2.597796
214.889386,0.040678,1.269439,-2.266508,8.563228,2.597794
214.899190,-0.246461,1.269798,-2.265458,8.563228,2.597054
214.915801,-0.346959,1.269562,-2.263062,8.563228,2.594848
214.923554,-0.346959,1.267976,-2.260824,8.563228,2.592120
214.931084,-0.184247,1.266644,-2.260235,8.563228,2.590955
214.939190,-0.177069,1.265233,-2.260404,8.563228,2.590413
214.949192,-0.119641,1.264287,-2.261098,8.563228,2.590558
214.959201,-0.141177,1.263922,-2.262063,8.563228,2.591221
214.972274,0.081356,1.263817,-2.261428,8.563228,2.590616
214.979817,0.038285,1.263580,-2.261122,8.563228,2.590233
214.989189,0.244068,1.262488,-2.260865,8.563228,2.589476
214.999188,-0.066999,1.261769,-2.260847,8.563228,2.589110
215.009190,-0.059821,1.262140,-2.260509,8.529532,2.588996
215.022285,-0.270389,1.262643,-2.258643,8.529532,2.587612
215.029837,-0.394816,1.261909,-2.255988,8.529532,2.584936
215.039189,-0.081356,1.260471,-2.254321,8.529532,2.582780
215.049188,-0.291924,1.259220,-2.254108,8.529532,2.581983
215.059191,-0.263210,1.257082,-2.254717,8.529532,2.581473
215.072741,-0.442672,1.254986,-2.257068,8.529532,2.582508
215.080290,0.086142,1.254541,-2.257872,8.529532,2.582994
215.089189,0.148355,1.254238,-2.257062,8.529532,2.582139
215.099189,0.150748,1.253347,-2.256291,8.529532,2.581033
215.109190,0.069392,1.252337,-2.256077,8.529532,2.580355
215.123294,0.186640,1.251300,-2.256527,8.529532,2.580246
215.130828,-0.380459,1.251544,-2.255741,8.529532,2.579676
215.139188,-0.205783,1.251987,-2.253111,8.529532,2.577592
215.149189,-0.342174,1.251208,-2.251384,8.529532,2.575704
215.159188,-0.129212,1.249423,-2.249950,8.529532,2.573584
215.175112,-0.576670,1.246623,-2.249898,8.529532,2.572180
215.182649,-0.105284,1.244504,-2.250615,8.529532,2.571782
215.190171,0.035892,1.244211,-2.250918,8.529532,2.571904
215.199189,-0.064606,1.244247,-2.250734,8.529532,2.571760
215.209192,0.306281,1.244238,-2.250906,8.529532,2.571907
215.225497,0.296710,1.242220,-2.249619,8.529532,2.569805
215.233126,-0.110070,1.241895,-2.249406,8.529532,2.569461
215.240660,-0.186640,1.242772,-2.248885,8.529532,2.569429
215.249189,-0.186640,1.243517,-2.247611,8.529532,2.568675
215.259189,-0.251246,1.243503,-2.245625,8.529532,2.566930
215.275204,-0.119641,1.242648,-2.244105,8.529532,2.565186
215.282758,-0.239282,1.241367,-2.243491,8.529532,2.564029
215.290291,-0.303888,1.239415,-2.243592,8.529532,2.563173
215.299189,-0.303888,1.237406,-2.244909,8.529532,2.563355
215.309189,-0.227318,1.236616,-2.246523,8.529532,2.564388
215.324174,0.160319,1.236604,-2.247167,8.529532,2.564946
215.332431,0.291924,1.235592,-2.245854,8.529532,2.563308
215.339959,0.291924,1.233483,-2.244917,8.529532,2.561471
215.349189,-0.275175,1.235643,-2.244661,8.529532,2.562288
215.359190,-0.057428,1.236203,-2.244296,8.529532,2.562238
215.369370,-0.105284,1.236484,-2.243563,8.529532,2.561731
215.383682,-0.181855,1.236281,-2.242487,8.529532,2.560691
215.391215,-0.181855,1.235365,-2.241379,8.529532,2.559278
215.399189,-0.021535,1.235205,-2.241322,8.529532,2.559151
215.409189,-0.471386,1.231996,-2.242052,8.529532,2.558243
215.419189,-0.361316,1.229673,-2.244063,8.529532,2.558889
215.431595,-0.052642,1.229388,-2.244724,8.529532,2.559332
215.439190,0.217747,1.228997,-2.243048,8.529532,2.557674
215.449189,0.059821,1.228501,-2.242440,8.529532,2.556903
215.459189,0.088534,1.227878,-2.242279,8.529532,2.556462
215.469190,-0.076570,1.228133,-2.242141,8.529532,2.556464
215.484144,-0.287139,1.229185,-2.240933,8.529532,2.555910
215.491698,-0.287139,1.229709,-2.238724,8.529532,2.554226
215.499215,-0.122034,1.229410,-2.237639,8.529532,2.553130
215.509190,-0.011964,1.229134,-2.237317,8.529532,2.552716
215.519190,-0.356531,1.227334,-2.237135,8.529532,2.551690
215.534800,0.191426,1.225542,-2.237540,8.529532,2.551184
215.542383,0.191426,1.226511,-2.236377,8.529532,2.550630
215.549933,-0.267996,1.226352,-2.238045,8.529532,2.552016
215.559189,-0.150748,1.226864,-2.239497,8.529532,2.553535
215.569189,0.284746,1.225967,-2.239079,8.529532,2.552738
215.586106,-0.210568,1.225155,-2.238765,8.529532,2.552073
215.593699,-0.210568,1.226679,-2.238096,8.529532,2.552218
215.601249,-0.090927,1.227098,-2.237511,8.529532,2.551906
215.609190,-0.330210,1.227140,-2.235604,8.529532,2.550255
215.619190,-0.217747,1.226250,-2.233628,8.529532,2.548094
215.635925,-0.157926,1.224896,-2.232713,8.529532,2.546640
215.643498,-0.157926,1.223649,-2.232653,8.529532,2.545988
215.651029,-0.248854,1.222085,-2.233524,8.529532,2.546001
215.659189,-0.165105,1.221196,-2.234898,8.529532,2.546780
215.669190,-0.155533,1.221177,-2.236175,8.529532,2.547892
215.685664,0.220140,1.221075,-2.236373,8.529532,2.548016
215.693263,0.150748,1.220035,-2.235791,8.529532,2.547007
215.700800,-0.019143,1.219682,-2.235715,8.529532,2.546772
215.709189,0.028714,1.219703,-2.235730,8.529532,2.546795
215.719189,-0.354138,1.219945,-2.234839,8.529532,2.546128
215.729514,-0.267996,1.219828,-2.232296,8.529532,2.543840
215.742267,-0.284746,1.218572,-2.230467,8.529532,2.541633
215.749975,-0.052642,1.217202,-2.229700,8.529532,2.540304
