# VSS hardware run — 2026-04-20T12:59:15
# mu=0.001  mu_omega=0.0  control_fs=800.0  log_hz=100.0
# cancel_dur=240.0s  actual_dur=240.01s  n_samples=24001
# F_init_hz=[8.499999966281907]  max_amp_per_tone=9.0mm  max_total_amp=60.0mm
# dir_invert=True  simulate=False
# NOTE: C_mm, S_mm, f_hz, A_mm are tone 1 only
t_s,e_m_s2,C_mm,S_mm,f_hz,A_mm
75.940582,-0.289532,-0.211306,-1.163167,8.506443,1.182205
75.949188,-0.289532,-0.210325,-1.165236,8.506443,1.184066
75.959189,-0.349352,-0.208036,-1.166781,8.506443,1.185182
75.969189,-0.059821,-0.207564,-1.166809,8.506443,1.185127
75.979189,0.019143,-0.207698,-1.166878,8.506443,1.185219
75.990874,-0.459422,-0.206696,-1.165084,8.506443,1.183277
75.999190,-0.459422,-0.206599,-1.161453,8.506443,1.179684
76.009225,-0.311067,-0.207796,-1.159304,8.514989,1.177779
76.019189,-0.131605,-0.208695,-1.158780,8.514989,1.177423
76.029190,0.267996,-0.206576,-1.158764,8.514989,1.177034
76.039189,0.442672,-0.203744,-1.157011,8.514989,1.174813
76.049189,0.081356,-0.203199,-1.156175,8.514989,1.173895
76.059189,-0.308674,-0.203024,-1.158230,8.514989,1.175890
76.069190,-0.409173,-0.201294,-1.160848,8.514989,1.178171
76.079411,-0.358923,-0.198711,-1.162138,8.514989,1.179004
76.089189,0.100499,-0.199050,-1.162271,8.514989,1.179192
76.099189,0.093320,-0.199661,-1.162696,8.514989,1.179715
76.109189,-0.246461,-0.199066,-1.161190,8.514989,1.178129
76.119189,-0.409173,-0.199450,-1.158298,8.514989,1.175345
76.130520,-0.483350,-0.201718,-1.155312,8.514989,1.172790
76.139189,-0.011964,-0.202188,-1.155001,8.514989,1.172564
76.149189,0.435494,-0.199674,-1.154455,8.514989,1.171596
76.159189,0.454636,-0.196911,-1.152215,8.514989,1.168919
76.169190,-0.100499,-0.196601,-1.152017,8.514989,1.168673
76.180851,-0.342174,-0.196110,-1.154197,8.514989,1.170739
76.189189,-0.562313,-0.193417,-1.157175,8.514989,1.173228
76.199189,-0.196211,-0.190977,-1.158182,8.514989,1.173822
76.209189,0.186640,-0.191274,-1.158441,8.514989,1.174126
76.219189,0.062213,-0.191946,-1.158980,8.514989,1.174767
76.231080,-0.375673,-0.191679,-1.157310,8.514989,1.173076
76.239189,-0.368495,-0.192392,-1.154471,8.514989,1.170392
76.249189,-0.380459,-0.194491,-1.152366,8.514989,1.168663
76.259189,0.102891,-0.195025,-1.151979,8.514989,1.168370
76.269189,0.480957,-0.192497,-1.151052,8.514989,1.167037
76.281304,0.215354,-0.190509,-1.149143,8.514989,1.164828
76.289189,-0.239282,-0.190407,-1.149729,8.514989,1.165389
76.299189,-0.346959,-0.189633,-1.151914,8.514989,1.167419
76.309190,-0.454636,-0.187214,-1.153961,8.514989,1.169049
76.319189,-0.016750,-0.185425,-1.154534,8.514989,1.169329
76.332076,0.107677,-0.185740,-1.154719,8.514989,1.169562
76.339658,-0.155533,-0.185555,-1.154286,8.514989,1.169105
76.349189,-0.346959,-0.185357,-1.152307,8.514989,1.167120
76.359189,-0.397209,-0.186463,-1.149635,8.514989,1.164658
76.369189,-0.172283,-0.188364,-1.148044,8.514989,1.163394
76.379277,0.224925,-0.188528,-1.147825,8.514989,1.163205
76.391027,0.538385,-0.185250,-1.146232,8.514989,1.161105
76.399190,-0.122034,-0.183646,-1.144542,8.514989,1.159182
76.409189,-0.227318,-0.183699,-1.145818,8.514989,1.160450
76.419189,-0.490529,-0.182456,-1.148077,8.514989,1.162484
76.429190,-0.236889,-0.179689,-1.150024,8.514989,1.163977
76.439359,-0.100499,-0.178224,-1.150163,8.514989,1.163889
76.449188,0.110070,-0.177847,-1.150058,8.514989,1.163728
76.459189,-0.351745,-0.177986,-1.149933,8.514989,1.163625
76.469189,-0.368495,-0.177953,-1.147119,8.514989,1.160840
76.479189,-0.270389,-0.179274,-1.144739,8.514989,1.158692
76.490335,0.095713,-0.180103,-1.144060,8.514989,1.158150
76.499189,0.361316,-0.178829,-1.143929,8.514989,1.157822
76.509193,0.291924,-0.176450,-1.142472,8.514989,1.156018
76.519189,-0.119641,-0.175483,-1.140825,8.514989,1.154242
76.529191,-0.253639,-0.175393,-1.141898,8.514989,1.155289
76.540530,-0.531207,-0.173708,-1.144170,8.514989,1.157281
76.549189,-0.110070,-0.170331,-1.145894,8.514989,1.158484
76.559189,0.019143,-0.169587,-1.145858,8.514989,1.158339
76.569189,-0.117248,-0.169621,-1.145843,8.514989,1.158330
76.579190,-0.265603,-0.169223,-1.144848,8.514989,1.157287
76.590910,-0.368495,-0.169546,-1.142569,8.514989,1.155080
76.599189,-0.368495,-0.171327,-1.140263,8.514989,1.153063
76.609189,-0.217747,-0.172927,-1.139628,8.514989,1.152673
76.619189,0.172283,-0.171582,-1.139415,8.514989,1.152262
76.629190,0.411565,-0.169077,-1.137338,8.514989,1.149837
76.641251,-0.138784,-0.169019,-1.137391,8.514989,1.149880
76.649189,-0.138784,-0.168811,-1.138468,8.514989,1.150915
76.659188,-0.385244,-0.166788,-1.140745,8.514989,1.152874
76.669188,-0.306281,-0.164481,-1.141482,8.514989,1.153272
76.679188,-0.066999,-0.163726,-1.141366,8.514989,1.153049
76.691485,-0.315853,-0.163682,-1.141244,8.514989,1.152923
76.699190,-0.315853,-0.163003,-1.138841,8.514989,1.150447
76.709189,-0.284746,-0.163582,-1.136634,8.514989,1.148345
76.719189,-0.279960,-0.165165,-1.135080,8.514989,1.147033
76.729199,-0.045464,-0.165722,-1.134887,8.514989,1.146923
76.741783,0.299103,-0.163967,-1.134272,8.514989,1.146062
76.749521,0.299103,-0.162369,-1.132528,8.514989,1.144108
76.759188,-0.090927,-0.162208,-1.132516,8.514989,1.144073
76.769189,-0.193819,-0.161740,-1.133763,8.514989,1.145241
76.779189,-0.375673,-0.159706,-1.135406,8.514989,1.146584
76.791388,-0.289532,-0.157291,-1.135862,8.514989,1.146701
76.799190,0.148355,-0.157953,-1.136222,8.514989,1.147148
76.809190,-0.227318,-0.157408,-1.135299,8.514989,1.146159
76.819190,-0.306281,-0.157127,-1.133049,8.514989,1.143892
76.829189,-0.342174,-0.158148,-1.130659,8.514989,1.141665
76.839190,-0.157926,-0.159532,-1.129516,8.514989,1.140726
76.849190,-0.026321,-0.159863,-1.129450,8.514989,1.140708
76.859189,0.559920,-0.157537,-1.128059,8.514989,1.139006
76.869189,-0.026321,-0.156430,-1.126972,8.514989,1.137777
76.879191,-0.114855,-0.156431,-1.127620,8.514989,1.138419
76.889189,-0.308674,-0.155507,-1.129246,8.514989,1.139903
76.900102,-0.246461,-0.153823,-1.130343,8.514989,1.140762
76.909189,-0.141177,-0.152294,-1.130454,8.514989,1.140666
76.919189,-0.052642,-0.151599,-1.130128,8.514989,1.140251
76.929189,-0.272782,-0.151042,-1.128962,8.514989,1.139021
76.939189,-0.208176,-0.151005,-1.127061,8.514989,1.137132
76.951708,-0.291924,-0.152155,-1.125154,8.514989,1.135395
76.959232,-0.126820,-0.153422,-1.124365,8.514989,1.134784
76.969189,0.303888,-0.152730,-1.124113,8.514989,1.134441
76.979189,0.272782,-0.150799,-1.122900,8.514989,1.132981
76.989189,-0.035892,-0.150100,-1.121858,8.514989,1.131855
77.000620,-0.100499,-0.150030,-1.122523,8.514989,1.132505
77.009193,-0.437887,-0.148877,-1.123904,8.512285,1.133721
77.019189,-0.234497,-0.146323,-1.125199,8.512285,1.134673
77.029189,-0.031107,-0.145066,-1.125173,8.512285,1.134486
77.039189,-0.021535,-0.144888,-1.125048,8.512285,1.134339
77.051329,-0.390030,-0.144435,-1.123473,8.512285,1.132719
77.059189,-0.248854,-0.144723,-1.120821,8.512285,1.130126
77.069189,-0.244068,-0.145937,-1.119284,8.512285,1.128758
77.079189,0.095713,-0.147069,-1.118705,8.512285,1.128331
77.089189,0.349352,-0.145850,-1.118395,8.512285,1.127865
77.101103,0.078963,-0.144078,-1.117033,8.512285,1.126287
77.109189,-0.100499,-0.143921,-1.116799,8.512285,1.126034
77.119189,-0.473779,-0.143469,-1.118264,8.512285,1.127429
77.129189,-0.260818,-0.141295,-1.120785,8.512285,1.129657
77.139189,-0.093320,-0.139657,-1.121360,8.512285,1.130023
77.151810,0.081356,-0.139256,-1.121335,8.512285,1.129949
77.159338,-0.334995,-0.139248,-1.121096,8.512285,1.129710
77.169189,-0.315853,-0.138555,-1.118559,8.512285,1.127107
77.179189,-0.265603,-0.139196,-1.116196,8.512285,1.124842
77.189190,-0.114855,-0.140579,-1.114816,8.512285,1.123645
77.201774,0.189033,-0.141159,-1.114607,8.512285,1.123510
77.209337,0.387637,-0.139562,-1.114059,8.512285,1.122766
77.219189,-0.071785,-0.137732,-1.112184,8.512285,1.120679
77.229190,-0.071785,-0.137844,-1.112740,8.512285,1.121245
77.239189,-0.263210,-0.137155,-1.114704,8.512285,1.123110
77.249397,-0.311067,-0.135272,-1.116286,8.512285,1.124452
77.259261,-0.260818,-0.133238,-1.116623,8.512285,1.124544
77.269189,0.004786,-0.133273,-1.116636,8.512285,1.124561
77.279189,-0.035892,-0.133098,-1.116413,8.512285,1.124319
77.289189,-0.380459,-0.132707,-1.113430,8.512285,1.121311
77.299189,-0.284746,-0.133594,-1.111361,8.512285,1.119361
77.310076,-0.234497,-0.135090,-1.110267,8.512285,1.118455
77.319189,0.114855,-0.134186,-1.110354,8.512285,1.118433
77.329189,0.332602,-0.132019,-1.109282,8.512285,1.117110
77.339189,0.153141,-0.131205,-1.108160,8.512285,1.115900
77.349189,-0.198604,-0.131200,-1.109391,8.512285,1.117122
77.361102,-0.229711,-0.130382,-1.110978,8.512285,1.118603
77.369190,-0.442672,-0.127424,-1.112849,8.512285,1.120120
77.379189,-0.045464,-0.126681,-1.112962,8.512285,1.120149
77.389189,0.043071,-0.126810,-1.113074,8.512285,1.120274
77.399189,-0.222533,-0.126274,-1.111952,8.512285,1.119099
77.410427,-0.368495,-0.126345,-1.109324,8.512285,1.116496
77.419189,-0.236889,-0.127347,-1.107592,8.512285,1.114889
77.429189,-0.110070,-0.128307,-1.107015,8.512285,1.114426
77.439189,0.189033,-0.127403,-1.106861,8.512285,1.114169
77.449189,0.308674,-0.125576,-1.105624,8.512285,1.112733
77.461158,0.007178,-0.125179,-1.105098,8.512285,1.112166
77.469189,-0.200997,-0.125031,-1.106478,8.512285,1.113520
77.479189,-0.320638,-0.123737,-1.108236,8.512285,1.115122
77.489189,-0.315853,-0.121455,-1.109282,8.512285,1.115912
77.499189,-0.004786,-0.120487,-1.109335,8.512285,1.115859
77.511077,0.026321,-0.120571,-1.109417,8.512285,1.115950
77.519190,-0.260818,-0.120099,-1.107989,8.512285,1.114479
77.529193,-0.351745,-0.120494,-1.105508,8.512285,1.112055
77.539189,-0.334995,-0.122172,-1.103395,8.512285,1.110138
77.549189,-0.057428,-0.123571,-1.102708,8.512285,1.109611
77.562322,0.404387,-0.122262,-1.102230,8.512285,1.108990
77.569855,0.193819,-0.120731,-1.101028,8.512285,1.107628
77.579189,-0.086142,-0.120453,-1.100673,8.512285,1.107245
77.589189,-0.294317,-0.120035,-1.102122,8.512285,1.108640
77.599190,-0.433101,-0.118037,-1.104192,8.512285,1.110483
77.610678,-0.138784,-0.115919,-1.104997,8.512285,1.111061
77.619189,0.071785,-0.115635,-1.105043,8.512285,1.111077
77.629189,-0.167498,-0.115619,-1.104860,8.512285,1.110893
77.639189,-0.311067,-0.115238,-1.103152,8.512285,1.109155
77.649189,-0.351745,-0.115957,-1.100675,8.512285,1.106766
77.661299,-0.236889,-0.117685,-1.098949,8.512285,1.105232
77.669189,0.258425,-0.118029,-1.098616,8.512285,1.104938
77.679189,0.327817,-0.115898,-1.097901,8.512285,1.104001
77.689189,0.069392,-0.114585,-1.096621,8.512285,1.102591
77.699188,-0.203390,-0.114501,-1.096900,8.512285,1.102860
77.709189,-0.291924,-0.113870,-1.098566,8.512285,1.104452
77.719189,-0.368495,-0.111961,-1.100115,8.512285,1.105797
77.730720,-0.040678,-0.110067,-1.100584,8.512285,1.106074
77.739189,0.014357,-0.109860,-1.100526,8.512285,1.105996
77.749191,-0.165105,-0.109770,-1.100294,8.512285,1.105756
77.759189,-0.189033,-0.109611,-1.098951,8.512285,1.104404
77.769190,-0.327817,-0.110365,-1.097353,8.512285,1.102889
77.781411,-0.078963,-0.112011,-1.096039,8.512285,1.101748
77.789189,0.177069,-0.112380,-1.095945,8.512285,1.101692
77.799189,0.215354,-0.111085,-1.095321,8.512285,1.100940
77.809194,-0.095713,-0.110243,-1.094200,8.512285,1.099740
77.819189,-0.098106,-0.110286,-1.094958,8.512285,1.100498
77.831796,-0.368495,-0.109754,-1.095852,8.512285,1.101334
77.839354,-0.248854,-0.107397,-1.097359,8.512285,1.102602
77.849189,-0.081356,-0.105594,-1.097441,8.512285,1.102509
77.859189,-0.081356,-0.105033,-1.097127,8.512285,1.102143
77.869189,-0.090927,-0.104672,-1.096505,8.512285,1.101489
77.879194,-0.346959,-0.104699,-1.093762,8.512285,1.098761
77.889327,-0.157926,-0.105345,-1.092693,8.512285,1.097760
77.899189,-0.162712,-0.106480,-1.092086,8.512285,1.097265
77.909189,0.086142,-0.105799,-1.092057,8.512285,1.097170
77.919189,0.234497,-0.104247,-1.091044,8.512285,1.096012
77.929189,0.043071,-0.104096,-1.090738,8.512285,1.095694
77.939278,-0.138784,-0.104012,-1.091832,8.512285,1.096775
77.949189,-0.145962,-0.103351,-1.092770,8.512285,1.097647
77.959189,-0.361316,-0.100918,-1.093814,8.512285,1.098459
77.969189,-0.186640,-0.099278,-1.093672,8.512285,1.098169
77.979189,0.031107,-0.099275,-1.093733,8.512285,1.098229
77.989949,-0.308674,-0.098545,-1.091752,8.512285,1.096190
77.999189,-0.253639,-0.098829,-1.089712,8.512285,1.094185
78.009193,-0.172283,-0.099720,-1.088579,8.512161,1.093137
78.019189,-0.021535,-0.100004,-1.088436,8.512161,1.093020
78.029189,0.162712,-0.099107,-1.088200,8.512161,1.092703
78.040198,0.179462,-0.098063,-1.087288,8.512161,1.091701
78.049189,-0.033500,-0.097934,-1.087170,8.512161,1.091572
78.059189,-0.212961,-0.097584,-1.088458,8.512161,1.092823
78.069189,-0.236889,-0.096336,-1.089791,8.512161,1.094041
78.079189,-0.373280,-0.093748,-1.090505,8.512161,1.094527
78.090322,0.071785,-0.093410,-1.090603,8.512161,1.094596
78.099189,-0.172283,-0.092850,-1.089911,8.512161,1.093859
78.109189,-0.330210,-0.092384,-1.087817,8.512161,1.091733
78.119189,-0.208176,-0.092879,-1.085871,8.512161,1.089836
78.129189,-0.126820,-0.093755,-1.084989,8.512161,1.089032
78.142086,0.023928,-0.093989,-1.084859,8.512161,1.088923
78.149645,0.291924,-0.092060,-1.084169,8.512161,1.088071
78.159189,0.023928,-0.091311,-1.083522,8.512161,1.087363
78.169189,-0.181855,-0.091365,-1.084357,8.512161,1.088199
78.179189,-0.196211,-0.090850,-1.085760,8.512161,1.089554
78.191108,-0.282353,-0.089361,-1.086928,8.512161,1.090595
78.199189,-0.181855,-0.087654,-1.087244,8.512161,1.090771
78.209189,-0.004786,-0.086934,-1.087057,8.512161,1.090528
78.219189,-0.284746,-0.086355,-1.086059,8.512161,1.089487
78.229189,-0.212961,-0.086080,-1.084110,8.512161,1.087522
78.241877,-0.215354,-0.086763,-1.082561,8.512161,1.086032
78.249540,-0.064606,-0.087496,-1.081943,8.512161,1.085475
78.259189,0.258425,-0.087040,-1.081821,8.512161,1.085317
78.269189,0.126820,-0.085521,-1.081164,8.512161,1.084541
78.279189,-0.069392,-0.085205,-1.080866,8.512161,1.084219
78.291826,-0.308674,-0.085152,-1.082126,8.512161,1.085471
78.299413,-0.160319,-0.084364,-1.083805,8.512161,1.087084
78.309197,-0.311067,-0.082868,-1.084643,8.512161,1.087804
78.319189,0.050249,-0.081479,-1.084850,8.512161,1.087906
78.329188,-0.098106,-0.081480,-1.084766,8.512161,1.087822
78.339189,-0.349352,-0.080936,-1.083616,8.512161,1.086635
78.349189,-0.287139,-0.080942,-1.081038,8.512161,1.084064
78.359189,-0.126820,-0.081908,-1.079336,8.512161,1.082439
78.369189,0.138784,-0.082285,-1.079016,8.512161,1.082149
78.379189,0.241675,-0.080990,-1.078913,8.512161,1.081949
78.389191,0.102891,-0.079591,-1.078058,8.512161,1.080992
78.399478,-0.117248,-0.079345,-1.077752,8.512161,1.080669
78.409189,-0.382852,-0.079121,-1.079186,8.512161,1.082083
78.419189,-0.169890,-0.077531,-1.081515,8.512161,1.084291
78.429189,-0.040678,-0.076432,-1.082039,8.512161,1.084735
78.439189,-0.064606,-0.076090,-1.081994,8.512161,1.084666
78.450548,-0.339781,-0.075119,-1.081083,8.512161,1.083690
78.459189,-0.248854,-0.074122,-1.078684,8.512161,1.081228
78.469189,-0.181855,-0.074389,-1.076800,8.512161,1.079367
78.479189,-0.143569,-0.075267,-1.075709,8.512161,1.078339
78.489189,0.220140,-0.075971,-1.075361,8.512161,1.078041
78.500753,0.320638,-0.074073,-1.074969,8.512161,1.077518
78.509191,0.320638,-0.072163,-1.073302,8.512161,1.075725
78.519189,-0.177069,-0.072602,-1.074632,8.512161,1.077081
78.529192,-0.150748,-0.072346,-1.075796,8.512161,1.078226
78.539188,-0.215354,-0.071183,-1.077040,8.512161,1.079390
78.550331,-0.028714,-0.069704,-1.077519,8.512161,1.079772
78.559189,-0.028714,-0.069484,-1.077463,8.512161,1.079701
78.569189,-0.217747,-0.068266,-1.076246,8.512161,1.078409
78.579189,-0.241675,-0.067792,-1.074395,8.512161,1.076532
78.589189,-0.366102,-0.068596,-1.071741,8.512161,1.073934
78.599191,-0.069392,-0.069161,-1.071119,8.512161,1.073349
78.609188,-0.026321,-0.069403,-1.071055,8.512161,1.073301
78.620534,0.246461,-0.067823,-1.070469,8.512161,1.072616
78.629190,0.277567,-0.066379,-1.068817,8.512161,1.070876
78.639189,-0.217747,-0.066492,-1.070057,8.512161,1.072121
78.649189,-0.308674,-0.065663,-1.072258,8.512161,1.074267
78.659189,-0.330210,-0.063668,-1.073876,8.512161,1.075762
78.671682,-0.047856,-0.062764,-1.074126,8.512161,1.075958
78.679206,-0.047856,-0.062413,-1.073984,8.512161,1.075796
78.689189,-0.033500,-0.062231,-1.073755,8.512161,1.075556
78.699189,-0.433101,-0.062083,-1.071112,8.512161,1.072910
78.709189,-0.224925,-0.062896,-1.069081,8.512161,1.070930
78.719189,-0.186640,-0.064152,-1.068171,8.512161,1.070096
78.731459,0.112463,-0.063550,-1.068152,8.512161,1.070040
78.739191,0.373280,-0.061150,-1.066918,8.512161,1.068669
78.749193,-0.035892,-0.060470,-1.066259,8.512161,1.067972
78.759188,-0.320638,-0.060411,-1.067957,8.512161,1.069665
78.769191,-0.267996,-0.059372,-1.069981,8.512161,1.071627
78.780664,-0.272782,-0.057544,-1.071098,8.512161,1.072643
78.789189,-0.009571,-0.056693,-1.071242,8.512161,1.072741
78.799189,0.043071,-0.056840,-1.071357,8.512161,1.072864
78.809189,-0.354138,-0.056209,-1.069844,8.512161,1.071320
78.819189,-0.208176,-0.056173,-1.067620,8.512161,1.069097
78.830643,-0.373280,-0.057456,-1.065711,8.512161,1.067259
78.839189,0.047856,-0.058492,-1.064916,8.512161,1.066521
78.849189,0.270389,-0.057242,-1.064732,8.512161,1.066269
78.859189,0.265603,-0.055477,-1.063560,8.512161,1.065006
78.869188,-0.184247,-0.055122,-1.063374,8.512161,1.064802
78.879817,-0.248854,-0.054940,-1.065077,8.512161,1.066493
78.889188,-0.291924,-0.053678,-1.066802,8.512161,1.068152
78.899189,-0.122034,-0.052059,-1.067608,8.512161,1.068877
78.909189,0.000000,-0.051452,-1.067596,8.512161,1.068835
78.919189,-0.145962,-0.051154,-1.067276,8.512161,1.068501
78.931068,-0.306281,-0.050622,-1.065736,8.512161,1.066937
78.939189,-0.342174,-0.051027,-1.063240,8.512161,1.064464
78.949189,-0.124427,-0.052253,-1.061579,8.512161,1.062864
78.959189,0.133998,-0.052416,-1.061383,8.512161,1.062676
78.969190,0.313460,-0.050871,-1.060999,8.512161,1.062218
78.979189,0.038285,-0.049343,-1.059799,8.512161,1.060947
78.989190,-0.150748,-0.049293,-1.059887,8.512161,1.061032
78.999827,-0.136391,-0.049048,-1.061010,8.512161,1.062143
79.009189,-0.416351,-0.047851,-1.062117,8.525958,1.063194
79.019189,-0.131605,-0.045254,-1.062979,8.525958,1.063942
79.029189,-0.019143,-0.044449,-1.062815,8.525958,1.063744
79.039189,-0.184247,-0.044162,-1.062431,8.525958,1.063348
79.050063,-0.313460,-0.043783,-1.060631,8.525958,1.061534
79.059189,-0.129212,-0.044406,-1.058417,8.525958,1.059348
79.069189,-0.241675,-0.045257,-1.057672,8.525958,1.058640
79.079189,0.212961,-0.046672,-1.057267,8.525958,1.058297
79.089189,0.138784,-0.045142,-1.056763,8.525958,1.057726
79.100116,0.210568,-0.044361,-1.055802,8.525958,1.056734
79.109189,-0.313460,-0.044045,-1.054684,8.525958,1.055604
79.119189,-0.354138,-0.043136,-1.057033,8.525958,1.057912
79.129189,-0.354138,-0.040941,-1.058770,8.525958,1.059562
79.139189,-0.263210,-0.038879,-1.059048,8.525958,1.059762
79.150374,-0.059821,-0.038087,-1.058726,8.525958,1.059411
79.159189,-0.059821,-0.037807,-1.058345,8.525958,1.059020
79.169189,-0.232104,-0.037628,-1.056518,8.525958,1.057188
79.179189,-0.157926,-0.038158,-1.055388,8.525958,1.056077
79.189189,-0.138784,-0.039066,-1.054771,8.525958,1.055494
79.201221,0.311067,-0.039106,-1.054684,8.525958,1.055409
79.209189,0.311067,-0.036918,-1.053561,8.525958,1.054207
79.219189,0.088534,-0.036387,-1.052812,8.525958,1.053441
79.229189,-0.102891,-0.036359,-1.053440,8.525958,1.054068
79.239189,-0.186640,-0.035660,-1.054647,8.525958,1.055250
79.251308,-0.057428,-0.033050,-1.056192,8.525958,1.056709
79.259189,-0.057428,-0.032596,-1.056187,8.525958,1.056689
79.269189,-0.062213,-0.032180,-1.055932,8.525958,1.056422
79.279189,-0.210568,-0.031498,-1.054573,8.525958,1.055043
79.289190,-0.229711,-0.031588,-1.052778,8.525958,1.053252
79.301156,-0.155533,-0.032320,-1.051614,8.525958,1.052110
79.309197,-0.289532,-0.034380,-1.050615,8.525958,1.051177
79.319189,0.241675,-0.033530,-1.050330,8.525958,1.050866
79.329189,0.260818,-0.031887,-1.049149,8.525958,1.049633
79.339189,-0.023928,-0.031634,-1.048857,8.525958,1.049334
79.352039,-0.200997,-0.031415,-1.050082,8.525958,1.050552
79.359575,-0.318245,-0.029880,-1.052076,8.525958,1.052500
79.369189,-0.205783,-0.028181,-1.052801,8.525958,1.053178
79.379189,-0.031107,-0.027415,-1.052769,8.525958,1.053126
79.389189,-0.126820,-0.026891,-1.052272,8.525958,1.052616
79.401178,-0.241675,-0.026417,-1.050773,8.525958,1.051105
79.409190,-0.244068,-0.026786,-1.048884,8.525958,1.049226
79.419189,-0.227318,-0.028010,-1.047501,8.525958,1.047875
79.429189,0.047856,-0.028382,-1.047239,8.525958,1.047623
79.439188,0.208176,-0.027259,-1.046894,8.525958,1.047249
79.452407,0.105284,-0.026404,-1.046145,8.525958,1.046478
79.460015,-0.174676,-0.026637,-1.047230,8.525958,1.047569
79.469190,-0.174676,-0.026275,-1.048563,8.525958,1.048892
79.479189,-0.306281,-0.024860,-1.049836,8.525958,1.050130
79.489189,-0.138784,-0.023170,-1.050330,8.525958,1.050586
79.499189,-0.007178,-0.022598,-1.050226,8.525958,1.050469
79.510330,-0.212961,-0.021802,-1.049219,8.525958,1.049446
79.519193,-0.270389,-0.021456,-1.047340,8.525958,1.047559
79.529199,-0.174676,-0.021992,-1.045663,8.525958,1.045894
79.539189,-0.205783,-0.023131,-1.044729,8.525958,1.044985
79.549189,0.217747,-0.023468,-1.044460,8.525958,1.044724
79.560200,0.220140,-0.021856,-1.043825,8.525958,1.044054
79.569189,-0.050249,-0.021171,-1.043165,8.525958,1.043379
79.579189,-0.112463,-0.021213,-1.043745,8.525958,1.043960
79.589189,-0.323031,-0.020513,-1.045088,8.525958,1.045290
79.599189,-0.241675,-0.018660,-1.046474,8.525958,1.046640
79.609768,-0.052642,-0.017510,-1.046677,8.525958,1.046824
79.619189,-0.014357,-0.017195,-1.046543,8.525958,1.046685
79.629189,-0.416351,-0.016829,-1.045705,8.525958,1.045840
79.639189,-0.148355,-0.016577,-1.042948,8.525958,1.043079
79.649190,-0.210568,-0.017201,-1.041813,8.525958,1.041955
79.659734,0.043071,-0.017914,-1.041225,8.525958,1.041379
79.669189,0.253639,-0.017160,-1.041153,8.525958,1.041294
79.679189,0.126820,-0.015610,-1.040324,8.525958,1.040442
79.689189,-0.184247,-0.015202,-1.039751,8.525958,1.039862
79.699189,-0.186640,-0.015172,-1.041210,8.525958,1.041320
79.710474,-0.430708,-0.013909,-1.043011,8.525958,1.043104
79.719189,-0.081356,-0.011227,-1.044496,8.525958,1.044557
79.729189,0.045464,-0.010706,-1.044496,8.525958,1.044551
79.739189,-0.253639,-0.010802,-1.044477,8.525958,1.044533
79.749191,-0.303888,-0.009932,-1.042616,8.525958,1.042663
79.760406,-0.148355,-0.010065,-1.040521,8.525958,1.040570
79.769189,-0.148355,-0.010754,-1.039572,8.525958,1.039628
79.779189,-0.224925,-0.012388,-1.038869,8.525958,1.038943
79.789189,0.241675,-0.010493,-1.038623,8.525958,1.038676
79.799189,0.153141,-0.009540,-1.037876,8.525958,1.037920
79.811118,-0.375673,-0.009630,-1.038539,8.525958,1.038583
79.819188,-0.375673,-0.009141,-1.041468,8.525958,1.041508
79.829188,-0.162712,-0.008311,-1.042451,8.525958,1.042484
79.839189,-0.174676,-0.007006,-1.042904,8.525958,1.042927
79.849189,-0.021535,-0.006840,-1.042870,8.525958,1.042892
79.863288,-0.308674,-0.006242,-1.042126,8.525958,1.042145
79.870828,-0.308674,-0.005526,-1.039793,8.525958,1.039808
79.879189,-0.327817,-0.006138,-1.037275,8.525958,1.037293
79.889189,-0.177069,-0.007194,-1.036144,8.525958,1.036169
79.899188,-0.038285,-0.007608,-1.036000,8.525958,1.036028
79.909189,0.313460,-0.005574,-1.035342,8.525958,1.035357
79.920040,0.088534,-0.004903,-1.034713,8.525958,1.034724
79.929189,-0.076570,-0.004965,-1.035155,8.525958,1.035167
79.939189,-0.327817,-0.004227,-1.037123,8.525958,1.037132
79.949189,-0.289532,-0.002467,-1.038701,8.525958,1.038704
79.959189,-0.110070,-0.001280,-1.039001,8.525958,1.039002
79.970238,0.076570,-0.001480,-1.039152,8.525958,1.039153
79.979189,-0.155533,-0.001060,-1.038495,8.525958,1.038495
79.989189,-0.342174,-0.000778,-1.036171,8.525958,1.036171
79.999189,-0.227318,-0.001492,-1.034278,8.525958,1.034279
80.009189,-0.186640,-0.002719,-1.033322,8.515260,1.033325
80.019422,0.205783,-0.002231,-1.033182,8.515260,1.033185
80.029189,0.390030,0.000052,-1.032067,8.515260,1.032067
80.039189,-0.021535,0.000825,-1.031333,8.515260,1.031334
80.049189,-0.291924,0.000835,-1.032849,8.515260,1.032849
80.059189,-0.373280,0.002057,-1.035269,8.515260,1.035271
80.070317,-0.291924,0.004161,-1.036707,8.515260,1.036715
80.079188,0.069392,0.004671,-1.036912,8.515260,1.036922
80.089188,0.050249,0.004248,-1.037124,8.515260,1.037133
80.099189,-0.325424,0.004645,-1.036092,8.515260,1.036102
80.109190,-0.392423,0.004649,-1.033254,8.515260,1.033264
80.120927,-0.368495,0.003163,-1.030638,8.515260,1.030643
80.129190,0.047856,0.002168,-1.029822,8.515260,1.029824
80.139189,0.468993,0.004207,-1.029556,8.515260,1.029565
